openlibrary_author_key,author_name,candidate_rank,wikidata_id,wikidata_label,wikidata_description,wikidata_url
OL7791069A,Bill Houston,1,Q61741950,Bill Houston,"American football player, wide receiver",http://www.wikidata.org/entity/Q61741950
OL7791069A,Bill Houston,2,Q19874431,Bill Houston,Australian rules footballer (1918-1982),http://www.wikidata.org/entity/Q19874431
OL7791069A,Bill Houston,3,Q112389225,Bill Houston,,http://www.wikidata.org/entity/Q112389225
OL7791069A,Bill Houston,4,Q98766208,Bill Houston,,http://www.wikidata.org/entity/Q98766208
OL3056082A,Marc English,1,Q105091956,Marc English,print by Bryce McCloud,http://www.wikidata.org/entity/Q105091956
OL1098126A,Janice Burn,1,Q126298110,Janice Burnett,"New Zealand community leader, netball umpire and Guiding leader",http://www.wikidata.org/entity/Q126298110
OL2909853A,Nigel Seel,1,Q16089787,"Sir Nigel Seely, 5th Baronet",British baronet,http://www.wikidata.org/entity/Q16089787
OL2909853A,Nigel Seel,2,Q75346340,Nigel Seely,(1902-1943),http://www.wikidata.org/entity/Q75346340
OL2909853A,Nigel Seel,3,Q89187854,Nigel Seeley,(1942-2004),http://www.wikidata.org/entity/Q89187854
OL926801A,Terry Garrison,1,Q30113294,Terry Garrison,American politician,http://www.wikidata.org/entity/Q30113294
OL7276987A,Peter Zámborský,1,Q124839952,Peter Zamborsky,business academic,http://www.wikidata.org/entity/Q124839952
OL225203A,Jerry J. Weygandt,1,Q93434078,Jerry J. Weygandt,,http://www.wikidata.org/entity/Q93434078
OL425147A,Ken Black,1,Q6387330,Ken Black,Canadian politician (1932-2016),http://www.wikidata.org/entity/Q6387330
OL425147A,Ken Black,2,Q6387335,Ken Blackburn,American aerospace engineer,http://www.wikidata.org/entity/Q6387335
OL425147A,Ken Black,3,Q27918305,Ken Black,Canadian architect,http://www.wikidata.org/entity/Q27918305
OL425147A,Ken Black,4,Q18693042,Ken Blackwell,American film editor,http://www.wikidata.org/entity/Q18693042
OL425147A,Ken Black,5,Q100752335,Ken Blackmon,basketball player,http://www.wikidata.org/entity/Q100752335
OL146690A,Morris Hamburg,1,Q107488326,Morris Hamburg,American statistician,http://www.wikidata.org/entity/Q107488326
OL236063A,Max H. Bazerman,1,Q16246142,Max H. Bazerman,Negotiation theorist and teacher,http://www.wikidata.org/entity/Q16246142
OL121675A,Herbert Alexander Simon,1,Q181529,Herbert Simon,"American political scientist, economist, sociologist, and psychologist (1916–2001)",http://www.wikidata.org/entity/Q181529
OL121675A,Herbert Alexander Simon,2,Q69905650,Herbert Alexander Simon,scientific article published on 01 January 1970,http://www.wikidata.org/entity/Q69905650
OL37425A,O. C. Ferrell,1,Q112417372,O. C. Ferrell,,http://www.wikidata.org/entity/Q112417372
OL2733865A,John Fraedrich,1,Q112419769,John Fraedrich,,http://www.wikidata.org/entity/Q112419769
OL2640453A,Linda Ferrell,1,Q130815305,Linda Ferrell,,http://www.wikidata.org/entity/Q130815305
OL239935A,S. Christian Albright,1,Q112426101,S. Christian Albright,Professor (1946-,http://www.wikidata.org/entity/Q112426101
OL452854A,Wayne L. Winston,1,Q30074498,Wayne L. Winston,American information scientist,http://www.wikidata.org/entity/Q30074498
OL422889A,Peter Juslin,1,Q117251839,Peter Juslin,researcher,http://www.wikidata.org/entity/Q117251839
OL2333737A,Henry Montgomery,1,Q94656603,Henry Eglinton Montgomery,American cleric (1820–1874),http://www.wikidata.org/entity/Q94656603
OL2333737A,Henry Montgomery,2,Q16059347,Henry Montgomery,American politician from South Dakota,http://www.wikidata.org/entity/Q16059347
OL2333737A,Henry Montgomery,3,Q5992219,Henry Montgomery,Swedish psychologist,http://www.wikidata.org/entity/Q5992219
OL2333737A,Henry Montgomery,4,Q96480319,Henry Montgomery,May 1868 New York - 1922 New York,http://www.wikidata.org/entity/Q96480319
OL2333737A,Henry Montgomery,5,Q366956,Robert Montgomery,American actor (1904-1981),http://www.wikidata.org/entity/Q366956
OL591198A,Ronald C. Doll,1,Q112767040,Ronald C. Doll,American educator and author,http://www.wikidata.org/entity/Q112767040
OL836577A,Scott Plous,1,Q16734588,Scott Plous,American social psychologist (1959-),http://www.wikidata.org/entity/Q16734588
OL835181A,John J. Hampton,1,Q112446749,John J. Hampton,,http://www.wikidata.org/entity/Q112446749
OL2685917A,Deborah Stone,1,Q120610979,Deborah Stone,UK travel writer,http://www.wikidata.org/entity/Q120610979
OL2685917A,Deborah Stone,2,Q107638604,Deborah A. Stone,American political scientist,http://www.wikidata.org/entity/Q107638604
OL2685917A,Deborah Stone,3,Q76026072,Deborah Carlene Stone,(born 1965),http://www.wikidata.org/entity/Q76026072
OL2685917A,Deborah Stone,4,Q138130993,Deborah Stone,American travel writer,http://www.wikidata.org/entity/Q138130993
OL2685917A,Deborah Stone,5,Q138132771,Deborah Stone,American dancer & singer,http://www.wikidata.org/entity/Q138132771
OL78984A,David Ray Anderson,1,Q112352068,David Ray Anderson,,http://www.wikidata.org/entity/Q112352068
OL550262A,Thomas N. Ingram,1,Q139468725,Thomas N. Ingram,,http://www.wikidata.org/entity/Q139468725
OL2627350A,Michael R. Williams,1,Q16499868,Michael R. Williams,American physician,http://www.wikidata.org/entity/Q16499868
OL2627350A,Michael R. Williams,2,Q112412252,Michael Roy Williams,,http://www.wikidata.org/entity/Q112412252
OL129765A,Irving Lester Janis,1,Q3080462,Irving Janis,American psychologist (1918–1990),http://www.wikidata.org/entity/Q3080462
OL2776999A,Wayne Winston,1,Q102186780,Wayne Winston,Ph.D. Yale University 1975,http://www.wikidata.org/entity/Q102186780
OL2776999A,Wayne Winston,2,Q30074498,Wayne L. Winston,American information scientist,http://www.wikidata.org/entity/Q30074498
OL2776999A,Wayne Winston,3,Q23008773,Wayne W. Lambert,United States Air Force general,http://www.wikidata.org/entity/Q23008773
OL7447258A,Donald E. Kieso,1,Q93434081,Donald E. Kieso,,http://www.wikidata.org/entity/Q93434081
OL234151A,James G. March,1,Q1352604,James G. March,American sociologist (1928–2018),http://www.wikidata.org/entity/Q1352604
OL234151A,James G. March,2,Q93298893,James G. March Professorship in Organizational Studies in Education and Business,endowed academic position at Stanford University,http://www.wikidata.org/entity/Q93298893
OL234151A,James G. March,3,Q109943162,"James G. March and Johan P. Olsen, Rediscovering Institutions. The Organizational of Politics, New York: Free Press, 1989, $ 24.95.",scientific article,http://www.wikidata.org/entity/Q109943162
OL3118694A,David J. Pauleen,1,Q113531347,David J Pauleen,professor of technology management in New Zealand,http://www.wikidata.org/entity/Q113531347
OL8298978A,Nazim Taskin,1,Q130616572,Nazim Taskin,researcher,http://www.wikidata.org/entity/Q130616572
OL2626708A,Irving L. Janis,1,Q3080462,Irving Janis,American psychologist (1918–1990),http://www.wikidata.org/entity/Q3080462
OL2626708A,Irving L. Janis,2,Q55969711,Irving L. Janis' Victims of Groupthink,scholarly article published in 1991,http://www.wikidata.org/entity/Q55969711
OL2626708A,Irving L. Janis,3,Q56334820,Irving L. Janis (1918-1990): Obituary,obituary published in 1992,http://www.wikidata.org/entity/Q56334820
OL10366460A,Ali AbdulHussein,1,Q135356180,Ali Abdulhussein Hasan Al-Sudani,Iraqi basketball player (born 2004),http://www.wikidata.org/entity/Q135356180
OL1434833A,Milan Zeleny,1,Q12037337,Milan Zelený,"Czech economist, professor and university educator (1942-2023)",http://www.wikidata.org/entity/Q12037337
OL1434833A,Milan Zeleny,2,Q17165277,Milan Zeleny bibliography,,http://www.wikidata.org/entity/Q17165277
OL1434833A,Milan Zeleny,3,Q140907106,"Milan Zeleny (Ed): Autopoiesis: A-theory of living organization. New York: Elsevier North Holland Inc., 1981, 314 pp.","scholarly article published in Systems Research and Behavioral Science, vol. 27, no. 3 (1982) (DOI: 10.1002/BS.3830270308)",http://www.wikidata.org/entity/Q140907106
OL2852718A,Rick Daniels,1,Q100775008,Rick Daniels-Mulholland,college basketball player (2007–2008) Tennessee,http://www.wikidata.org/entity/Q100775008
OL2852718A,Rick Daniels,2,Q113906217,Rick Danielson,American actor,http://www.wikidata.org/entity/Q113906217
OL542424A,Jerold L. Zimmerman,1,Q41800554,Jerold Zimmerman,economist (University of Rochester),http://www.wikidata.org/entity/Q41800554
OL2865625A,Zimmerman,1,Q17053995,Zimmerman,family name,http://www.wikidata.org/entity/Q17053995
OL2865625A,Zimmerman,2,Q5994029,Zimmermann,family name,http://www.wikidata.org/entity/Q5994029
OL2865625A,Zimmerman,3,Q1334388,Elwood Zimmerman,American entomologist (1912-2004),http://www.wikidata.org/entity/Q1334388
OL2865625A,Zimmerman,4,Q1360732,Ernst Zimmermann,German painter (1852-1901),http://www.wikidata.org/entity/Q1360732
OL2865625A,Zimmerman,5,Q1047543,3100 Zimmerman,asteroid,http://www.wikidata.org/entity/Q1047543
OL4438445A,Mervyn King,1,Q116672557,Mervyn King,former Governor of the Bank of England,http://www.wikidata.org/entity/Q116672557
OL4438445A,Mervyn King,2,Q1375680,Mervyn King,British economist (born 1948),http://www.wikidata.org/entity/Q1375680
OL4438445A,Mervyn King,3,Q1922188,Mervyn King,English darts player,http://www.wikidata.org/entity/Q1922188
OL4438445A,Mervyn King,4,Q75465276,Mervyn King,Peerage person ID=159150,http://www.wikidata.org/entity/Q75465276
OL4438445A,Mervyn King,5,Q75465277,Mervyn King,Peerage person ID=159151,http://www.wikidata.org/entity/Q75465277
OL676066A,John Kay,1,Q140683,John Kay,British inventor,http://www.wikidata.org/entity/Q140683
OL676066A,John Kay,2,Q1556464,John Kay,British artist (1742–1826),http://www.wikidata.org/entity/Q1556464
OL676066A,John Kay,3,Q111382270,John Kay,Mayor of Salford 1845 to 1846,http://www.wikidata.org/entity/Q111382270
OL676066A,John Kay,4,Q10441079,John Kay,English footballer (born 1964),http://www.wikidata.org/entity/Q10441079
OL676066A,John Kay,5,Q13738353,John Kay,,http://www.wikidata.org/entity/Q13738353
OL7773959A,Nancy S. Kim,1,Q139419343,Nancy S. Kim,,http://www.wikidata.org/entity/Q139419343
OL236843A,Allan Savory,1,Q4730957,Allan Savory,Zimbabwean scientist,http://www.wikidata.org/entity/Q4730957
OL236843A,Allan Savory,2,Q22988752,Allan Savory: How to fight desertification and reverse climate change,TED2013,http://www.wikidata.org/entity/Q22988752
OL119802A,George Leland Bach,1,Q59629195,George Leland Bach,American economist (1915-1994),http://www.wikidata.org/entity/Q59629195
OL119802A,George Leland Bach,2,Q58537238,George Leland Bach: 1915–1994,,http://www.wikidata.org/entity/Q58537238
OL2778455A,Dennis J. Sweeney,1,Q102277817,Dennis J. Sweeney,D.B.A. Indiana University 1971,http://www.wikidata.org/entity/Q102277817
OL2778456A,Thomas Arthur Williams,1,Q93429028,Thomas Arthur Williams,,http://www.wikidata.org/entity/Q93429028
OL7501910A,Jeffrey D. Camm,1,Q102311299,Jeffrey D. Camm,,http://www.wikidata.org/entity/Q102311299
OL7501910A,Jeffrey D. Camm,2,Q112505995,Jeffrey D. Camm,,http://www.wikidata.org/entity/Q112505995
OL7501911A,James J. Cochran,1,Q102311298,James J. Cochran,statistics researcher; Ph.D. University of Cincinnati 1997,http://www.wikidata.org/entity/Q102311298
OL8126027A,Jacqueline Birt,1,Q139027944,Jacqueline Birt,,http://www.wikidata.org/entity/Q139027944
OL8126027A,Jacqueline Birt,2,Q61864133,Jacqueline C Birtwistle,researcher ORCID ID = 0000-0002-6083-589X,http://www.wikidata.org/entity/Q61864133
OL8126028A,Keryn Chalmers,1,Q130312592,Keryn Chalmers,accounting researcher,http://www.wikidata.org/entity/Q130312592
OL16223750A,Suzanne Byrne,1,Q88083711,Suzanne C Byrne,researcher,http://www.wikidata.org/entity/Q88083711
OL2729090A,John Adair,1,Q11595,John Adair,American politician (1757–1840),http://www.wikidata.org/entity/Q11595
OL2729090A,John Adair,2,Q6218135,John Adair,Scottish surveyor,http://www.wikidata.org/entity/Q6218135
OL2729090A,John Adair,3,Q3180864,John Adair,"author, military historian and leadership theorist",http://www.wikidata.org/entity/Q3180864
OL2729090A,John Adair,4,Q672370,John Adair,football referee (b. 1919),http://www.wikidata.org/entity/Q672370
OL2729090A,John Adair,5,Q96089363,John Adair,,http://www.wikidata.org/entity/Q96089363
OL534204A,Ray H. Garrison,1,Q93430950,Ray H. Garrison,,http://www.wikidata.org/entity/Q93430950
OL243612A,Marshall B. Rosenberg,1,Q732048,Marshall Rosenberg,American psychologist (1934-2015),http://www.wikidata.org/entity/Q732048
OL226490A,M. N. Hegde,1,Q136449879,M. N. Hegde,,http://www.wikidata.org/entity/Q136449879
OL397900A,Paul A. Argenti,1,Q116174830,Paul A. Argenti,,http://www.wikidata.org/entity/Q116174830
OL398394A,Lynn H. Turner,1,Q112537384,Lynn H. Turner,,http://www.wikidata.org/entity/Q112537384
OL2640350A,Richard West,1,Q127424869,Richard West,"British actor, producer and director",http://www.wikidata.org/entity/Q127424869
OL2640350A,Richard West,2,Q130972153,Richard West,,http://www.wikidata.org/entity/Q130972153
OL2640350A,Richard West,3,Q57044486,Richard H West,researcher,http://www.wikidata.org/entity/Q57044486
OL2640350A,Richard West,4,Q6238282,Richard Westmacott,British sculptor (1775–1856),http://www.wikidata.org/entity/Q6238282
OL2640350A,Richard West,5,Q88742372,Richard G West,researcher,http://www.wikidata.org/entity/Q88742372
OL1382017A,Lynn Turner,1,Q104439408,Lynn Turner,American model,http://www.wikidata.org/entity/Q104439408
OL1382017A,Lynn Turner,2,Q109674347,Lynn Turner,American ceramist (b. 1943),http://www.wikidata.org/entity/Q109674347
OL1382017A,Lynn Turner,3,Q16018932,Lynn Turner,American convicted murderer (1968-2010),http://www.wikidata.org/entity/Q16018932
OL1382017A,Lynn Turner,4,Q1878891,Lynn Turner,American musician,http://www.wikidata.org/entity/Q1878891
OL1382017A,Lynn Turner,5,Q6709259,Lynn Turner,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q6709259
OL2939178A,Sanjay Kumar,1,Q100725719,Sanjay Kumar,researcher ORCID 0000-0002-8951-5996,http://www.wikidata.org/entity/Q100725719
OL2939178A,Sanjay Kumar,2,Q115899044,Sanjay Kumar,researcher at Banaras Hindu University,http://www.wikidata.org/entity/Q115899044
OL2939178A,Sanjay Kumar,3,Q115899029,Sanjay Kumar,Professor at Florida State University,http://www.wikidata.org/entity/Q115899029
OL2939178A,Sanjay Kumar,4,Q114862452,Sanjay Kumar,Strategic Sourcing Director - LafargeHolcim,http://www.wikidata.org/entity/Q114862452
OL2939178A,Sanjay Kumar,5,Q102292686,Sanjay Kumar,Ph.D. California Institute of Technology 1992,http://www.wikidata.org/entity/Q102292686
OL35572A,Ronald B. Adler,1,Q108473142,Ronald Alber,1946-,http://www.wikidata.org/entity/Q108473142
OL1961519A,Ronald Adler,1,Q106474785,Ronald Adler,"prisoner in Theresienstadt Ghetto, b. 1935-04-09",http://www.wikidata.org/entity/Q106474785
OL1961519A,Ronald Adler,2,Q133001837,Ronald Adler,,http://www.wikidata.org/entity/Q133001837
OL3372657A,Ronald Adler,1,Q106474785,Ronald Adler,"prisoner in Theresienstadt Ghetto, b. 1935-04-09",http://www.wikidata.org/entity/Q106474785
OL3372657A,Ronald Adler,2,Q133001837,Ronald Adler,,http://www.wikidata.org/entity/Q133001837
OL3383392A,Ron Adler,1,Q6889110,Ron Adler,Israeli poet,http://www.wikidata.org/entity/Q6889110
OL3383392A,Ron Adler,2,Q108473142,Ronald Alber,1946-,http://www.wikidata.org/entity/Q108473142
OL4593553A,RONALD ADLER,1,Q106474785,Ronald Adler,"prisoner in Theresienstadt Ghetto, b. 1935-04-09",http://www.wikidata.org/entity/Q106474785
OL4593553A,RONALD ADLER,2,Q133001837,Ronald Adler,,http://www.wikidata.org/entity/Q133001837
OL7232157A,Ronald B. Adler,1,Q108473142,Ronald Alber,1946-,http://www.wikidata.org/entity/Q108473142
OL7582287A,Ronald B. Adler,1,Q108473142,Ronald Alber,1946-,http://www.wikidata.org/entity/Q108473142
OL2627896A,Neil Towne,1,Q135272150,Neil Towne,"Towne, Neil, 1928-",http://www.wikidata.org/entity/Q135272150
OL1862774A,John W. Blassingame,1,Q6263525,John Wesley Blassingame,American historian (1940–2000),http://www.wikidata.org/entity/Q6263525
OL1862774A,John W. Blassingame,2,Q128751462,John W. Blassingame: A Remembrance,scholarly article,http://www.wikidata.org/entity/Q128751462
OL1862774A,John W. Blassingame,3,Q130018290,"John W. Blassingame: March 23, 1940-February 13, 2000",scholarly article published in July 2001,http://www.wikidata.org/entity/Q130018290
OL5017718A,John W. Blassingame,1,Q6263525,John Wesley Blassingame,American historian (1940–2000),http://www.wikidata.org/entity/Q6263525
OL5017718A,John W. Blassingame,2,Q128751462,John W. Blassingame: A Remembrance,scholarly article,http://www.wikidata.org/entity/Q128751462
OL5017718A,John W. Blassingame,3,Q130018290,"John W. Blassingame: March 23, 1940-February 13, 2000",scholarly article published in July 2001,http://www.wikidata.org/entity/Q130018290
OL22053A,Stewart L. Tubbs,1,Q112360354,Stewart L. Tubbs,American communication researcher,http://www.wikidata.org/entity/Q112360354
OL218771A,Mary Ellen Guffey,1,Q112436893,Mary Ellen Guffey,,http://www.wikidata.org/entity/Q112436893
OL27525A,Larry A. Samovar,1,Q112448013,Larry A. Samovar,,http://www.wikidata.org/entity/Q112448013
OL2777276A,Richard E. Porter,1,Q112448014,Richard E. Porter,professor,http://www.wikidata.org/entity/Q112448014
OL193997A,Benedict Anderson,1,Q212993,Benedict Anderson,American political scientist (1936-2015),http://www.wikidata.org/entity/Q212993
OL193997A,Benedict Anderson,2,Q124639063,Benedict Anderson,,http://www.wikidata.org/entity/Q124639063
OL193997A,Benedict Anderson,3,Q123590606,"Benedict Anderson, Scholar Who Saw Nations as ‘Imagined,’ Dies at 79","The New York Times article (December 15, 2015)",http://www.wikidata.org/entity/Q123590606
OL193997A,Benedict Anderson,4,Q136947606,Benedict Anderson : un pensador copernicano sobre el nacionalismo,,http://www.wikidata.org/entity/Q136947606
OL193997A,Benedict Anderson,5,Q139975142,"Benedict Anderson, Imagined Communities (1983)",,http://www.wikidata.org/entity/Q139975142
OL25012A,Emory A. Griffin,1,Q93237665,Emory A. Griffin,,http://www.wikidata.org/entity/Q93237665
OL31351A,Alan O. Ebenstein,1,Q19787390,Alan O. Ebenstein,"American political scientist, educator and author",http://www.wikidata.org/entity/Q19787390
OL2649381A,Alan Ebenstein,1,Q19787390,Alan O. Ebenstein,"American political scientist, educator and author",http://www.wikidata.org/entity/Q19787390
OL2274431A,William Ebenstein,1,Q18911354,William Ebenstein,political science scholar,http://www.wikidata.org/entity/Q18911354
OL5717154A,William Ebenstein,1,Q18911354,William Ebenstein,political science scholar,http://www.wikidata.org/entity/Q18911354
OL21503A,Sarah Trenholm,1,Q112393583,Sarah Trenholm,,http://www.wikidata.org/entity/Q112393583
OL1879979A,Arthur Jensen,1,Q441910,Arthur Jensen,Danish actor (1897-1981),http://www.wikidata.org/entity/Q441910
OL1879979A,Arthur Jensen,2,Q710027,Arthur R. Jensen,American professor of educational psychology (1923-2012),http://www.wikidata.org/entity/Q710027
OL1879979A,Arthur Jensen,3,Q123937869,Arthur Jensen,American professor emeritus at Syracuse University Department of Communication & Rhetorical Studies,http://www.wikidata.org/entity/Q123937869
OL1879979A,Arthur Jensen,4,Q112393578,Arthur Jensen,1954-,http://www.wikidata.org/entity/Q112393578
OL1879979A,Arthur Jensen,5,Q95308145,Arthur Jensen,German artist,http://www.wikidata.org/entity/Q95308145
OL226398A,Malcolm Barnard,1,Q96606655,Malcolm A Barnard,researcher,http://www.wikidata.org/entity/Q96606655
OL226398A,Malcolm Barnard,2,Q61182641,Barnard Malcolm,(born 1958),http://www.wikidata.org/entity/Q61182641
OL454516A,Paul Martin Lester,1,Q7152242,Paul Martin Lester,American academic,http://www.wikidata.org/entity/Q7152242
OL541535A,Roy Blake,1,Q141036465,"Roy Blakey, Ice Show Performer and Archivist, Is Dead at 94","The New York Times article (September 30, 2024)",http://www.wikidata.org/entity/Q141036465
OL541535A,Roy Blake,2,Q6112987,Roy Blakey,American photographer (1930–2024),http://www.wikidata.org/entity/Q6112987
OL541535A,Roy Blake,3,Q108541519,Roy Blake,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q108541519
OL395659A,John G. Proakis,1,Q20203470,John G. Proakis,American electrical engineer,http://www.wikidata.org/entity/Q20203470
OL536194A,Leon W. Couch,1,Q112458670,Leon W. Couch,,http://www.wikidata.org/entity/Q112458670
OL219702A,William B. Gudykunst,1,Q20723884,William Gudykunst,sociologist (1947-2005),http://www.wikidata.org/entity/Q20723884
OL1121414A,Young Yun Kim,1,Q122582777,Young Yun Kim,,http://www.wikidata.org/entity/Q122582777
OL1121414A,Young Yun Kim,2,Q93115797,Young Yun Kim,researcher (ORCID 0000-0002-6305-0182),http://www.wikidata.org/entity/Q93115797
OL1121414A,Young Yun Kim,3,Q91495926,Young Yun Kim,researcher (ORCID 0000-0002-4425-9976),http://www.wikidata.org/entity/Q91495926
OL2638683A,William Gudykunst,1,Q20723884,William Gudykunst,sociologist (1947-2005),http://www.wikidata.org/entity/Q20723884
OL223621A,Katherine Miller,1,Q25273299,Katherine Miller,translator,http://www.wikidata.org/entity/Q25273299
OL223621A,Katherine Miller,2,Q75520188,Katherine Miller,(born 1957),http://www.wikidata.org/entity/Q75520188
OL223621A,Katherine Miller,3,Q43396000,Katherine Miller,Accused of witchcraft,http://www.wikidata.org/entity/Q43396000
OL223621A,Katherine Miller,4,Q43392017,Katherine Miller,accused of witchcraft,http://www.wikidata.org/entity/Q43392017
OL223621A,Katherine Miller,5,Q26260221,Katherine Miller,Brazilian-American fencer,http://www.wikidata.org/entity/Q26260221
OL444993A,Mark L. Knapp,1,Q6768451,Mark L. Knapp,American academic,http://www.wikidata.org/entity/Q6768451
OL1239241A,Judith A. Hall,1,Q89263098,Judith A. Hall,American social psychologist,http://www.wikidata.org/entity/Q89263098
OL2635513A,Locker,1,Q16872405,Locker,family name,http://www.wikidata.org/entity/Q16872405
OL2635513A,Locker,2,Q106042725,Locker,given name,http://www.wikidata.org/entity/Q106042725
OL2635513A,Locker,3,Q105763610,Löcker,family name,http://www.wikidata.org/entity/Q105763610
OL2635513A,Locker,4,Q216045,Lockerbie,"town in Dumfries and Galloway, Scotland, UK",http://www.wikidata.org/entity/Q216045
OL2635513A,Locker,5,Q1195470,locker,lockable storage compartment,http://www.wikidata.org/entity/Q1195470
OL229901A,John Vivian,1,Q6227494,John Vivian,English Liberal politician; (1818-1879),http://www.wikidata.org/entity/Q6227494
OL229901A,John Vivian,2,Q116026111,John Vivian,Abt 1525 - Bef 7 Feb 1590,http://www.wikidata.org/entity/Q116026111
OL229901A,John Vivian,3,Q116026113,John Vivian,"Abt 1458 Trenowith, Cornwall - 8 Oct 1545 St.Columb Major, Cornwall",http://www.wikidata.org/entity/Q116026113
OL229901A,John Vivian,4,Q137718165,John Vivian,"English barrister, 1756-1828",http://www.wikidata.org/entity/Q137718165
OL229901A,John Vivian,5,Q100942271,John Vivian,college basketball player (1993–1993) Illinois,http://www.wikidata.org/entity/Q100942271
OL886345A,Albert Mehrabian,1,Q609529,Albert Mehrabian,American psychologist,http://www.wikidata.org/entity/Q609529
OL220594A,B. P. Lathi,1,Q112431724,Bhagwandas Pannalal Lathi,,http://www.wikidata.org/entity/Q112431724
OL2870600A,Zhi Ding,1,Q102704022,Zhi Ding,Ph.D. Cornell University 1990,http://www.wikidata.org/entity/Q102704022
OL2870600A,Zhi Ding,2,Q112433511,Zhi Ding,1962-,http://www.wikidata.org/entity/Q112433511
OL2870600A,Zhi Ding,3,Q60668041,Zhi Ding,researcher ORCID ID = 0000-0002-2649-2125,http://www.wikidata.org/entity/Q60668041
OL2870600A,Zhi Ding,4,Q88260838,Zhi Ding,researcher (ORCID 0000-0002-2112-1835),http://www.wikidata.org/entity/Q88260838
OL2870600A,Zhi Ding,5,Q45602901,Zhi Ding,Ming dynasty person CBDB = 131679,http://www.wikidata.org/entity/Q45602901
OL21137A,Julia T. Wood,1,Q29583260,Julia Wood,professor and author,http://www.wikidata.org/entity/Q29583260
OL26076A,Joseph R. Dominick,1,Q112388328,Joseph R. Dominick,,http://www.wikidata.org/entity/Q112388328
OL4331371A,Everett M. Rogers,1,Q3061477,Everett Rogers,American academic,http://www.wikidata.org/entity/Q3061477
OL1122332A,Timothy Pratt,1,Q112358326,Timothy Pratt,researcher in New Zealand,http://www.wikidata.org/entity/Q112358326
OL2778097A,Agency for Instructional Technology,1,Q4692009,Agency for Instructional Technology,US non-profit distributor of educational television programs,http://www.wikidata.org/entity/Q4692009
OL27404A,Stanley J. Baran,1,Q93261840,Stanley J. Baran,,http://www.wikidata.org/entity/Q93261840
OL1655495A,Dennis K. Davis,1,Q112510316,Dennis K. Davis,"(1945–?) American university professor emeritus in the field of media studies, dealing with mass communication.",http://www.wikidata.org/entity/Q112510316
OL224907A,Daniel Goleman,1,Q351701,Daniel Goleman,American psychologist and journalist,http://www.wikidata.org/entity/Q351701
OL224907A,Daniel Goleman,2,Q22980031,Daniel Goleman: Why aren't we more compassionate?,TED2007,http://www.wikidata.org/entity/Q22980031
OL224907A,Daniel Goleman,3,Q115229046,"Daniel Goleman and Richard J. Davidson: Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body. Avery, New York, NY, 2017, 336 pp",scientific article published in 2021,http://www.wikidata.org/entity/Q115229046
OL1433906A,Travis Bradberry,1,Q17986043,Travis Bradberry,American business writer,http://www.wikidata.org/entity/Q17986043
OL3010389A,Jean Greaves,1,Q130797164,Jean Greaves,,http://www.wikidata.org/entity/Q130797164
OL3010389A,Jean Greaves,2,Q119428227,"Jean Greaves, Nursing Officer, Theatre Unit","painting by C. Hilton, The Robert Jones and Agnes Hunt Orthopaedic and District Hospital",http://www.wikidata.org/entity/Q119428227
OL619876A,Tom Parks,1,Q116501531,Tom Parks,rugby league footballer,http://www.wikidata.org/entity/Q116501531
OL619876A,Tom Parks,2,Q100896101,Tom Parks,basketball player,http://www.wikidata.org/entity/Q100896101
OL619876A,Tom Parks,3,Q100896100,Tom Parks,college basketball player (2009–2010) Youngstown State,http://www.wikidata.org/entity/Q100896100
OL619876A,Tom Parks,4,Q53369536,Tom Parks,researcher,http://www.wikidata.org/entity/Q53369536
OL2877610A,Peter Salovey,1,Q2077999,Peter Salovey,American social psychologist and former president of Yale University,http://www.wikidata.org/entity/Q2077999
OL384616A,Jeanne Segal,1,Q126265779,Jeanne Segal,,http://www.wikidata.org/entity/Q126265779
OL387802A,Gerald Matthews,1,Q112475877,Gerald Matthews,research professor,http://www.wikidata.org/entity/Q112475877
OL387802A,Gerald Matthews,2,Q96066221,Gerald Matthews,researcher (ORCID 0000-0003-4869-338X),http://www.wikidata.org/entity/Q96066221
OL387802A,Gerald Matthews,3,Q90589346,Gerald Matthews,researcher (ORCID 0000-0002-2789-9955),http://www.wikidata.org/entity/Q90589346
OL387802A,Gerald Matthews,4,Q75768381,Gerald Matthews Balding,Peerage person ID=324368,http://www.wikidata.org/entity/Q75768381
OL387802A,Gerald Matthews,5,Q5548923,"Gerald Barnard Balding, Sr.",British polo player,http://www.wikidata.org/entity/Q5548923
OL10170844A,Emotional Pathway,1,Q137435786,Emotional Pathways of Embodied Health Vulnerability: Maternal Health Risk and Emotional Distress among First‐ and Second‐Generation Immigrants on the US‐Mexico Border,scholarly article published in Ethos (2020),http://www.wikidata.org/entity/Q137435786
OL10170844A,Emotional Pathway,2,Q74847540,Emotional pathways--ways to raise sinking staff morale,scientific article published on 01 February 1996,http://www.wikidata.org/entity/Q74847540
OL10170844A,Emotional Pathway,3,Q89933546,Emotional Pathways to the Biological Embodiment of Racial Discrimination Experiences,scientific article published on 26 February 2020,http://www.wikidata.org/entity/Q89933546
OL2828055A,Annie McKee,1,Q112374564,Annie McKee,,http://www.wikidata.org/entity/Q112374564
