query_book_id,recommendations_returned,recommendations_with_cluster,unique_topic_clusters,cluster_diversity_ratio,query_title,query_authors,query_source_group,query_topic
BOOK01573,10,10,3,0.3,On the Edge,['Nate Silver'],LeadershipNow only,CEO and Executive Transformation
BOOK01574,10,8,6,0.75,Blind Spot,['Jon Clifton'],LeadershipNow only,Not Clustered
BOOK01575,10,8,6,0.75,Culture Shock,['Jim Clifton and Jim Harter'],LeadershipNow only,Organizational Culture and Trust
BOOK01576,10,8,4,0.5,The Ravens,['Robert Kiyosaki and James Rickards'],LeadershipNow only,Not Clustered
BOOK01577,10,10,3,0.3,Lead Well,['Paula Davis'],LeadershipNow only,Contemporary Leadership Practice
BOOK01578,10,9,4,0.4444444444444444,In Praise of the Office,['Peter Cappelli and Ranya Nehmeh'],LeadershipNow only,Organizational Culture and Trust
BOOK01579,10,8,6,0.75,An Unplanned Life,['Franklin A. Thomas'],LeadershipNow only,CEO and Executive Transformation
BOOK01580,10,10,1,0.1,How to Hold Power,['Pavini Moray'],LeadershipNow only,Power and Influence
BOOK01581,10,10,4,0.4,The Transformation Factor,['J. Frank Harrison III'],LeadershipNow only,CEO and Executive Transformation
BOOK01582,10,7,3,0.4285714285714285,Leading Lightly,['Jody Michael'],LeadershipNow only,Leading Self and Others
BOOK01583,10,10,2,0.2,Finding the Way,['Cap Treeger'],LeadershipNow only,Organizational Culture and Trust
BOOK01584,10,9,6,0.6666666666666666,Elite and True,['James L. Barnhart'],LeadershipNow only,Future Thinking and Personal Development
BOOK01585,10,9,5,0.5555555555555556,All the War They Want,['Jeffrey J. Engle'],LeadershipNow only,Future Thinking and Personal Development
BOOK01586,10,10,4,0.4,Perpetual Transformation,['PMI Project Management Institute'],LeadershipNow only,CEO and Executive Transformation
BOOK01587,8,7,4,0.5714285714285714,The Peacemaker,['Ben Stein'],LeadershipNow only,CEO and Executive Transformation
BOOK01588,8,8,6,0.75,Becoming a Master Communicator,['Renée Marino'],LeadershipNow only,CEO and Executive Transformation
BOOK01589,10,10,2,0.2,Ignite a Shift,['Stephen McGarvey'],LeadershipNow only,Organizational Culture and Trust
BOOK01590,10,9,3,0.3333333333333333,The Leader’s Toolbox,['Andre Young'],LeadershipNow only,Leader Identity and Practice
BOOK01591,10,10,3,0.3,Leading to Succeed,['Wagner Denuzzo'],LeadershipNow only,Leading Self and Others
BOOK01592,10,10,7,0.7,The Decisive Manager,['Barbara Mitchell and Cornelia Gamlem'],LeadershipNow only,Broad Leadership and Success
BOOK01593,10,10,3,0.3,How to Win Friends and Manage Remotely,['McKenna Sweazey'],LeadershipNow only,Broad Leadership and Success
BOOK01594,10,10,2,0.2,Lead Boldly,['Hugh Blane'],LeadershipNow only,Contemporary Leadership Practice
BOOK01595,10,10,4,0.4,The Trifecta of Trust,['Joseph R. Folkman'],LeadershipNow only,Organizational Culture and Trust
BOOK01596,10,10,8,0.8,The Leader's Playlist,['Susan Drumm'],LeadershipNow only,Broad Leadership and Success
BOOK01597,10,10,6,0.6,The Unicorn Within,['Linda K. Yates'],LeadershipNow only,CEO and Executive Transformation
BOOK01598,10,10,7,0.7,Stage (Not Age),['Susan Wilner Golden'],LeadershipNow only,Broad Leadership and Success
BOOK01599,10,9,5,0.5555555555555556,Nothing Is Random,['Matthew Kelly'],LeadershipNow only,CEO and Executive Transformation
BOOK01600,10,7,6,0.8571428571428571,Flawed Commanders and Strategy in the Battles for Italy,['Andrew Sangster and Pier Paolo Battistelli'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01601,10,10,5,0.5,Human Design For Business,['Jamie L. Palmer'],LeadershipNow only,CEO and Executive Transformation
BOOK01602,10,10,3,0.3,The Five Rules,['Stephen D. Black'],LeadershipNow only,CEO and Executive Transformation
BOOK01603,10,7,5,0.7142857142857143,The Innovative Leader,"['Stephen Wunker, Jennifer Luo Law and Hari Nair']",LeadershipNow only,Leader Identity and Practice
BOOK01604,10,10,9,0.9,Impact,['Keith V. Lucas'],LeadershipNow only,CEO and Executive Transformation
BOOK01605,10,6,5,0.8333333333333334,One Move Makes All the Difference,['Martin R. Mendelson'],LeadershipNow only,Broad Leadership and Success
BOOK01606,10,10,6,0.6,I Don’t Understand,['Buki Mosaku'],LeadershipNow only,Broad Leadership and Success
BOOK01607,10,10,1,0.1,Lead With AI,['Amir Elkabir'],LeadershipNow only,Contemporary Leadership Practice
BOOK01608,10,10,2,0.2,Ignite All,['The Fusion Team'],LeadershipNow only,Organizational Culture and Trust
BOOK01609,10,10,5,0.5,The Open Culture Handbook,['Drew Jones'],LeadershipNow only,Organizational Culture and Trust
BOOK01610,10,10,6,0.6,The Risk Paradox,['Alan Ying and Doug Schneider'],LeadershipNow only,CEO and Executive Transformation
BOOK01611,10,10,2,0.2,Lead and Let Live,['Barbie Brewer'],LeadershipNow only,Contemporary Leadership Practice
BOOK01612,10,9,6,0.6666666666666666,Beyond High Performance,['Jason Jaggard'],LeadershipNow only,Performance Management
BOOK01613,10,6,3,0.5,Relationships at Work,['Rachel B. Simon'],LeadershipNow only,Workplace and Generational Dynamics
BOOK01614,10,7,5,0.7142857142857143,Prepare for Impact,['Ryan Estis and Chad Estis'],LeadershipNow only,CEO and Executive Transformation
BOOK01615,10,7,6,0.8571428571428571,Mindstuck,['Michael McQueen'],LeadershipNow only,Not Clustered
BOOK01616,10,7,6,0.8571428571428571,Becoming Coachable,"['Scott Osman, Jacquelyn Lane and Marshall Goldsmith']",LeadershipNow only,Not Clustered
BOOK01617,10,8,7,0.875,Modern Achievement,['Asheesh Advani and Marshall Goldsmith'],LeadershipNow only,Organizational Culture and Trust
BOOK01618,10,8,4,0.5,Resilience@Work,['Simon T. Bailey'],LeadershipNow only,Workplace and Generational Dynamics
BOOK01619,1,1,1,1.0,Hunting Discomfort,['Sterling Hawkins'],LeadershipNow only,Not Clustered
BOOK01620,10,9,6,0.6666666666666666,Leaders Leap,['Steve Dennis'],LeadershipNow only,Organizational Culture and Trust
BOOK01621,10,4,3,0.75,Angels and Entrepreneurs,['Bob Schlegel'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01622,10,10,6,0.6,No Red Lights,['Alan J. Patricof'],LeadershipNow only,Broad Leadership and Success
BOOK01623,2,2,2,1.0,Stand Alone,['Sabrina Lloyd'],LeadershipNow only,Not Clustered
BOOK01624,6,6,5,0.8333333333333334,SLAY the Bully,['Rebecca Zung'],LeadershipNow only,Not Clustered
BOOK01625,10,10,8,0.8,How the Best Did It,['Talmage Boston'],LeadershipNow only,Organizational Culture and Trust
BOOK01626,10,8,4,0.5,Grace Under Pressure,['John Baldoni'],LeadershipNow only,Broad Leadership and Success
BOOK01627,10,10,2,0.2,Building Trust,['Darryl Stickel'],LeadershipNow only,Organizational Culture and Trust
BOOK01628,10,10,5,0.5,Turning Small Talk into Big Talk,['Jan Janura'],LeadershipNow only,CEO and Executive Transformation
BOOK01629,10,8,7,0.875,Generosity Wins,['Monte Wood and Nicole F. Roberts'],LeadershipNow only,Organizational Culture and Trust
BOOK01630,10,7,5,0.7142857142857143,The Perfect 10,['Dave Liniger with Laura Morton'],LeadershipNow only,CEO and Executive Transformation
BOOK01631,10,10,2,0.2,Aliveness Mindset,['Jack Craven'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01632,10,10,7,0.7,Awaken Your Potential,['Chad L. Reyes'],LeadershipNow only,CEO and Executive Transformation
BOOK01633,10,5,5,1.0,Fire in the Hole!,['Bob Parsons with Laura Morton'],LeadershipNow only,Not Clustered
BOOK01634,7,7,7,1.0,Aware,['Les Csorba'],LeadershipNow only,Not Clustered
BOOK01635,10,7,3,0.4285714285714285,The Public Relations Handbook,['Edited by Robert L. Dilenschneider'],LeadershipNow only,CEO and Executive Transformation
BOOK01636,10,10,5,0.5,Straight Talk,['Rick Brandon'],LeadershipNow only,CEO and Executive Transformation
BOOK01637,10,10,4,0.4,The Art of Principled Entrepreneurship,['Andreas Widmer'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01638,10,7,6,0.8571428571428571,The Leadership Secrets of Nick Saban,['John Talty'],LeadershipNow only,Transformational Leadership
BOOK01639,10,9,5,0.5555555555555556,The New Roaring Twenties,['Paul Zane Pilzer'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01640,6,6,5,0.8333333333333334,No Point B,['Caleb Gardner'],LeadershipNow only,CEO and Executive Transformation
BOOK01641,10,10,5,0.5,7 Rules of Power,['Jeffrey Pfeffer'],LeadershipNow only,Power and Influence
BOOK01642,10,9,6,0.6666666666666666,Unlock Your Potential,['Jeff Lerner'],LeadershipNow only,CEO and Executive Transformation
BOOK01643,10,8,7,0.875,There Is No Box,['Simon Cleveland and Marisa Cleveland'],LeadershipNow only,Not Clustered
BOOK01644,10,10,8,0.8,"Fall in Love with the Problem, Not the Solution",['Uri Levine'],LeadershipNow only,Future Thinking and Personal Development
BOOK01645,10,10,3,0.3,Experiential Intelligence,['Soren Kaplan'],LeadershipNow only,Emotional Intelligence
BOOK01646,10,9,4,0.4444444444444444,Never Ride a Rollercoaster Upside Down,['Jeff Smulyan'],LeadershipNow only,Organizational Culture and Trust
BOOK01647,4,4,4,1.0,Joy of Agility,['Joshua Kerievsky'],LeadershipNow only,Not Clustered
BOOK01648,10,10,6,0.6,Culture Rules,['Mark Miller'],LeadershipNow only,Organizational Culture and Trust
BOOK01649,10,9,9,1.0,"Farther, Faster, and Far Less Drama",['Janice Fraser and Jason Fraser'],LeadershipNow only,Future Thinking and Personal Development
BOOK01650,10,10,2,0.2,The Ultimate Guide to Power & Influence,['Robert L. Dilenschneider'],LeadershipNow only,Power and Influence
BOOK01651,10,10,5,0.5,The 6 Types of Working Genius,['Patrick M. Lencioni'],LeadershipNow only,CEO and Executive Transformation
BOOK01652,10,10,5,0.5,Mastering Uncertainty,['Matt Watkinson and Csaba Konkoly'],LeadershipNow only,CEO and Executive Transformation
BOOK01653,10,8,5,0.625,The 32 Principles,['Rener Gracie with Paul Volponi / Foreword by Jocko Willink'],LeadershipNow only,CEO and Executive Transformation
BOOK01654,10,6,4,0.6666666666666666,The Vagrant,['Dan Rockwell and John David Mann'],LeadershipNow only,Not Clustered
BOOK01655,10,7,4,0.5714285714285714,Fast Forward,['Wendy Leshgold and Lisa McCarthy'],LeadershipNow only,Organizational Culture and Trust
BOOK01656,10,10,5,0.5,Belonging Rules,['Brad Deutser'],LeadershipNow only,CEO and Executive Transformation
BOOK01657,10,5,3,0.6,The Idea Is the Easy Part,['Brian Dovey'],LeadershipNow only,Organizational Culture and Trust
BOOK01658,10,10,4,0.4,Ask Like an Auctioneer,['Dia Bondi'],LeadershipNow only,Organizational Culture and Trust
BOOK01660,10,9,7,0.7777777777777778,Uncommon Greatness,['Mark Miller'],LeadershipNow only,Broad Leadership and Success
BOOK01661,10,9,5,0.5555555555555556,Irreplaceable,['Kevin Ervin Kelley'],LeadershipNow only,CEO and Executive Transformation
BOOK01662,10,7,5,0.7142857142857143,Making Waves,['Lisa Lutoff-Perlo with Sarah McArthur'],LeadershipNow only,Decision Making
BOOK01663,10,10,2,0.2,Unstoppable Mindset,['Alden Mills'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01664,10,9,2,0.2222222222222222,The Hacker Mindset,['Garrett Gee'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01665,5,4,4,1.0,Shine,['Gino Wickman and Rob Dube'],LeadershipNow only,Not Clustered
BOOK01666,10,7,4,0.5714285714285714,The Score That Matters,['Ryan Hawk and Brook Cupps'],LeadershipNow only,Organizational Culture and Trust
BOOK01667,10,10,5,0.5,Becoming a Self-Reliant Leader,['Jan Rutherford and Jacquie Jordan'],LeadershipNow only,Leader Identity and Practice
BOOK01668,10,10,7,0.7,Elevate Your Excellence,['Dave Anderson'],LeadershipNow only,Future Thinking and Personal Development
BOOK01669,10,6,5,0.8333333333333334,Rebel,['Graham Cochrane / Jon Gordon\x97Foreword'],LeadershipNow only,CEO and Executive Transformation
BOOK01670,10,9,3,0.3333333333333333,The Entrepreneurial Mindset Advantage,['Gary G. Schoeniger'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01671,7,6,6,1.0,Go One More,['Nick Bare'],LeadershipNow only,Not Clustered
BOOK01672,10,9,7,0.7777777777777778,Perseverance > Endurance,['Blayne Smith and Brandon Young'],LeadershipNow only,CEO and Executive Transformation
BOOK01673,10,10,5,0.5,Leading Giants,['Dave Durand'],LeadershipNow only,Leading Self and Others
BOOK01674,10,4,4,1.0,Detach,['Bob Rosen'],LeadershipNow only,Not Clustered
BOOK01675,10,10,7,0.7,All Business Is Personal,['Joseph A. Michelli'],LeadershipNow only,General Business and Management
BOOK01676,10,10,2,0.2,Reinventing the Leader,['Gui Loureiro and Carlos E. Marin'],LeadershipNow only,Leader Identity and Practice
BOOK01677,10,10,4,0.4,Time to Get Real,['Julie Wainwright'],LeadershipNow only,Broad Leadership and Success
BOOK01678,10,6,5,0.8333333333333334,"Founders, Keepers",['Richard Hagberg and Tien Tzuo with Gabe Weisert'],LeadershipNow only,CEO and Executive Transformation
BOOK01679,10,9,4,0.4444444444444444,Unruly,['Lauren Wittenberg Weiner - Foreword by General Stanley McChrystal'],LeadershipNow only,Not Clustered
BOOK01680,10,10,5,0.5,Lead Every Day,['Mark Miller and Randy Gravitt'],LeadershipNow only,Contemporary Leadership Practice
BOOK01681,10,9,4,0.4444444444444444,The Transformation Principles,['Hemant Taneja with Kevin Maney'],LeadershipNow only,CEO and Executive Transformation
BOOK01682,10,9,3,0.3333333333333333,"Small Moves, Big Life",['Andrea Leigh Rogers'],LeadershipNow only,CEO and Executive Transformation
BOOK01683,10,10,4,0.4,You to the Power of Two,['Joseph Bradley and Don Tapscott'],LeadershipNow only,Power and Influence
BOOK01684,10,10,7,0.7,Building Corporate Soul,['Ralf Specht'],LeadershipNow only,Broad Leadership and Success
BOOK01685,3,3,2,0.6666666666666666,The Double Bottom Line,['Donato Tramuto and Tami Booth Corwin'],LeadershipNow only,Broad Leadership and Success
BOOK01686,10,10,4,0.4,The Culture Climb,['Jaime Taets with Chelsey Paulson'],LeadershipNow only,Organizational Culture and Trust
BOOK01687,10,8,5,0.625,Don't Lead Alone,['Cleveland Justis and Daniel Student'],LeadershipNow only,Contemporary Leadership Practice
BOOK01688,10,9,4,0.4444444444444444,The Growth Leader,['Scott K. Edinger'],LeadershipNow only,Leader Identity and Practice
BOOK01689,10,10,8,0.8,A Hidden Force,['Ed Thompson'],LeadershipNow only,CEO and Executive Transformation
BOOK01690,10,6,5,0.8333333333333334,Delivering the Wow,['Richard Fain'],LeadershipNow only,Broad Leadership and Success
BOOK01691,10,7,6,0.8571428571428571,Founded,['Melissa Kaufman and Mike Raab'],LeadershipNow only,Not Clustered
BOOK01692,10,6,5,0.8333333333333334,Grow,['Michael McFall'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01693,4,4,4,1.0,When Grit Is Not Enough,['Dean Guida'],LeadershipNow only,Not Clustered
BOOK01694,10,9,6,0.6666666666666666,Brand ON!,['Brandon Coleman Jr'],LeadershipNow only,Organizational Culture and Trust
BOOK01695,10,7,6,0.8571428571428571,Running the Gauntlet,['Meg Thomas Crosby and Howard Cleveland'],LeadershipNow only,Broad Leadership and Success
BOOK01696,10,7,2,0.2857142857142857,The Power of Culture,['Laura Hamill'],LeadershipNow only,Power and Influence
BOOK01697,10,8,5,0.625,50 Ideas that Changed the World of Work,['Jeremy Kourdi and Jonathan Besser'],LeadershipNow only,Workplace and Generational Dynamics
BOOK01698,10,9,6,0.6666666666666666,Habits of a Peacemaker,['Steven T. Collis'],LeadershipNow only,CEO and Executive Transformation
BOOK01699,6,6,4,0.6666666666666666,A Failure of Nerve in 52 Weeks,['Edwin H. Friedman'],LeadershipNow only,Organizational Culture and Trust
BOOK01700,2,1,1,1.0,Momentum,['Sam Silverstein'],LeadershipNow only,Not Clustered
BOOK01701,10,10,7,0.7,"Mentally Fit, Powerfully Resilient, Competitively Strong",['Meridith Elliott Powell'],LeadershipNow only,CEO and Executive Transformation
BOOK01702,10,10,4,0.4,Winning for Life,['Denis Waitley'],LeadershipNow only,CEO and Executive Transformation
BOOK01703,3,2,2,1.0,Be Astonishing,['Sam Silverstein and Allison Silverstein'],LeadershipNow only,Not Clustered
BOOK01704,10,5,1,0.2,Positive Influence,['Brian Smith and Mary Griffin'],LeadershipNow only,CEO and Executive Transformation
BOOK01705,8,8,6,0.75,The Seven Tensions of Negotiation,['Cash Nickerson'],LeadershipNow only,Organizational Culture and Trust
BOOK01706,10,7,4,0.5714285714285714,Winning Through Failure,['C. Robert Banovac'],LeadershipNow only,Organizational Culture and Trust
BOOK01707,10,9,6,0.6666666666666666,Stop the Shift Show,['Scott Greenberg'],LeadershipNow only,Organizational Culture and Trust
BOOK01708,10,7,3,0.4285714285714285,Extreme Balance,"['Joe De Sena, Ben Askren and David Sacks']",LeadershipNow only,Organizational Culture and Trust
BOOK01709,10,9,4,0.4444444444444444,The Seismic Shift In Leadership,['Michelle K. Johnston PhD'],LeadershipNow only,Organizational Culture and Trust
BOOK01710,10,9,6,0.6666666666666666,Your Time With The Baton,['Steve Braverman'],LeadershipNow only,Broad Leadership and Success
BOOK01711,10,10,3,0.3,From Welfare To CEO,['Korena Keys'],LeadershipNow only,CEO and Executive Transformation
BOOK01712,10,6,4,0.6666666666666666,The Farmer’s Code,['Mike C. Young'],LeadershipNow only,Broad Leadership and Success
BOOK01713,10,7,3,0.4285714285714285,Leading for Impact,['Jennifer Schielke'],LeadershipNow only,Leading Self and Others
BOOK01714,10,9,6,0.6666666666666666,Upheaval,['Paul Hiltz and Amanda Lucey'],LeadershipNow only,Not Clustered
BOOK01715,7,6,6,1.0,The Goodwill Jar,['Nick O. Rowe'],LeadershipNow only,Not Clustered
BOOK01716,10,10,3,0.3,From Tension to Transformation,['Janet M. Harvey'],LeadershipNow only,CEO and Executive Transformation
BOOK01717,10,10,5,0.5,Leadership Shock,['Pete Steinberg'],LeadershipNow only,Transformational Leadership
BOOK01718,4,4,4,1.0,"Dark, Dirty, Dangerous",['Karla Trotman'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01719,10,8,6,0.75,Change,"['Curtis Bateman, Marche Pleshette, Andy Cindrich and Christi Phillips']",LeadershipNow only,Change Management
BOOK01721,9,7,6,0.8571428571428571,Your Year of Wonders,['Nick Tasler'],LeadershipNow only,Organizational Culture and Trust
BOOK01722,10,6,5,0.8333333333333334,The Gift of Lift,['David R York'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01723,10,7,6,0.8571428571428571,Take Charge of You,['David Novak and Jason Goldsmith'],LeadershipNow only,Not Clustered
BOOK01724,8,8,5,0.625,Talent,['Ram Charan and Anish Batlaw'],LeadershipNow only,CEO and Executive Transformation
BOOK01725,6,5,5,1.0,Irresistible,['Josh Bersin'],LeadershipNow only,CEO and Executive Transformation
BOOK01726,10,10,3,0.3,Leading Through Inflation,['Ram Charan and Geri Willigan'],LeadershipNow only,Leading Self and Others
BOOK01727,8,6,5,0.8333333333333334,Wonderhell,['Laura Gassner Otting'],LeadershipNow only,Not Clustered
BOOK01728,10,10,3,0.3,The Power of Conscious Connection,['Talia Fox'],LeadershipNow only,Power and Influence
BOOK01729,2,2,2,1.0,Going on Offense,['Behnam Tabrizi'],LeadershipNow only,Organizational Culture and Trust
BOOK01730,10,10,6,0.6,The Illusion of Innovation,['Elliott Parker'],LeadershipNow only,Innovation Management
BOOK01731,10,9,2,0.2222222222222222,Non-Obvious Thinking,['Rohit Bhargava and Ben duPont'],LeadershipNow only,CEO and Executive Transformation
BOOK01732,10,9,6,0.6666666666666666,Unlimited Heart,['Jim Kaveney'],LeadershipNow only,CEO and Executive Transformation
BOOK01734,10,7,5,0.7142857142857143,The Arts of Leading,['Editied by Edward Brooks and Michael Lamb'],LeadershipNow only,Leading Self and Others
BOOK01735,2,2,2,1.0,The Flexibility Paradigm,['Manar Sweillam Morales'],LeadershipNow only,CEO and Executive Transformation
BOOK01736,10,10,6,0.6,Resilience That Works,"['Marian N Ruderman, Cathleen Clerkin and Katya C Fernande']",LeadershipNow only,CEO and Executive Transformation
BOOK01737,10,10,3,0.3,The Digital Mindset,['Paul Leonardi and Tsedal Neeley'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01738,10,9,5,0.5555555555555556,The Synergy Solution,['Mark Sirower and Jeff Weirens'],LeadershipNow only,Future Thinking and Personal Development
BOOK01739,10,6,4,0.6666666666666666,"I, Human",['David Hollander'],LeadershipNow only,Human Resource Management
BOOK01740,10,9,6,0.6666666666666666,Compassionate Leadership,['Rasmus Hougaard and Jacqueline Carter with Marissa Afton and Moses Mohan'],LeadershipNow only,Transformational Leadership
BOOK01741,10,10,5,0.5,Both/And Thinking,['Wendy Smith and Marianne Lewis'],LeadershipNow only,CEO and Executive Transformation
BOOK01742,7,6,4,0.6666666666666666,Getting Along,['Amy Gallo'],LeadershipNow only,CEO and Executive Transformation
BOOK01743,10,8,4,0.5,Radically Human,['Paul Daugherty and H. James Wilson'],LeadershipNow only,Human Resource Management
BOOK01744,10,9,5,0.5555555555555556,Smart Growth,['Whitney Johnson'],LeadershipNow only,CEO and Executive Transformation
BOOK01745,10,9,6,0.6666666666666666,Love + Work,['Marcus Buckingham'],LeadershipNow only,Workplace and Generational Dynamics
BOOK01746,4,4,4,1.0,The Necessary Journey,['Ella F. Washington'],LeadershipNow only,CEO and Executive Transformation
BOOK01747,10,10,5,0.5,Beyond Disruption,['W. Chan Kim and Renée A. Mauborgne'],LeadershipNow only,Broad Leadership and Success
BOOK01748,10,9,7,0.7777777777777778,Results,['Charlie Baker and Steve Kadish'],LeadershipNow only,CEO and Executive Transformation
BOOK01749,10,10,5,0.5,Competing in the New World of Work,"['Keith Ferrazzi, Kian Gohar and Noel Weyrich']",LeadershipNow only,Workplace and Generational Dynamics
BOOK01750,10,10,5,0.5,Beyond Digital,['Paul Leinwand and Mahadeva Matt Mani'],LeadershipNow only,Broad Leadership and Success
BOOK01752,6,6,6,1.0,Smarter Collaboration,['Heidi K. Gardner and Ivan A. Matviak'],LeadershipNow only,Future Thinking and Personal Development
BOOK01753,10,9,7,0.7777777777777778,Ethical Machines,['Reid Blackman'],LeadershipNow only,CEO and Executive Transformation
BOOK01754,10,10,6,0.6,Move Fast and Fix Things,['Frances Frei and Anne Morriss'],LeadershipNow only,Organizational Culture and Trust
BOOK01755,10,10,6,0.6,The Upside of Uncertainty,['Nathan Furr and Susannah Harmon Furr'],LeadershipNow only,Organizational Culture and Trust
BOOK01756,10,10,2,0.2,Good Power,['Ginni Rometty'],LeadershipNow only,Power and Influence
BOOK01757,10,10,7,0.7,HBR at 100,['Harvard Business Review'],LeadershipNow only,Broad Leadership and Success
BOOK01758,10,9,6,0.6666666666666666,Higher Ground,['Alison Taylor'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01759,7,7,5,0.7142857142857143,Energy Rising,['Julia DiGangi'],LeadershipNow only,Organizational Culture and Trust
BOOK01760,10,9,5,0.5555555555555556,A New Way to Think,['Roger L. Martin'],LeadershipNow only,Future Thinking and Personal Development
BOOK01761,10,8,6,0.75,Open Talent,['John Winsor and Jin H. Paik'],LeadershipNow only,CEO and Executive Transformation
BOOK01762,10,7,5,0.7142857142857143,Real-Time Leadership,['David Noble and Carol Kauffman'],LeadershipNow only,Transformational Leadership
BOOK01763,5,5,4,0.8,Breaking Through,['Sally Susman'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01764,10,8,5,0.625,The Microstress Effect,['Rob Cross and Karen Dillon'],LeadershipNow only,CEO and Executive Transformation
BOOK01765,10,10,5,0.5,The Case for Good Jobs,['Zeynep Ton'],LeadershipNow only,Organizational Culture and Trust
BOOK01766,10,9,3,0.3333333333333333,Power and Prediction,"['Ajay Agrawal, Joshua Gans and Avi Goldfarb']",LeadershipNow only,Power and Influence
BOOK01767,10,10,4,0.4,All-in On AI,['Tom Davenport and Nitin Mittal'],LeadershipNow only,Contemporary Leadership Practice
BOOK01768,10,10,3,0.3,The World Is Your Office,['Prithwiraj Choudhury'],LeadershipNow only,Organizational Culture and Trust
BOOK01769,10,10,5,0.5,Power to the Middle,"['Bill Schaninger, Bryan Hancock and Emily Field']",LeadershipNow only,Power and Influence
BOOK01770,10,10,4,0.4,The Emotionally Intelligent Team,['Vanessa Urch Druskat'],LeadershipNow only,Team Leadership
BOOK01771,10,10,4,0.4,The Leap to Leader,['Adam Bryant'],LeadershipNow only,Leader Identity and Practice
BOOK01772,10,10,9,0.9,Never Not Working,['Malissa Clark'],LeadershipNow only,CEO and Executive Transformation
BOOK01773,10,10,6,0.6,Bridgebuilders,['William D. Eggers and Donald F. Kettl'],LeadershipNow only,Not Clustered
BOOK01774,10,10,6,0.6,Know What Matters,['Ron Shaich'],LeadershipNow only,Organizational Culture and Trust
BOOK01775,7,7,4,0.5714285714285714,Smart Rivals,['Feng Zhu and Bonnie Yining Cao'],LeadershipNow only,CEO and Executive Transformation
BOOK01776,10,8,7,0.875,Why Are We Here?,['Jennifer Moss'],LeadershipNow only,Not Clustered
BOOK01777,10,7,2,0.2857142857142857,The AI-Savvy Leader,['David De Cremer'],LeadershipNow only,Leader Identity and Practice
BOOK01778,5,5,3,0.6,The Age of Outrage,['Karthik Ramanna'],LeadershipNow only,Broad Leadership and Success
BOOK01779,2,2,2,1.0,Mindmasters,['Sandra Matz'],LeadershipNow only,Not Clustered
BOOK01780,10,9,5,0.5555555555555556,Employment Is Dead,['Deborah Perry Piscione and Josh Drean'],LeadershipNow only,Not Clustered
BOOK01781,10,10,8,0.8,The Harvard Business Review Sales Management Handbook,"['Prabhakant Sinha, Arun Shastri and Sally E. Lorimer']",LeadershipNow only,General Business and Management
BOOK01782,10,10,8,0.8,"Bosses, Coworkers, and Building Great Work Relationships",['Harvard Business Review'],LeadershipNow only,Workplace and Generational Dynamics
BOOK01783,10,10,5,0.5,Triple Fit Strategy,['Christoph Senn and Mehak Gandhi'],LeadershipNow only,CEO and Executive Transformation
BOOK01784,10,10,5,0.5,Leadership Unblocked,['Muriel M. Wilkins'],LeadershipNow only,Transformational Leadership
BOOK01785,10,6,4,0.6666666666666666,How Leaders Learn,['David Novak with Lari Bishop'],LeadershipNow only,Organizational Culture and Trust
BOOK01786,10,8,4,0.5,Leading Through,"['Kim B. Clark, Jonathan R. Clark and Erin E. Clark']",LeadershipNow only,Leading Self and Others
BOOK01787,10,6,5,0.8333333333333334,The Growth Dilemma,['Annie Wilson and Ryan Hamilton'],LeadershipNow only,Broad Leadership and Success
BOOK01788,10,9,7,0.7777777777777778,G.O.A.T. Wisdom,['Dr. Brent Ridge and Josh Kilmer-Purcell'],LeadershipNow only,CEO and Executive Transformation
BOOK01789,10,10,6,0.6,HBR Daily Leader,['Harvard Business Review'],LeadershipNow only,Leader Identity and Practice
BOOK01790,9,9,5,0.5555555555555556,Don't Be Yourself,['Tomas Chamorro-Premuzic'],LeadershipNow only,CEO and Executive Transformation
BOOK01791,10,10,4,0.4,Rebooting Tech Culture,['Telle Whitney'],LeadershipNow only,Organizational Culture and Trust
BOOK01792,10,8,5,0.625,Where Leadership Begins,['Dan Freschi'],LeadershipNow only,Transformational Leadership
BOOK01793,10,6,4,0.6666666666666666,Mighty,['Brian Dodd'],LeadershipNow only,Not Clustered
BOOK01794,10,8,5,0.625,Stay Sane in an Insane World,['Greg Harden'],LeadershipNow only,Organizational Culture and Trust
BOOK01795,10,6,4,0.6666666666666666,Fluke,['Brian Klaas'],LeadershipNow only,Not Clustered
BOOK01796,10,10,6,0.6,Look Again,['Tali Sharot and Cass R. Sunstein'],LeadershipNow only,CEO and Executive Transformation
