book_id,canonical_title,authors,source_group,source_openlibrary,source_leadershipnow,first_publish_year,publication_year_observed,book_age_from_first_publish,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,total_reader_engagement,format,page_count,has_authors,has_description,has_subjects,has_cover,has_rating,has_engagement,has_first_publish_year,has_observed_publication_year,has_edition_metadata,has_page_count,content_component_count,content_depth,core_word_count,enriched_word_count,additional_semantic_words,topic_cluster,cluster_label,cluster_status,cluster_label_display,cover_url
BOOK01544,The Crux,['Richard P. Rumelt'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,368.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781541701243.jpg
BOOK01545,How to Beat a Broken Game,['Pedro Moura'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781541701427.jpg
BOOK01546,The Future Is Analog,['David Sax'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,3,Future Thinking and Personal Development,Clustered,Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9781541701557.jpg
BOOK01547,The Tao of Alibaba,['Brian A Wong'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781541701656.jpg
BOOK01548,The Sound of the Future,['Tobias Dengel with Karl Weber'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,336.0,1,0,0,1,0,0,0,1,1,1,2,Basic,10,10,0,3,Future Thinking and Personal Development,Clustered,Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9781541702363.jpg
BOOK01549,Credible,['Amanda Goodall'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781541702509.jpg
BOOK01550,The Life Cycle of a CEO,['Claudius A Hildebrand and Robert J Stark'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,13,13,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781541702820.jpg
BOOK01551,A Leader's Destiny,['Elias Aboujaoude'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9781541703018.jpg
BOOK01552,The Creativity Choice,['Zorana Ivcevic Pringle'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781541704329.jpg
BOOK01553,Pattern Breakers,['Mike Maples Jr and Peter Ziebelman'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9781541704350B.jpg
BOOK01554,Meaningful Work,['Wes Adams and Tamara Myles'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,15,Workplace and Generational Dynamics,Clustered,Workplace and Generational Dynamics,https://www.leadershipnow.com/leadershop/images/9781541704534.jpg
BOOK01555,There's Got to Be a Better Way,['Nelson P. Repenning and Donald C. Kieffer'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,14,14,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781541704626.jpg
BOOK01556,The Dark Pattern,['Guido Palazzo and Ulrich Hoffrage'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,336.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9781541705302.jpg
BOOK01557,Manage Yourself to Lead Others,['Margaret C. Andrews'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,26,Contemporary Leadership Practice,Clustered,Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9781541705685.jpg
BOOK01558,Why Managers Matter,['Nicolai J Foss and Peter G Klein'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,10,10,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781541751040.jpg
BOOK01559,"Warriors, Rebels, and Saints",['Moshik Temkin'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,3,Future Thinking and Personal Development,Clustered,Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9781541758476.jpg
BOOK01560,The Greatest Capitalist Who Ever Lived,['Ralph Watson McElvenny and Marc Wortman'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,592.0,1,0,0,1,0,0,0,1,1,1,2,Basic,12,12,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781541768529.jpg
BOOK01561,You Can Be Yourself Here,['DDS Dobson-Smith'],LeadershipNow only,False,True,,2022,,,,,,,,,Paperback,180.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781544526546.jpg
BOOK01562,End Game First,['Mike Lefever and Roderick Jones'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,228.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781544527567.jpg
BOOK01563,The Learn-It-All Leader,['Damon Lembi'],LeadershipNow only,False,True,,2023,,,,,,,,,Paperback,150.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,5,Leader Identity and Practice,Clustered,Leader Identity and Practice,https://www.leadershipnow.com/leadershop/images/9781544541631.jpg
BOOK01564,Best Team Ever,['David Burkus'],LeadershipNow only,False,True,,2023,,,,,,,,,Paperback,196.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,2,Team Leadership,Clustered,Team Leadership,https://www.leadershipnow.com/leadershop/images/9781544541747.jpg
BOOK01565,Blindspots,['Ryan Sorley'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,250.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781544547466.jpg
BOOK01566,The Thinker's Edge,['John C. Maxwell'],LeadershipNow only,False,True,,2022,,,,,,,,,Paperback,208.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781546002482.jpg
BOOK01567,Trust,['Henry Cloud'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,304.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781546003373.jpg
BOOK01568,"Go Woke, Go Broke",['Charles Gasparino'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9781546007418.jpg
BOOK01569,Nobody Is Coming to Save You,['Scott Mann'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781546008286.jpg
BOOK01570,The Relationship-Driven Leader,['Karen Bridbord'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,5,Leader Identity and Practice,Clustered,Leader Identity and Practice,https://www.leadershipnow.com/leadershop/images/9781572843509.jpg
BOOK01571,Proactive Problem Solving,['Doug Hall'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,248.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781578600021.jpg
BOOK01572,Get Pay Right,['Kent Plunkett and Heather Bussing'],LeadershipNow only,False,True,,2024,,,,,,,,,Paperback,186.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9781586446581.jpg
BOOK01573,On the Edge,['Nate Silver'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,496.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781594204128.jpg
BOOK01574,Blind Spot,['Jon Clifton'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,352.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781595622457.jpg
BOOK01575,Culture Shock,['Jim Clifton and Jim Harter'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,336.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781595622471.jpg
BOOK01576,The Ravens,['Robert Kiyosaki and James Rickards'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781612681009.jpg
BOOK01577,Lead Well,['Paula Davis'],LeadershipNow only,False,True,,2025,,,,,,,,,Paperback,168.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,26,Contemporary Leadership Practice,Clustered,Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9781613631898.jpg
BOOK01578,In Praise of the Office,['Peter Cappelli and Ranya Nehmeh'],LeadershipNow only,False,True,,2025,,,,,,,,,Paperback,144.0,1,0,0,1,0,0,0,1,1,1,2,Basic,10,10,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781613631935.jpg
BOOK01579,An Unplanned Life,['Franklin A. Thomas'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,304.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781620977576.jpg
BOOK01580,How to Hold Power,['Pavini Moray'],LeadershipNow only,False,True,,2023,,,,,,,,,Paperback,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,22,Power and Influence,Clustered,Power and Influence,https://www.leadershipnow.com/leadershop/images/9781623179243.jpg
BOOK01581,The Transformation Factor,['J. Frank Harrison III'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,184.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781626348448.jpg
BOOK01582,Leading Lightly,['Jody Michael'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,248.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,16,Leading Self and Others,Clustered,Leading Self and Others,https://www.leadershipnow.com/leadershop/images/9781626348998.jpg
BOOK01583,Finding the Way,['Cap Treeger'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,376.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781626349117.jpg
BOOK01584,Elite and True,['James L. Barnhart'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,248.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,3,Future Thinking and Personal Development,Clustered,Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9781626349681.jpg
BOOK01585,All the War They Want,['Jeffrey J. Engle'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,192.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,3,Future Thinking and Personal Development,Clustered,Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9781626349728.jpg
BOOK01586,Perpetual Transformation,['PMI Project Management Institute'],LeadershipNow only,False,True,,2022,,,,,,,,,Paperback,212.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781628257564.jpg
BOOK01587,The Peacemaker,['Ben Stein'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781630062019.jpg
BOOK01588,Becoming a Master Communicator,['Renée Marino'],LeadershipNow only,False,True,,2022,,,,,,,,,Paperback,250.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781631956003.jpg
BOOK01589,Ignite a Shift,['Stephen McGarvey'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,314.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781631958052.jpg
BOOK01590,The Leader’s Toolbox,['Andre Young'],LeadershipNow only,False,True,,2022,,,,,,,,,Paperback,266.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,5,Leader Identity and Practice,Clustered,Leader Identity and Practice,https://www.leadershipnow.com/leadershop/images/9781631959233.jpg
BOOK01591,Leading to Succeed,['Wagner Denuzzo'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,176.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,16,Leading Self and Others,Clustered,Leading Self and Others,https://www.leadershipnow.com/leadershop/images/9781632261427.jpg
BOOK01592,The Decisive Manager,['Barbara Mitchell and Cornelia Gamlem'],LeadershipNow only,False,True,,2023,,,,,,,,,Paperback,224.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9781632652010.jpg
BOOK01593,How to Win Friends and Manage Remotely,['McKenna Sweazey'],LeadershipNow only,False,True,,2022,,,,,,,,,Paperback,224.0,1,0,0,1,0,0,0,1,1,1,2,Basic,9,9,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9781632652027.jpg
BOOK01594,Lead Boldly,['Hugh Blane'],LeadershipNow only,False,True,,2024,,,,,,,,,Paperback,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,26,Contemporary Leadership Practice,Clustered,Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9781632652119.jpg
BOOK01595,The Trifecta of Trust,['Joseph R. Folkman'],LeadershipNow only,False,True,,2022,,,,,,,,,Paperback,194.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781632995285.jpg
BOOK01596,The Leader's Playlist,['Susan Drumm'],LeadershipNow only,False,True,,2022,,,,,,,,,Paperback,174.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9781632996015.jpg
BOOK01597,The Unicorn Within,['Linda K. Yates'],LeadershipNow only,False,True,,2022,,,,,,,,,Paperback,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781633698680.jpg
BOOK01598,Stage (Not Age),['Susan Wilner Golden'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9781633699472.jpg
BOOK01599,Nothing Is Random,['Matthew Kelly'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781635822342.jpg
BOOK01600,Flawed Commanders and Strategy in the Battles for Italy,['Andrew Sangster and Pier Paolo Battistelli'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,15,15,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9781636243122.jpg
BOOK01601,Human Design For Business,['Jamie L. Palmer'],LeadershipNow only,False,True,,2023,,,,,,,,,Paperback,294.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781636981680.jpg
BOOK01602,The Five Rules,['Stephen D. Black'],LeadershipNow only,False,True,,2023,,,,,,,,,Paperback,182.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781636982014.jpg
BOOK01603,The Innovative Leader,"['Stephen Wunker, Jennifer Luo Law and Hari Nair']",LeadershipNow only,False,True,,2024,,,,,,,,,Paperback,274.0,1,0,0,1,0,0,0,1,1,1,2,Basic,11,11,0,5,Leader Identity and Practice,Clustered,Leader Identity and Practice,https://www.leadershipnow.com/leadershop/images/9781636983080.jpg
BOOK01604,Impact,['Keith V. Lucas'],LeadershipNow only,False,True,,2025,,,,,,,,,Paperback,220.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781636986555.jpg
BOOK01605,One Move Makes All the Difference,['Martin R. Mendelson'],LeadershipNow only,False,True,,2025,,,,,,,,,Paperback,200.0,1,0,0,1,0,0,0,1,1,1,2,Basic,9,9,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9781636987897.jpg
BOOK01606,I Don’t Understand,['Buki Mosaku'],LeadershipNow only,False,True,,2023,,,,,,,,,Paperback,220.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9781637424872.jpg
BOOK01607,Lead With AI,['Amir Elkabir'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,150.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,26,Contemporary Leadership Practice,Clustered,Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9781637425930.jpg
BOOK01608,Ignite All,['The Fusion Team'],LeadershipNow only,False,True,,2024,,,,,,,,,Paperback,195.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781637426142.jpg
BOOK01609,The Open Culture Handbook,['Drew Jones'],LeadershipNow only,False,True,,2023,,,,,,,,,Paperback,168.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781637551172.jpg
BOOK01610,The Risk Paradox,['Alan Ying and Doug Schneider'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,273.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781637551530.jpg
BOOK01611,Lead and Let Live,['Barbie Brewer'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,160.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,26,Contemporary Leadership Practice,Clustered,Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9781637554937.jpg
BOOK01612,Beyond High Performance,['Jason Jaggard'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,280.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,14,Performance Management,Clustered,Performance Management,https://www.leadershipnow.com/leadershop/images/9781637554968.jpg
BOOK01613,Relationships at Work,['Rachel B. Simon'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,296.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,15,Workplace and Generational Dynamics,Clustered,Workplace and Generational Dynamics,https://www.leadershipnow.com/leadershop/images/9781637555378.jpg
BOOK01614,Prepare for Impact,['Ryan Estis and Chad Estis'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,215.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781637556481.jpg
BOOK01615,Mindstuck,['Michael McQueen'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,304.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781637557396.jpg
BOOK01616,Becoming Coachable,"['Scott Osman, Jacquelyn Lane and Marshall Goldsmith']",LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,264.0,1,0,0,1,0,0,0,1,1,1,2,Basic,9,9,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781637557686.jpg
BOOK01617,Modern Achievement,['Asheesh Advani and Marshall Goldsmith'],LeadershipNow only,False,True,,2024,,,,,,,,,Paperback,424.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781637558256.jpg
BOOK01618,Resilience@Work,['Simon T. Bailey'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,128.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,15,Workplace and Generational Dynamics,Clustered,Workplace and Generational Dynamics,https://www.leadershipnow.com/leadershop/images/9781637559925.jpg
BOOK01619,Hunting Discomfort,['Sterling Hawkins'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,248.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781637560143.jpg
BOOK01620,Leaders Leap,['Steve Dennis'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,224.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781637560297.jpg
BOOK01621,Angels and Entrepreneurs,['Bob Schlegel'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9781637581513.jpg
BOOK01622,No Red Lights,['Alan J. Patricof'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,248.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9781637582930.jpg
BOOK01623,Stand Alone,['Sabrina Lloyd'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,176.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781637582954.jpg
BOOK01624,SLAY the Bully,['Rebecca Zung'],LeadershipNow only,False,True,,2023,,,,,,,,,Paperback,176.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9781637586860.jpg
BOOK01625,How the Best Did It,['Talmage Boston'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,400.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781637586976.jpg
BOOK01626,Grace Under Pressure,['John Baldoni'],LeadershipNow only,False,True,,2023,,,,,,,,,Paperback,194.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9781637587560.jpg
BOOK01627,Building Trust,['Darryl Stickel'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781637630792.jpg
BOOK01628,Turning Small Talk into Big Talk,['Jan Janura'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781637631195.jpg
BOOK01629,Generosity Wins,['Monte Wood and Nicole F. Roberts'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9781637631812.jpg
BOOK01630,The Perfect 10,['Dave Liniger with Laura Morton'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,464.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9781637631836.jpg
BOOK01631,Aliveness Mindset,['Jack Craven'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9781637632611.jpg
