matrix_row,book_id,canonical_title,authors,description,subjects,first_publish_year,publication_year_observed,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,source_group,topic_cluster,cluster_label,enriched_zero_vector
1050,BOOK01051,Dynamic Drive,['Molly Fletcher'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780306834196.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1051,BOOK01052,Don't Say Um,['Michael Chad Hoeppner'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780306834509.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1052,BOOK01053,Purposeful Curiosity,['Constantine Andriopoulos'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780306847363.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1053,BOOK01054,Hangry,,,,,,,,,,,,,LeadershipNow only,,,False
1054,BOOK01055,The Aspiring Leader's Guide to the Future,['Clay Scroggins'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780310124450.jpg,LeadershipNow only,3.0,Future Thinking and Personal Development,False
1055,BOOK01056,The Power to Change,['Craig Groeschel'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780310362777.jpg,LeadershipNow only,22.0,Power and Influence,False
1056,BOOK01057,What to Do Next,,,,,,,,,,,,,LeadershipNow only,,,False
1057,BOOK01058,Your Future Self,['Hal Hershfield'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780316421256.jpg,LeadershipNow only,3.0,Future Thinking and Personal Development,False
1058,BOOK01059,The Geek Way,['Andrew McAfee'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780316436700.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1059,BOOK01060,The Revolutionary,['Stacy Schiff'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780316441117.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1060,BOOK01061,Blood in the Machine,['Brian Merchant'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780316487740.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1061,BOOK01062,Get It Done,,,,,,,,,,,,,LeadershipNow only,,,True
1062,BOOK01063,The Problem with Change,['Ashley Goodall'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780316560276.jpg,LeadershipNow only,9.0,Change Management,False
1063,BOOK01064,Revenge of the Tipping Point,['Malcolm Gladwell'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780316575805.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1064,BOOK01065,Disrupt Everything-and Win,['James Patterson and Patrick Leddin PhD'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780316593946.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1065,BOOK01066,The Chaos Machine,['Max Fisher'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780316703321.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1066,BOOK01067,A Story is a Deal,['Will Storr'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780349437231.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1067,BOOK01068,Excessively Obsessed,,,,,,,,,,,,,LeadershipNow only,,,False
1068,BOOK01069,Coach K,"[""Ian O'Connor""]",,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780358345404.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1069,BOOK01070,King,['Jonathan Eig'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780374279295.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1070,BOOK01071,This Is for Everyone,,,,,,,,,,,,,LeadershipNow only,,,False
1071,BOOK01072,Enshittification,,,,,,,,,,,,,LeadershipNow only,,,True
1072,BOOK01073,The Extinction of Experience,['Christine Rosen'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780393241716.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1073,BOOK01074,The End of Burnout,['Jonathan Malesic'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780520344075.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1074,BOOK01075,The Random Factor,['Prof. Mark Robert Rank'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780520390966.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1075,BOOK01076,May Contain Lies,['Alex Edmans'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780520405851.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1076,BOOK01077,The Power Law,['Sebastian Mallaby'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780525559993.jpg,LeadershipNow only,22.0,Power and Influence,False
1077,BOOK01078,The Bill of Obligations,,,,,,,,,,,,,LeadershipNow only,,,False
1078,BOOK01079,Mark Twain,['Ron Chernow'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780525561729.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1079,BOOK01080,The Secret to Transformational Leadership,['Quintin Shepherd with Sarah Williamson'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780578376943.jpg,LeadershipNow only,25.0,Transformational Leadership,False
1080,BOOK01081,Power Failure,['William D. Cohan'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593084168.jpg,LeadershipNow only,22.0,Power and Influence,False
1081,BOOK01082,Clear Thinking,['Shane Parrish'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593086117.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1082,BOOK01083,Mind Shift,['Erwin Raphael McManus'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593137413.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1083,BOOK01084,The Gift of Influence,['Tommy Spaulding'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593138632.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1084,BOOK01085,Presidents at War,['Steven M. Gillon'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593183137.jpg,LeadershipNow only,3.0,Future Thinking and Personal Development,False
1085,BOOK01086,John Quincy Adams,['Randall Woods'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593187241.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1086,BOOK01087,Partnering,,,,,,,,,,,,,LeadershipNow only,,,False
1087,BOOK01088,How Minds Change,['David McRaney'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593190296.jpg,LeadershipNow only,9.0,Change Management,False
1088,BOOK01089,From Strength to Strength,['Arthur C. Brooks'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593191484.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1089,BOOK01090,"Right Thing, Right Now",['Ryan Holiday'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593191712.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1090,BOOK01091,Wisdom Takes Work,['Ryan Holiday'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593191736.jpg,LeadershipNow only,15.0,Workplace and Generational Dynamics,False
1091,BOOK01092,Never Enough,,,,,,,,,,,,,LeadershipNow only,,,False
1092,BOOK01093,How Basketball Can Save the World,['David Hollander'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593234907.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1093,BOOK01094,You Owe You,,,,,,,,,,,,,LeadershipNow only,,,False
1094,BOOK01095,Build for Tomorrow,['Jason Feifer'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593235386.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1095,BOOK01096,Mindreader,,,,,,,,,,,,,LeadershipNow only,,,False
1096,BOOK01097,The Earned Life,['Marshall Goldsmith and Mark Reiter'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593237274.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1097,BOOK01098,Burn Rate,['Andy Dunn'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593238264.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1098,BOOK01099,Crash Landing,,,,,,,,,,,,,LeadershipNow only,,,False
1099,BOOK01100,When We Are Seen,['Denise Young'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593239292.jpg,LeadershipNow only,3.0,Future Thinking and Personal Development,False
1100,BOOK01101,The Voltage Effect,['John A. List'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593239483.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1101,BOOK01102,How Big Things Get Done,['Bent Flyvbjerg and Dan Gardner'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593239513.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1102,BOOK01103,The New Megatrends,['Marian Salzman'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593239704.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1103,BOOK01104,Virtual Society,['Herman Narula'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593239971.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1104,BOOK01105,Supercommunicators,,,,,,,,,,,,,LeadershipNow only,,,False
1105,BOOK01106,It's Not TV,['Felix Gillette and John Koblin'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593296196.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1106,BOOK01107,1929,,,,,,,,,,,,,LeadershipNow only,,,False
1107,BOOK01108,Battle of Ink and Ice,['Darrell Hartman'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593297162.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1108,BOOK01109,To Risk It All,['Admiral James Stavridis USN'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593297742.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1109,BOOK01110,How to Calm Your Mind,['Chris Bailey'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593298510.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1110,BOOK01111,The Search,['Bruce Feiler'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593298916.jpg,LeadershipNow only,4.0,Decision Making,False
1111,BOOK01112,Good Arguments,['Bo Seo'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593299517.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1112,BOOK01113,How Not to Be a Politician,,,,,,,,,,,,,LeadershipNow only,,,False
1113,BOOK01114,Optimal Illusions,['Coco Krumme'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593331118.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1114,BOOK01115,Same as Ever,,,,,,,,,,,,,LeadershipNow only,,,False
1115,BOOK01116,The Performance Paradox,['Eduardo Briceño'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593356906.jpg,LeadershipNow only,14.0,Performance Management,False
1116,BOOK01117,Wild Problems,['Russ Roberts'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593418253.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1117,BOOK01118,Unreasonable Hospitality,['Will Guidara'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593418574.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1118,BOOK01119,Ideaflow,,,,,,,,,,,,,LeadershipNow only,,,False
1119,BOOK01120,Lead to Win,['Carla A. Harris'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593421680.jpg,LeadershipNow only,26.0,Contemporary Leadership Practice,False
1120,BOOK01121,Buy Back Your Time,['Dan Martell'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/978059342297X.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1121,BOOK01122,Quit,,,,,,,,,,,,,LeadershipNow only,,,False
1122,BOOK01123,Shift,['Ethan Kross'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593444412.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1123,BOOK01124,Managing Up,['Melody Wilding'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593444658.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1124,BOOK01125,The Book of Boundaries,['Melissa Urban'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593448700.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1125,BOOK01126,It's On Me,['Sara Kuburic'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593449264.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1126,BOOK01127,World Eaters,['Catherine Bracy'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593473481.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1127,BOOK01128,Life Worth Living,"['Miroslav Volf, Matthew Croasmun and Ryan McAnnally-Linz']",,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593489307.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1128,BOOK01129,Untold Power,['Rebecca Boggs Roberts'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593489994.jpg,LeadershipNow only,22.0,Power and Influence,False
1129,BOOK01130,The Yellow Pad,,,,,,,,,,,,,LeadershipNow only,,,False
1130,BOOK01131,The Big Con,['Mariana Mazzucato and Rosie Collington'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593492673.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1131,BOOK01132,Million Dollar Weekend,['Noah Kagan with Tahl Raz'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593539774.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1132,BOOK01133,Look,['Christian Madsbjerg'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593542217.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1133,BOOK01134,The Experience Mindset,['Tiffani Bova'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593542699.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1134,BOOK01135,All In,,,,,,,,,,,,,LeadershipNow only,,,False
1135,BOOK01136,Slow Productivity,['Cal Newport'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593544853.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1136,BOOK01137,The Way of the Champion,['Paul Rabil / Foreword by Bill Belichick'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593545492.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1137,BOOK01138,The Essentialism Planner,,,,,,,,,,,,,LeadershipNow only,,,False
1138,BOOK01139,Henry V,['Dan Jones'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593652732.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1139,BOOK01140,The Creative Act,['Rick Rubin'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593652886.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1140,BOOK01141,Team,['David Allen and Edward Lamont'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593652909.jpg,LeadershipNow only,2.0,Team Leadership,False
1141,BOOK01142,Hidden Potential,['Adam Grant'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593653142.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1142,BOOK01143,Lead Like You Mean It,['Laysha Ward'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593653937.jpg,LeadershipNow only,26.0,Contemporary Leadership Practice,False
1143,BOOK01144,Excellent Advice for Living,['Kevin Kelly'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593654521.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1144,BOOK01145,Choose Your Enemies Wisely,['Patrick Bet-David with Greg Dinkin'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593712849.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1145,BOOK01146,Distancing,,,,,,,,,,,,,LeadershipNow only,,,False
1146,BOOK01147,Playful,,,,,,,,,,,,,LeadershipNow only,,,False
1147,BOOK01148,The Journey of Leadership,"['Dana Maor, Hans-Werner Kaas, Kurt Strovink and Ramesh Srinivasan']",,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593714218.jpg,LeadershipNow only,25.0,Transformational Leadership,False
1148,BOOK01149,The Venture Mindset,['Ilya Strebulaev and Alex Dang'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593714232.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1149,BOOK01150,You Already Know,['Laura Huang'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593714768.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1150,BOOK01151,Tiny Experiments,,,,,,,,,,,,,LeadershipNow only,,,False
1151,BOOK01152,Primal Intelligence,['Angus Fletcher'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593715307.jpg,LeadershipNow only,18.0,Emotional Intelligence,False
1152,BOOK01153,The Collective Edge,['Colin M. Fisher'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593715345.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1153,BOOK01154,The Song of Significance,['Seth Godin'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593715543.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1154,BOOK01155,The Diary of a CEO,['Steven Bartlett'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593715833.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1155,BOOK01156,Co-Intelligence,,,,,,,,,,,,,LeadershipNow only,,,False
1156,BOOK01157,"Smart, Not Loud",['Jessica Chen'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593717684.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1157,BOOK01158,The Next Conversation,['Jefferson Fisher'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593718728.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1158,BOOK01159,The 5 Types of Wealth,['Sahil Bloom'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593723180.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1159,BOOK01160,Confident by Choice,['Juan Bendaña'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593725610.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1160,BOOK01161,Infectious Generosity,['Chris Anderson'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593727553.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1161,BOOK01162,Just the Good Stuff,['Jim VandeHei'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593796375.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1162,BOOK01163,The Wealth Money Can't Buy,['Robin Sharma'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593798492.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1163,BOOK01164,On Leadership,['Tony Blair'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593799796.jpg,LeadershipNow only,25.0,Transformational Leadership,False
1164,BOOK01165,The Systems Leader,['Robert E. Siegel'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593800041.jpg,LeadershipNow only,5.0,Leader Identity and Practice,False
1165,BOOK01166,These Strange New Minds,['Christopher Summerfield'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593831717.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1166,BOOK01167,Fired Up,['Shannon Watts'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593831939.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1167,BOOK01168,Uncompete,,,,,,,,,,,,,LeadershipNow only,,,False
1168,BOOK01169,The Thinking Machine,['Stephen Witt'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593832691.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1169,BOOK01170,Resurface,,,,,,,,,,,,,LeadershipNow only,,,True
1170,BOOK01171,On Character,['General Stanley McChrystal'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593852958.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1171,BOOK01172,What You're Made For,['George Raveling and Ryan Holiday -\x97 Foreword by Michael Jordan'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780593852972.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1172,BOOK01173,G-Man,,,,,,,,,,,,,LeadershipNow only,,,True
1173,BOOK01174,The Burnout Challenge,['Christina Maslach and Michael P. Leiter'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780674251014.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1174,BOOK01175,Deeply Responsible Business,['Geoffrey Jones'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780674916531.jpg,LeadershipNow only,13.0,General Business and Management,False
1175,BOOK01176,Capitalism,['Michael Sonenscher'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780691237206.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1176,BOOK01177,The Corporation and the Twentieth Century,['Richard N. Langlois'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780691246987.jpg,LeadershipNow only,3.0,Future Thinking and Personal Development,False
1177,BOOK01178,The Power of Regret,['Daniel H. Pink'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780735210653.jpg,LeadershipNow only,22.0,Power and Influence,False
1178,BOOK01179,The Nineties,,,,,,,,,,,,,LeadershipNow only,,,False
1179,BOOK01180,In the Shadow of the Gods,,,,,,,,,,,,,LeadershipNow only,,,True
1180,BOOK01181,The Crisis of Democratic Capitalism,['Martin Wolf'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780735224216.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1181,BOOK01182,Sir Henry Royce,['Ryan Leak'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780750999004.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1182,BOOK01183,The Conviction to Lead,['Albert Mohler'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780764237706.jpg,LeadershipNow only,26.0,Contemporary Leadership Practice,False
1183,BOOK01184,Leveling Up,,,,,,,,,,,,,LeadershipNow only,,,False
1184,BOOK01185,The Commanders,['Lloyd Clark'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780802160225.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1185,BOOK01186,The Wise Leader,['Uli Chi'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780802884046.jpg,LeadershipNow only,5.0,Leader Identity and Practice,False
1186,BOOK01187,Character,['Robert L. Dilenschneider'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780806543123.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1187,BOOK01188,Reagan,,,,,,,,,,,,,LeadershipNow only,,,False
1188,BOOK01189,Team Emotional Intelligence 2.0,['Jean Greaves and Evan Watkins'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780974719344.jpg,LeadershipNow only,18.0,Emotional Intelligence,False
1189,BOOK01190,Focused As A Bee,['Jones Loflin and Sydney Loflin'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9780976688266.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1190,BOOK01191,Network Leadership,['Jeffrey Beeson'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781009392235.jpg,LeadershipNow only,25.0,Transformational Leadership,False
1191,BOOK01192,Decisions about Decisions,['Cass R. Sunstein'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781009400466.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1192,BOOK01193,Redemption,,,,,,,,,,,,,LeadershipNow only,,,False
1193,BOOK01194,Determining Leadership Potential,['Kimberly Janson and Melody Rawlings'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781032220338.jpg,LeadershipNow only,25.0,Transformational Leadership,False
1194,BOOK01195,The Next Leadership Team,['Thomas Keil and Marianna Zangrillo'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781032349404.jpg,LeadershipNow only,2.0,Team Leadership,False
1195,BOOK01196,The Character Compass,"['Mary Crossan, Gerard Seijts and Bill Furlong (Aut']",,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781032376486.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1196,BOOK01197,The Practice of Ethical Leadership,['Claas Florian Engelke and Richard B. Swegan'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781032397191.jpg,LeadershipNow only,25.0,Transformational Leadership,False
1197,BOOK01198,Sentient Strategy,['Alan Weiss'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781032412634.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1198,BOOK01199,Everyday Leadership,['Ross Blankenship'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781032607856.jpg,LeadershipNow only,25.0,Transformational Leadership,False
1199,BOOK01200,Redefining Networking,['Monique Kelley'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781032933863.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1200,BOOK01201,Franklin D. Roosevelt and the Art of Leadership,['William Nester'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781036110901.jpg,LeadershipNow only,25.0,Transformational Leadership,False
1201,BOOK01202,ThinkBlink Manifesto,,,,,,,,,,,,,LeadershipNow only,,,False
1202,BOOK01203,We Are Ambiverts Now,,,,,,,,,,,,,LeadershipNow only,,,False
1203,BOOK01204,The Presence Principle,['Alexa Chilcutt and Carl DuPont'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781041021964.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1204,BOOK01205,Leading With Values,['Neil Malhotra and Ken Shotts'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781108841191.jpg,LeadershipNow only,16.0,Leading Self and Others,False
