book_id,observed_publication_languages,observed_publication_language_count,has_multilingual_publication_evidence,international_language_reach,original_language,original_language_status,verified_translation_count,translation_status,language_evidence_provenance,language_evidence_note
BOOK00735,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00736,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00737,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00738,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00739,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00740,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00741,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00742,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00743,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00744,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00745,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00746,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00747,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00748,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00749,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00750,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00751,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00752,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00753,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00754,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00755,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00756,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00757,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00758,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00759,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00760,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00761,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00762,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00763,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00764,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00765,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00766,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00767,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00768,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00769,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00770,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00771,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00772,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00773,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00774,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00775,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00776,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00777,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00778,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00779,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00780,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00781,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00782,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00783,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00784,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00785,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00786,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00787,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00788,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00789,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00790,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00791,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00792,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00793,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00794,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00795,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00796,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00797,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00798,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00799,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00800,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00801,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00802,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00803,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00804,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00805,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00806,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00807,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00808,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00809,"French, Spanish, Germanic languages, German, English, Czech",6,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00810,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00811,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00812,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00813,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00814,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00815,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00816,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00817,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00818,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00819,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00820,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00821,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00822,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00823,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00824,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00825,"German, English, Spanish",3,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00826,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00827,"English, Spanish",2,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00828,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00829,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00830,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00831,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00832,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00833,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00834,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00835,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00836,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00837,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00838,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00839,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00840,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00841,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00842,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00843,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00844,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00845,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00846,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00847,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00848,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00849,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00850,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00851,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00853,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00854,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00855,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00856,"English, Spanish, Chinese",3,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00857,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00858,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00859,"English, Italian, Spanish, Polish, Chinese",5,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00860,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00861,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00862,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00863,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00864,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00865,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00866,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00867,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00868,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00869,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00870,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00871,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00872,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00873,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00874,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00875,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00876,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00877,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00878,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00879,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00880,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00881,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00882,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00883,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00884,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00885,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00886,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00887,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00888,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00889,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00890,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00891,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00892,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00893,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00894,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00895,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00896,Spanish,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00897,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00898,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00899,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00900,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00901,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00902,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00903,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00904,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00905,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00906,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00907,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00908,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00909,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00910,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00911,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00912,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00913,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00914,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00915,"Italian, English, Japanese",3,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00916,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00917,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00918,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00919,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00920,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00921,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00922,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00923,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00924,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00925,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00926,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00927,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00928,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00929,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00930,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00931,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00932,"English, Chinese, Spanish",3,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00933,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00934,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
