matrix_row,book_id,canonical_title,authors,description,subjects,first_publish_year,publication_year_observed,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,source_group,topic_cluster,cluster_label,enriched_zero_vector,openlibrary_key,source_openlibrary,source_leadershipnow,publishers,isbn_10,isbn_13,all_isbns,ebook_access,has_fulltext,public_scan,source_url,subtitle,isbn_normalized,leadershipnow_isbn_13,publisher,publication_date,publication_year,format,page_count,edition_note,external_book_url,observed_edition_count,earliest_observed_year,latest_observed_year,observed_publisher_count,observed_publishers,observed_isbn_10,observed_isbn_10_count,observed_isbn_13,observed_isbn_13_count,observed_physical_formats,observed_format_count,minimum_observed_pages,maximum_observed_pages,earliest_observed_publication_country,earliest_observed_publication_countries,publication_geo_evidence_type,unresolved_geo_codes,publication_geo_provenance,observed_publication_languages,observed_publication_language_count,has_multilingual_publication_evidence,international_language_reach,original_language,original_language_status,verified_translation_count,translation_status,language_evidence_provenance,language_evidence_note,validated_geographic_author_count,validated_geographic_author_names,author_citizenship_evidence,author_birthplace_evidence,author_identity_evidence_tiers,author_geography_provenance,observed_list_price,observed_retail_price,observed_price_currency,observed_price_market,observed_price_isbn,commercial_source,commercial_metadata_status,commercial_metadata_note
339,BOOK00340,Corporate Reputations Branding and People Management,['Susan Hetrick'],,[],2006.0,,,,6.0,,,,,Open Library only,17.0,People Management,False,/works/OL25222591W,True,False,"['Taylor & Francis Group', 'Routledge']","['1136413839', '1136413774', '1136413820', '1138407879', '1280642505', '1136413782']","['9781136413827', '9781136413780', '9781136413773', '9781138407879', '9781280642500', '9781136413834']","['1136413839', '1136413774', '1136413820', '9781136413827', '1138407879', '9781136413780', '1280642505', '9781136413773', '9781138407879', '9781280642500', '1136413782', '9781136413834']",no_ebook,False,False,https://openlibrary.org/works/OL25222591W,,,,,,,,,,,6.0,2006.0,2018.0,2.0,"['Routledge', 'Taylor & Francis Group']",[],0.0,"['9781280642500', '9781136413780', '9781136413834', '9781136413827', '9781136413773', '9781138407879']",6.0,[],0.0,400.0,400.0,,,no_country_evidence,[],Open Library earliest observed edition year 2006,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
340,BOOK00341,Hotel Management,"['Charalampos Giousmpasoglou', 'Evangelia Marinakou']",,[],2024.0,,,,1.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/14751071-L.jpg,Open Library only,13.0,General Business and Management,False,/works/OL37590164W,True,False,['Springer International Publishing AG'],['3031528026'],['9783031528026'],"['9783031528026', '3031528026']",no_ebook,False,False,https://openlibrary.org/works/OL37590164W,,,,,,,,,,,1.0,2024.0,2024.0,1.0,['Springer International Publishing AG'],[],0.0,['9783031528026'],1.0,[],0.0,,,,,no_country_evidence,[],Open Library earliest observed edition year 2024,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Evangelia Marinakou,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
341,BOOK00342,People Managing Forests,"['Carol J. P. Colfer', 'Yvonne Byron']",,['Forest policy'],2010.0,,,,7.0,,,,,Open Library only,7.0,Broad Leadership and Success,False,/works/OL25202283W,True,False,"['Routledge', 'Taylor & Francis Group']","['1136522654', '1136522697', '1136522700', '1280686847', '1936331780', '1136522670', '1136522646']","['9781136522659', '9781136522703', '9781936331789', '9781136522697', '9781136522642', '9781280686849', '9781136522673']","['9781136522659', '1136522654', '9781136522703', '1136522697', '9781936331789', '9781136522697', '1136522700', '9781136522642', '1280686847', '1936331780', '9781280686849', '1136522670', '1136522646', '9781136522673']",no_ebook,False,False,https://openlibrary.org/works/OL25202283W,,,,,,,,,,,7.0,2010.0,2010.0,2.0,"['Routledge', 'Taylor & Francis Group']",[],0.0,"['9781280686849', '9781136522659', '9781936331789', '9781136522703', '9781136522697', '9781136522642', '9781136522673']",7.0,[],0.0,464.0,464.0,,,no_country_evidence,[],Open Library earliest observed edition year 2010,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
342,BOOK00343,Strategic People Management and Development,"['Gary Rees', 'Raymond French']",,[],2022.0,,0.0,0.0,3.0,1.0,0.0,0.0,,Open Library only,17.0,People Management,False,/works/OL27936407W,True,False,"['Kogan Page, Limited']","['1398607606', '1398607614', '1398607622']","['9781398607620', '9781398607613', '9781398607606']","['9781398607620', '1398607606', '9781398607613', '1398607614', '1398607622', '9781398607606']",no_ebook,False,False,https://openlibrary.org/works/OL27936407W,,,,,,,,,,,3.0,2022.0,2022.0,1.0,"['Kogan Page, Limited']",[],0.0,"['9781398607613', '9781398607606', '9781398607620']",3.0,[],0.0,,,,,no_country_evidence,[],Open Library earliest observed edition year 2022,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
343,BOOK00344,Short Guide to People Management,['Antonios Panagiotakopoulos'],,"['Personnel management', 'Communication in organizations', 'Organizational change', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management', 'Management Science', 'Organizational Behavior']",2016.0,,,,6.0,,,,,Open Library only,13.0,General Business and Management,False,/works/OL21279220W,True,False,['Taylor & Francis Group'],"['1315526395', '1315526387', '1472478525', '1315526417', '1315526409', '1032097914']","['9781315526386', '9781032097916', '9781315526393', '9781472478528', '9781315526409', '9781315526416']","['1315526395', '9781315526386', '9781032097916', '9781315526393', '9781472478528', '1315526387', '1472478525', '9781315526409', '1315526417', '1315526409', '9781315526416', '1032097914']",no_ebook,False,False,https://openlibrary.org/works/OL21279220W,,,,,,,,,,,6.0,2016.0,2021.0,1.0,['Taylor & Francis Group'],[],0.0,"['9781315526416', '9781315526386', '9781032097916', '9781315526409', '9781315526393', '9781472478528']",6.0,[],0.0,66.0,66.0,,,no_country_evidence,[],Open Library earliest observed edition year 2016,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
344,BOOK00345,People management,"['David Rees', 'Richard McBain']",,['Personnel management'],2003.0,,,,3.0,,,,https://covers.openlibrary.org/b/id/2392407-L.jpg,Open Library only,17.0,People Management,False,/works/OL19294801W,True,False,['Palgrave Macmillan'],"['0333920309', '0333920295']","['9780333920305', '9780333920299']","['0333920309', '9780333920305', '9780333920299', '0333920295']",printdisabled,True,False,https://openlibrary.org/works/OL19294801W,,,,,,,,,,,3.0,2003.0,2005.0,1.0,['Palgrave Macmillan'],['0333920309'],1.0,"['9780333920299', '9780333920305']",2.0,['Paperback'],1.0,257.0,320.0,,,no_country_evidence,[],Open Library earliest observed edition year 2003,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
345,BOOK00346,People management and development,"['David Farnham', 'Paul Smith CIPD']",,"['Examinations', 'Personnel management', 'Study guides', 'Personnel management, examinations, questions, etc.', 'Employees, training of']",2003.0,,,,2.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/5330098-L.jpg,Open Library only,17.0,People Management,False,/works/OL3071557W,True,False,['Chartered Institute of Personnel and Development'],"['1843980150', '1843980800']","['9781843980155', '9781843980803']","['9781843980155', '9781843980803', '1843980150', '1843980800']",borrowable,True,False,https://openlibrary.org/works/OL3071557W,,,,,,,,,,,2.0,2003.0,2005.0,1.0,['Chartered Institute of Personnel and Development'],"['1843980800', '1843980150']",2.0,[],0.0,[],0.0,66.0,112.0,United Kingdom,United Kingdom,single_country,[],Open Library earliest observed edition year 2003,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,David Farnham,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
346,BOOK00347,VOL.2.NO.13.27th JUNE 1998,['PEOPLE MANAGEMENT.'],,[],,,,,1.0,,,,,Open Library only,7.0,Broad Leadership and Success,False,/works/OL12180403W,True,False,[],[],[],[],no_ebook,False,False,https://openlibrary.org/works/OL12180403W,,,,,,,,,,,1.0,,,0.0,[],[],0.0,[],0.0,[],0.0,,,,,,,,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
347,BOOK00348,People Management and Performance,"['John Purcell', 'Nicholas Kinnie', 'Juani Swart', 'Bruce Rayton', 'Susan Hutchinson']",,"['Personnel management', 'Performance', 'Organizational effectiveness']",2008.0,,,,4.0,,,,,Open Library only,17.0,People Management,False,/works/OL28011786W,True,False,['Taylor & Francis Group'],"['0203885600', '1134089716', '113408966X', '1134089708']","['9781134089710', '9780203885604', '9781134089703', '9781134089666']","['9781134089710', '9780203885604', '0203885600', '1134089716', '113408966X', '1134089708', '9781134089703', '9781134089666']",no_ebook,False,False,https://openlibrary.org/works/OL28011786W,,,,,,,,,,,4.0,2008.0,2008.0,1.0,['Taylor & Francis Group'],[],0.0,"['9781134089666', '9780203885604', '9781134089703', '9781134089710']",4.0,[],0.0,248.0,248.0,,,no_country_evidence,[],Open Library earliest observed edition year 2008,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,2.0,Juani Swart | Bruce Rayton,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
348,BOOK00349,The changing face of people management in India,['Pawan S. Budhwar'],,"['Corporate culture', 'Management', 'Personnel management', 'Human capital', 'Corporations, india']",2008.0,,,,5.0,,,,https://covers.openlibrary.org/b/id/8531092-L.jpg,Open Library only,17.0,People Management,False,/works/OL19591590W,True,False,"['Taylor & Francis Group', 'Routledge']","['0203884868', '0415431875', '1134083017', '1134083033', '0415431867', '1134083068', '113408305X']","['9780203884867', '9780415431873', '9781134083039', '9780415431866', '9781134083060', '9781134083015', '9781134083053']","['0203884868', '9780203884867', '9780415431873', '0415431875', '9781134083039', '1134083017', '9780415431866', '1134083033', '9781134083060', '0415431867', '9781134083015', '1134083068', '9781134083053', '113408305X']",no_ebook,False,False,https://openlibrary.org/works/OL19591590W,,,,,,,,,,,5.0,2008.0,2009.0,2.0,"['Taylor & Francis Group', 'Routledge']",[],0.0,"['9781134083015', '9781134083060', '9781134083053', '9781134083039', '9780415431866', '9780415431873', '9780203884867']",7.0,[],0.0,312.0,312.0,,,no_country_evidence,[],Open Library earliest observed edition year 2008,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Pawan S. Budhwar,India,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
349,BOOK00350,Organizational Behavior,"['Ricky W. Griffin', 'Jean M. Phillips', 'Stanley M. Gully']",,"['Organizational behavior', 'Personnel management', 'Industrial management']",2012.0,,,,6.0,20.0,1.0,1.0,https://covers.openlibrary.org/b/id/10327454-L.jpg,Open Library only,1.0,Organizational Behavior,False,/works/OL21103191W,True,False,"['Cengage Learning', 'Cengage South-Western', 'South-Western/Cengage Learning']","['0357899075', '0538478136', '0357042506', '0357899083', '130550139X', '1305501411']","['9780357899083', '9780357899076', '9780357042502', '9781305501416', '9780538478137', '9781305501393']","['0357899075', '0538478136', '9780357899083', '0357042506', '0357899083', '9780357899076', '9780357042502', '130550139X', '9781305501416', '9780538478137', '9781305501393', '1305501411']",printdisabled,True,False,https://openlibrary.org/works/OL21103191W,,,,,,,,,,,6.0,2012.0,2023.0,3.0,"['Cengage Learning', 'Cengage South-Western', 'South-Western/Cengage Learning']","['0538478136', '130550139X']",2.0,"['9780357899083', '9780357899076', '9781305501416', '9780538478137', '9780357042502', '9781305501393']",6.0,['hardcover'],1.0,586.0,640.0,United States,United States,single_country,[],Open Library earliest observed edition year 2012,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,3.0,Ricky W. Griffin | Jean M. Phillips | Stanley M. Gully,,,strong_secondary | probable_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
