book_id,canonical_title,authors,observed_edition_count,earliest_observed_year,latest_observed_year,known_publication_languages_display,known_publication_language_count,multilingual_publication_evidence,observed_publication_countries,observed_publication_country_count,observed_publication_places,observed_publication_place_count,observed_publisher_count,observed_isbn_13_count,observed_format_count,minimum_observed_pages,maximum_observed_pages,known_publication_language_codes,observed_publishers,observed_isbn_10,observed_isbn_10_count,observed_isbn_13,observed_physical_formats,known_publication_languages,first_publish_year,earliest_vs_first_difference,year_discrepancy_flag
BOOK00709,Your Next Five Moves,"['Patrick Bet-David', 'Greg Dinkin']",4,2020,2021,English,1,False,[],0,[],0,3,4,2,1,320,['eng'],"['Simon & Schuster Audio and Blackstone Publishing', 'Simon & Schuster Audio', 'Gallery Books']","['1797113356', '1982154810']",2,"['9781797113357', '9781982154813', '9781982154820', '9781982154806']","['audio cd', 'paperback']",['English'],2020.0,0.0,False
BOOK00710,The brand gap,['Marty Neumeier'],4,2003,2006,English,1,False,"['cau', 'inu']",2,"['Berkeley, CA', 'Indianapolis, Ind']",2,4,2,1,178,208,['eng'],"['New Riders Press', 'New Riders', 'New Riders Pub.', 'Peachpit Press']","['0735713308', '0321348109']",2,"['9780735713307', '9780321348104']",['Paperback'],['English'],2003.0,0.0,False
BOOK00711,Developing business strategies,['David A. Aaker'],6,1984,2001,English,1,False,['nyu'],1,['New York'],1,3,1,0,330,394,['eng'],"['J. Wiley', 'J. Wiley & Sons', 'Wiley']","['0471064114', '0471602965', '0471183644', '0471557226', '0471118141', '0471871796']",6,['9780471064114'],[],['English'],1984.0,0.0,False
BOOK00712,Business strategy,['John Grieve Smith'],3,1985,1990,English,1,False,"['xxk', 'enk']",2,"['Oxford', 'Cambridge, MA', 'Oxford, [Oxfordshire]', 'New York, NY, USA']",4,2,0,0,196,222,['eng'],"['Basil Blackwell', 'B. Blackwell']","['0631175261', '0631177388', '0631139869', '0631139877']",4,[],[],['English'],1985.0,0.0,False
BOOK00713,International business strategy,['Alain Verbeke'],5,2008,2013,English,1,False,"['nyu', 'enk']",2,"['Cambridge, UK', 'New York']",2,1,5,3,481,611,['eng'],['Cambridge University Press'],"['1107683092', '0521681111', '0521862582']",3,"['9781107683099', '9780511460449', '9780511463853', '9780521681117', '9780521862585']","['paperback', 'E-book', 'Paperback']",['English'],2008.0,0.0,False
BOOK00714,Your Next Five Moves,[],1,,,,0,False,[],0,[],0,0,1,0,,,[],[],['198216896X'],1,['9781982168964'],[],[],,,False
BOOK00715,Corporate identity,['Wally Olins'],6,1989,1992,"English, Spanish",2,True,"['enk', 'mau']",2,"['London', 'Boston, Mass']",2,4,3,2,224,224,"['eng', 'spa']","['Thames and Hudson', 'Harvard Business School Press', 'Thames and Hudson Ltd', 'Thames & Hudson']","['0500014728', '087584250X', '0500278083', '0875843689']",4,"['9780500278086', '9780875843681', '9780500014721']","['Paperback', 'Hardcover']","['English', 'Spanish']",1989.0,0.0,False
BOOK00716,Creating valuable business strategies,"['Shiv Sahai Mathur', 'Shiv S Mathur', 'Alfred Kenyon']",11,2007,2017,English,1,False,['ne'],1,"['Amsterdam', 'Boston']",2,4,9,1,238,264,['eng'],"['Taylor & Francis Group', 'Routledge', 'Butterworth-Heinemann', 'Elsevier/Butterworth-Heinemann']",['0750685484'],1,"['9781136413438', '9780080942483', '9781281789921', '9781136413483', '9781136413476', '9781136413421', '9781136413452', '9781138159327', '9780750685481']",['Paperback'],['English'],2007.0,0.0,False
BOOK00717,7 Powers,['Hamilton Helmer'],2,2016,2016,,0,False,[],0,[],0,2,2,2,210,210,[],"['Deep Strategy', 'Hamilton Helmer']","['0998116300', '0998116319']",2,"['9780998116303', '9780998116310']","['hardcover', 'paperback']",[],2016.0,0.0,False
BOOK00718,International Business Strategy,['Alain Verbeke'],8,2009,2021,English,1,False,[],0,[],0,2,8,0,616,675,['eng'],"['Cambridge University Press', 'University of Cambridge ESOL Examinations']",[],0,"['9780511463068', '9781107348158', '9781107352773', '9781108858946', '9781108768726', '9781108488037', '9781108738378', '9781107027893']",[],['English'],2009.0,0.0,False
BOOK00719,Aligning human resources and business strategy,['Linda Holbeche'],16,2001,2022,English,1,False,['enk'],1,"['Oxford', 'Boston']",2,3,16,1,496,512,['eng'],"['Routledge', 'Taylor & Francis Group', 'Butterworth-Heinemann']",['0750653620'],1,"['9781282737549', '9781281024374', '9781136444234', '9780080941424', '9781032114583', '9781032114576', '9781000463378', '9781003219996', '9781000463422', '9781136444289', '9781136444272', '9781136444227', '9781136444258', '9780080498997', '9781138127838', '9780750653626']",['[electronic resource] /'],['English'],2001.0,0.0,False
BOOK00720,Business strategy,['Jeremy Kourdi'],7,2003,2016,English,1,False,['enk'],1,['London'],1,7,7,1,250,320,['eng'],"['Profile Books Limited', 'PublicAffairs', 'Audible Studios on Brilliance Audio', 'Audible Studios on Brilliance', 'Economist', 'Profile Books', 'London']","['151138350X', '1781252319', '1846681243']",3,"['9781281031624', '9781847650047', '9781610394772', '9781511383509', '9781781252314', '9781610394765', '9781846681240']",['mp3 cd'],['English'],2003.0,0.0,False
BOOK00721,Acting as a business,"[""Brian O'Neil""]",4,1993,2009,English,1,False,"['nhu', 'nyu']",2,"['Portsmouth, NH', 'New York']",2,2,1,0,116,116,['eng'],"['Heinemann', 'Vintage Books']","['0325001235', '0435086235']",2,['9780307473929'],[],['English'],1993.0,0.0,False
BOOK00722,Opening Digital Markets,['Walid Mougayar'],3,1997,1998,English,1,False,['nyu'],1,['New York'],1,2,1,1,292,336,['eng'],"['McGraw-Hill Companies', 'McGraw-Hill']",['0070435421'],1,['9780070435421'],['Hardcover'],['English'],1997.0,0.0,False
BOOK00723,International Business Strategy,"['Peter J. Buckley', 'Pervez Ghauri']",6,2015,2015,English,1,False,[],0,[],0,2,6,1,666,680,['eng'],"['Taylor & Francis Group', 'Routledge']",['041562469X'],1,"['9781317906636', '9781336012950', '9781315848365', '9781317906650', '9781317906643', '9780415624695']",['hardcover'],['English'],2015.0,0.0,False
BOOK00724,Swipe to Unlock,"['Neel Mehta', 'Aditya Agashe', 'Parth Detroja']",1,2017,2017,,0,False,[],0,[],0,1,1,1,345,345,[],['CreateSpace Independent Publishing Platform'],['1976182190'],1,['9781976182198'],['paperback'],[],2017.0,0.0,False
BOOK00725,Media Telecommunications And Business Strategy,['Richard A. Gershon'],13,2013,2020,English,1,False,[],0,[],0,2,13,0,320,440,['eng'],"['Routledge', 'Taylor & Francis Group']",[],0,"['9781299743762', '9781136288876', '9780203113929', '9781136288913', '9781136288920', '9780415517645', '9781000091410', '9780429285028', '9781000091403', '9781000091427', '9780367249038', '9780367249021', '9780415517652']",[],['English'],2013.0,0.0,False
BOOK00726,Business strategy,['David Campbell'],1,2002,2002,English,1,False,['enk'],1,"['Oxford', 'Boston']",2,1,0,0,478,478,['eng'],['Butterworth-Heinemann'],['0750655690'],1,[],[],['English'],2002.0,0.0,False
BOOK00727,Taxes and business strategy,"['Myron S. Scholes', 'Mark A. Wolfson', 'Merle M. Erickson', 'Edward L. Maydew', 'Terry J. Shevlin', 'Edward Maydew', 'Terry Shevlin']",3,2001,2002,English,1,False,['nju'],1,"['Upper Saddle River, NJ']",1,1,1,1,515,544,['eng'],['Prentice Hall'],['0130253987'],1,['9780130253989'],['Hardcover'],['English'],2001.0,0.0,False
BOOK00728,Global Business Strategy,['Robin John'],2,1997,1997,English,1,False,['enk'],1,"['London', 'Boston']",2,2,1,1,336,353,['eng'],"['International Thomson Business Press', 'International Thomson Publishing Services Ltd']",['0415119790'],1,['9780415119795'],['Paperback'],['English'],1997.0,0.0,False
BOOK00729,The New Positioning,['Jack Trout'],5,1995,2001,English,1,False,['nyu'],1,['New York'],1,2,3,2,173,173,['eng'],"['Ebsco Publishing', 'McGraw-Hill']","['0070652910', '0070653283']",2,"['9780585053301', '9780070653283', '9780071369190']","['eBook', 'Paperback']",['English'],1995.0,0.0,False
BOOK00730,Managerial Economics and Business Strategy,"['Michael R. Baye', 'Jeff Prince']",2,2008,2021,English,1,False,[],0,[],0,3,2,0,576,576,['eng'],"['McGraw Hill Higher Education', 'McGraw-Hill Education', 'McGraw Hill']",['0071263209'],1,"['9780071263207', '9781260940541']",[],['English'],2008.0,0.0,False
BOOK00731,Business Strategy,['J. -C Spender'],2,2014,2015,English,1,False,[],0,[],0,1,2,0,340,352,['eng'],['Oxford University Press'],[],0,"['9780198746522', '9780199686544']",[],['English'],2014.0,0.0,False
BOOK00732,Business strategy and policy,['Garry D. Smith'],5,1985,1991,English,1,False,"['mau', 'xxu']",2,['Boston'],1,2,0,0,380,1006,['eng'],"['Houghton Mifflin Co.', 'Houghton Mifflin']","['0395567351', '0395369460', '0395357187', '0395433673']",4,[],[],['English'],1985.0,0.0,False
BOOK00733,Demand-Driven Business Strategy,['Cor Molenaar'],5,2022,2022,English,1,False,[],0,[],0,2,5,0,180,180,['eng'],"['Taylor & Francis Group', 'Routledge']",[],0,"['9781032127668', '9781032127651', '9781000532104', '9781003226161', '9781000532098']",[],['English'],2022.0,0.0,False
BOOK00734,The 33 Strategies of War,"['Robert Greene', 'Don Leslie']",15,1998,2021,"Vietnamese, Spanish, English",3,True,"['vm', 'nyu', 'mx']",3,"['TP. Hồ Chí Minh', 'New York', 'México, D. F.']",3,13,14,6,1,970,"['vie', 'spa', 'eng']","['Hanser, Carl GmbH + Co.', 'Highbridge Audio and Blackstone Publishing', 'Nhà xuất bản Trẻ', 'Viking', 'Grupo Oceano', 'Profile Books Ltd', 'Profile Books Limited', 'Penguin Group USA, Inc.', 'Penguin (Non-Classics)', 'Grupo Nelson', 'Oceano', 'Profile Books', 'Penguin Canada']","['3446438734', '1665182237', '1861972755', '0143112783', '0670034576', '9707772441', '6074004455', '1861979932']",8,"['9783446438736', '9781665182232', '9786074004267', '9781861979988', '9781429577038', '9781429577069', '9780143112785', '9780670034574', '9789707772441', '9786074004458', '9781861979933', '9781861979780', '9781804222492', '9781804222485']","['hardcover', 'audio cd', 'Electronic resource', 'Paperback', 'Hardcover', 'Tapa blanda']","['Vietnamese', 'Spanish', 'English']",1998.0,0.0,False
BOOK00735,Taxes and business strategy,"['Myron S. Scholes', 'Myron Scholes', 'Mark Wolfson']",4,1991,2015,English,1,False,['nju'],1,"['Englewood Cliffs, N.J']",1,4,3,1,510,640,['eng'],"['Pearson Education, Limited', 'Pearson', 'Prentice Hall College Div', 'Prentice Hall']","['0132752670', '0138857407']",2,"['9781292065571', '9780132752671', '9780138857400']",['hardcover'],['English'],1991.0,0.0,False
BOOK00736,Harvard business review on green business strategy,['Harvard Business School'],2,2007,2007,English,1,False,['mau'],1,['Boston'],1,3,1,1,204,213,['eng'],"['Harvard Business School Press', 'Harvard Business School Pub.', 'Harvard Business School Pub. Corporation']",['1422121089'],1,['9781422121085'],['Paperback'],['English'],2007.0,0.0,False
BOOK00737,Business strategy,['Jeremy Kourdi'],4,2003,2009,English,1,False,['enk'],1,['London'],1,4,2,1,246,288,['eng'],"['London', 'Profile Books', 'Profile', 'Bloomberg Press']","['1846681243', '1861974590']",2,"['9781846681240', '9781861974594']",['Hardcover'],['English'],2003.0,0.0,False
BOOK00738,Developing Business Strategies,['David A. Aaker'],1,2001,2001,English,1,False,[],0,[],0,1,1,0,352,352,['eng'],['Wiley'],['0471064114'],1,['9780471064114'],[],['English'],2001.0,0.0,False
BOOK00739,International business,"['S. Tamer Cavusgil', 'Tamer Cavusgil', 'Gary Knight', 'John Riesenberger']",19,2007,2025,English,1,False,['nju'],1,"['Upper saddle River, N.J']",1,5,18,3,6,704,['eng'],"['Pearson Education, Limited', 'Prentice Hall', 'Pearson', 'Pearson Books', 'Pearson Prentice Hall']","['0134388267', '0134388275', '0131738607']",3,"['9781292462585', '9781292462592', '9780138076078', '9780136090663', '9780273788188', '9780132322379', '9781292303376', '9780134388267', '9781292303246', '9780273788119', '9780132991261', '9780133254204', '9780132622738', '9780133129977', '9780132453271', '9780134388274', '9780135173961', '9780131738607']","['loose leaf', 'digital', 'Hardcover']",['English'],2007.0,0.0,False
BOOK00740,International Business Strategy and Cross-Cultural Management,"['Nicole F. Richter', 'Jesper Strandskov', 'Sven Hauff', 'Vasyl Taras']",2,2022,2022,English,1,False,[],0,[],0,1,2,0,,,['eng'],"['Elgar Publishing Limited, Edward']",[],0,"['9781839108624', '9781839108648']",[],['English'],2022.0,0.0,False
BOOK00741,Think Like a UX Researcher,"['David Travis', 'Philip Hodgson']",8,2019,2023,English,1,False,[],0,[],0,2,8,1,294,306,['eng'],"['Taylor & Francis Group', 'CRC Press']",['1138365297'],1,"['9781032478487', '9781032532554', '9781138365353', '9780429430787', '9780429774010', '9780429774003', '9780429773990', '9781138365292']",['paperback'],['English'],2019.0,0.0,False
BOOK00742,Love As a Business Strategy,"['Mohammad F. Anwar', 'Frank E. Danna', 'Jeffrey F. Ma', 'Christopher J. Pitre']",2,2021,2021,English,1,False,[],0,[],0,2,2,0,,,['eng'],"['Scribe Media', 'Lioncrest Publishing']",[],0,"['9781544520254', '9781544520261']",[],['English'],2021.0,0.0,False
BOOK00743,Business Strategy,['Patrick J. Stroh'],2,2014,2014,English,1,False,[],0,[],0,2,2,1,192,192,['eng'],"['Wiley & Sons, Limited, John', 'Wiley']",['1118878442'],1,"['9781118896006', '9781118878446']",['hardcover'],['English'],2014.0,0.0,False
BOOK00744,Understanding business strategy,['R. Duane Ireland'],1,2012,2012,English,1,False,['ohu'],1,"['Mason, OH']",1,3,1,0,230,230,['eng'],"['South-Western Cengage Learning', 'Cengage Learning', 'South-Western College Pub']",['0538476818'],1,['9780538476812'],[],['English'],2012.0,0.0,False
BOOK00745,Digital Business,['Annmarie Hanlon'],2,2024,2024,English,1,False,[],0,[],0,1,2,0,,,['eng'],"['SAGE Publications, Limited']",[],0,"['9781529624236', '9781529624229']",[],['English'],2024.0,0.0,False
BOOK00746,Corporate strategy,['H. Igor Ansoff'],15,1965,1988,English,1,False,"['xx', 'xxk', 'xxu', 'nyu', 'enk']",5,"['New York', 'London', 'Harmondsworth', 'Harmondsworth, Middlesex, England']",4,6,3,2,205,284,['eng'],"['McGraw-Hill', 'Penguin', 'Wiley', 'Pan Macmillan', 'Penguin Books', 'Sidgwick & Jackson']","['0070021112', '0471629502', '0283993545', '0140091122', '0140209328']",5,"['9780283993541', '9780140091120', '9780140209327']","['Hardcover', 'Paperback']",['English'],1965.0,0.0,False
BOOK00747,Business Strategy,"['George Stonehouse', 'Bill Houston']",7,2003,2003,English,1,False,[],0,[],0,2,7,0,475,475,['eng'],"['Taylor & Francis Group', 'Routledge']",[],0,"['9780080476346', '9781281051592', '9781136423161', '9781136423208', '9781136423215', '9781136423185', '9781136423154']",[],['English'],2003.0,0.0,False
BOOK00748,Designing Identity,['Marc English'],2,1998,2000,English,1,False,[],0,[],0,2,2,2,143,144,['eng'],"['Rockport Pub', 'Rockport Publishers']","['1564963888', '1564966801']",2,"['9781564963888', '9781564966803']","['Hardcover', 'Paperback']",['English'],1998.0,0.0,False
BOOK00749,Managerial economics and business strategy,['Michael R. Baye'],1,2003,2003,English,1,False,['xxu'],1,"['Boston', 'London']",2,1,0,0,578,578,['eng'],['McGraw-Hill'],"['0072487933', '0071151397']",2,[],[],['English'],2003.0,0.0,False
BOOK00750,e-Business strategies for virtual organizations,['Janice Burn'],9,2002,2016,English,1,False,['enk'],1,['Oxford'],1,3,8,0,254,272,['eng'],"['Routledge', 'Taylor & Francis Group', 'Butterworth-Heinemann']",['0750649437'],1,"['9781281021939', '9781136409301', '9780080504889', '9781136409356', '9781136409349', '9781136409295', '9781136409325', '9781138151819']",[],['English'],2002.0,0.0,False
BOOK00751,Managing Health Care Business Strategy,['George B. Moseley III'],2,2016,2017,English,1,False,[],0,[],0,1,2,0,424,424,['eng'],"['Jones & Bartlett Learning, LLC']",[],0,"['9781284081114', '9781284081107']",[],['English'],2016.0,0.0,False
BOOK00752,Business strategies for the next-generation network,['Nigel Seel'],6,2006,2020,English,1,False,['flu'],1,['Boca Raton'],1,3,6,0,298,298,['eng'],"['Auerbach Publishers, Incorporated', 'Taylor & Francis Group', 'Auerbach Publications']",['0849380359'],1,"['9780429114656', '9781000654257', '9781000656541', '9781420013603', '9780367453312', '9780849380358']",[],['English'],2006.0,0.0,False
BOOK00753,European Business Strategy,['Terry Garrison'],6,1993,2000,English,1,False,['enk'],1,"['Huntingdon', 'Kings Ripton']",2,4,4,2,304,623,['eng'],"['Elm', 'ELM', 'Elm Publications', 'Transworld Paperbacks']","['1854500929', '1854500805', '1854502379', '1854502506', '1854501690', '185450407X']",6,"['9781854502377', '9781854502506', '9781854501691', '9781854504074']","['Paperback', 'Ring-bound']",['English'],1993.0,0.0,False
BOOK00754,Business strategy,"['Campbell, David J.']",1,2011,2011,English,1,False,['nyu'],1,['New York'],1,1,1,0,,,['eng'],['Palgrave Macmillan'],[],0,['9780230218581'],[],['English'],2011.0,0.0,False
BOOK00755,Learning Domain-Driven Design,['Vladik Khononov'],1,2021,2021,English,1,False,[],0,[],0,1,1,0,180,180,['eng'],"[""O'Reilly Media, Incorporated""]",['1098100131'],1,['9781098100131'],[],['English'],2021.0,0.0,False
BOOK00756,International Business and Global Strategy,['Peter Zámborský'],1,2016,2016,,0,False,[],0,[],0,1,1,0,,,[],['Bookboon'],[],0,['9788740311952'],[],[],2016.0,0.0,False
BOOK00757,Instagram Business - Sell on Instagram Customer Psychology : How to Use Instagram for Business : Instagram Business Strategy : Start Business - Instagram,['Sobia Publication'],1,2022,2022,English,1,False,[],0,[],0,1,1,0,,,['eng'],['Independently Published'],[],0,['9798830867559'],[],['English'],2022.0,0.0,False
BOOK00758,Financial Accounting,['Paul D. Kimmel'],65,1998,2008,English,1,False,"['nju', 'nyu']",2,"['Hoboken, NJ', 'New York']",2,5,63,2,709,1584,['eng'],"['John Wiley & Sons Inc', 'John Wiley', 'Wiley', 'Wiley, John & Sons, Incorporated', 'John Wiley and Sons (WIE)']","['0471400211', '0470051965', '0471676128', '0470073101', '0471387207', '047167611X', '0471395420', '0471730513', '0470115726', '0470073845', '0471676152', '0470072482', '0471467014', '0470072490', '0470072474', '0470082089', '0471732443', '0470103752', '0471697923', '0470051981', '0471663476', '0470182091', '0470082097', '0471676098', '0471169196', '0471675830', '0471398675', '047169472X', '0471400823', '0471478067', '047179449X', '0470050071', '0470067462', '0470116145', '0470088869', '0471675881', '0471773239', '0471676101', '047172694X', '0470097175', '0470098120', '0470103760', '0471675873', '0470054948', '0470086823', '0471676136', '0471415782', '0470041366', '0470099461', '0470072385', '0470069236', '047010158X', '0470086831', '0471675563', '0471785520', '0470115572', '047008846X', '0471727784', '0471676403', '0470104821', '0470119152', '0471717789', '0471781444', '0471402990', '0471675547']",65,"['9780471400219', '9780470051962', '9780471676126', '9780470073100', '9780471387206', '9780471676119', '9780471395423', '9780471730514', '9780470115725', '9780470073841', '9780471676157', '9780470072486', '9780471467014', '9780470072493', '9780470072479', '9780470082089', '9780471732440', '9780470103753', '9780471697923', '9780470051986', '9780471663478', '9780470182093', '9780470082096', '9780471676096', '9780471675839', '9780471398677', '9780471694724', '9780471400820', '9780471478065', '9780471794493', '9780470050071', '9780470067468', '9780470116142', '9780470088869', '9780471675884', '9780471773238', '9780471676102', '9780471726944', '9780470097175', '9780470098127', '9780470103760', '9780471675877', '9780470054949', '9780470086827', '9780471676133', '9780470041369', '9780470099469', '9780470072387', '9780470069233', '9780470101582', '9780470086834', '9780471675563', '9780471785521', '9780470115572', '9780470088463', '9780471727781', '9780471676409', '9780470104828', '9780470119150', '9780471717782', '9780471781448', '9780471402992', '9780471675549']","['Hardcover', 'Paperback']",['English'],1998.0,0.0,False
BOOK00759,Managerial Accounting,['Jerry J. Weygandt'],80,1999,2008,English,1,False,"['nju', 'xxu']",2,"['Hoboken, NJ', 'New York', 'Chichester']",3,5,77,4,84,1648,['eng'],"['John Wiley & Sons Inc', 'Wiley', 'John Wiley & Sons', 'AIPI', 'John Wiley and Sons (WIE)']","['0471785512', '0471207365', '0471729027', '0471670456', '0470036753', '0471387762', '0471676969', '047167639X', '0471759244', '0471687464', '0471735043', '0471223115', '0471735035', '047176101X', '0471776017', '0471452173', '0470102977', '0471225754', '0471448672', '0471735701', '0470042478', '047172498X', '0471458333', '0471225614', '0470163399', '0471753467', '0471264636', '0471732192', '0470102861', '0471447013', '0470086491', '0471473472', '0471757772', '0471725455', '0471450049', '0471730262', '0471735698', '0471731595', '0471671487', '0470896671', '0471456934', '0470104775', '0471225746', '0470104791', '0471750565', '0471730270', '0471454389', '0470104783', '0471694339', '0471760137', '0471735027', '0471450146', '0471676306', '0471661783', '0471452912', '0470175702', '1428811524', '0470174099', '0470117265', '0471449121', '0470174080', '0471680427', '0471729566', '0471353213', '0470174064', '0471680443', '0471661821', '0471345881', '0471735019', '0471730831', '0471413658', '0471680435', '0471353280', '0471353043', '0471680451', '1428811494', '0471273007']",77,"['9780471785514', '9780471207368', '9780471729020', '9780471670452', '9780470036754', '9780471387763', '9780471676966', '9780471676393', '9780471759249', '9780471687467', '9780471735045', '9780471223115', '9780471735038', '9780471761013', '9780471776017', '9780471452171', '9780470102978', '9780471225751', '9780471448679', '9780471735700', '9780470042472', '9780471724988', '9780471458333', '9780471225614', '9780470163399', '9780471753469', '9780471264637', '9780471732198', '9780470102862', '9780471447016', '9780470086490', '9780471473473', '9780471757771', '9780471725459', '9780470117262', '9780471450047', '9780471730262', '9780471735694', '9780471731597', '9780471671480', '9780470896679', '9780471456933', '9780470104774', '9780471225744', '9780470104798', '9780471750567', '9780471730279', '9780471454380', '9780470104781', '9780471694335', '9780471760139', '9780471735021', '9780471450146', '9780471676300', '9780471452911', '9780470175705', '9781428811522', '9780470174098', '9780471449126', '9780470174081', '9780471680420', '9780471729563', '9780471353218', '9780470174067', '9780471680444', '9780471661825', '9780471345886', '9780471735014', '9780471730835', '9780471413653', '9780471680437', '9780471353287', '9780471353041', '9780471680451', '9780471661788', '9781428811492', '9780471273004']","['Hardcover', 'Paperback', 'Transparency', 'Slide']",['English'],1999.0,0.0,False
BOOK00760,Business Statistics,['Ken Black'],29,1991,2008,English,1,False,"['ohu', 'mnu', 'nju', 'xxu']",4,"['Cincinnati, Ohio', 'Minneapolis', 'St. Paul', 'Hoboken, NJ', 'Minneapolis/St. Paul']",5,10,21,2,236,1282,['eng'],"['South-Western College Pub.', 'John Wiley & Sons Inc', 'West Pub.', 'South-Western Pub', 'Wiley', 'West Group', 'West Pub. Co.', 'South-Western Educational Publishing', 'West Publishing', 'West Publishing Co.']","['0324009208', '0324009224', '0324009216', '0470104384', '0314024743', '0471705632', '0471467774', '0314027882', '0471759473', '0470136154', '0471683973', '0471776378', '0314922199', '0470123214', '0471467790', '0471484628', '0471789569', '0470149299', '0314201289', '0314206434', '0314206442', '0470067950', '047142983X', '0471740233', '0471466530', '0471689661', '0471467782']",27,"['9780470104385', '9780324009224', '9780471705635', '9780471467779', '9780471759478', '9780470136157', '9780471683971', '9780471776376', '9780314922199', '9780470123218', '9780471467793', '9780471484622', '9780324009200', '9780471789567', '9780470149294', '9780470067956', '9780471740230', '9780471466536', '9780471689669', '9780471429838', '9780471467786']","['Hardcover', 'Paperback']",['English'],1991.0,0.0,False
BOOK00761,Statistical analysis for decision making,['Morris Hamburg'],8,1970,1994,English,1,False,"['enk', 'nyu', 'cau', 'txu']",4,"['San Diego', 'London', 'New York', 'Belmont, CA', 'Fort Worth']",5,6,0,0,701,829,['eng'],"['Harcourt Brace Jovanovich', 'Harcourt, Brace & World', 'Duxbury Press', 'Dryden Press', 'Harcourt Brace College Publishers', 'Dryden Pr']","['0155834592', '0155837605', '0155834533', '053451037X', '0155834509', '0155837478', '003096914X']",7,[],[],['English'],1970.0,0.0,False
BOOK00762,The managerial decision-making process,['E. Frank Harrison'],7,1975,1999,English,1,False,['mau'],1,['Boston'],1,3,0,0,341,564,['eng'],"['houghton mifflin', 'Houghton Mifflin', 'Houghton Mifflin Co.']","['0395300738', '0395708370', '0395908213', '0395188652', '039542481X']",5,[],[],['English'],1975.0,0.0,False
BOOK00763,Judgment in managerial decision making,['Max H. Bazerman'],9,1986,2008,English,1,False,"['nyu', 'xxk', 'nju']",3,"['New York', 'Chichester', 'Hoboken, NJ']",3,4,1,0,182,241,['eng'],"['John Wiley & Sons', 'Wiley', 'J. Wiley', 'J. Wiley & Sons']","['047139887X', '0471896292', '0471178071', '0471005444', '0471586439', '0470049456', '0471507636', '0471684309']",8,['9780470049457'],[],['English'],1986.0,0.0,False
BOOK00764,Administrative behavior,['Herbert Alexander Simon'],8,1947,1997,English,1,False,"['nyu', 'xx', 'xxu']",3,['New York'],1,5,1,1,259,368,['eng'],"['MacMillan Publishing Company.', 'Macmillan', 'Free Press', 'Macmillan Co.', 'Macmillan Co']","['002928970X', '0029289718', '0029290007', '0684835827']",4,['9780029289709'],['Hardcover'],['English'],1947.0,0.0,False
BOOK00765,Business ethics,"['O. C. Ferrell', 'John Fraedrich', 'Linda Ferrell']",9,1991,2016,English,1,False,"['mau', 'ma']",2,['Boston'],1,6,3,1,287,496,['eng'],"['South-Western College Pub', 'Houghton Mifflin Company', 'Houghton Mifflin Co.', 'Houghton Mifflin', 'Houghton Mifflin Co', 'Houghton Mifflin College Div']","['1305642562', '0618124144', '0395692954', '061847921X', '0395959535', '0395554217', '0618395733', '0395790840', '0395790859']",9,"['9781305642560', '9780618124145', '9780618479214']",['loose leaf'],['English'],1991.0,0.0,False
BOOK00766,Business Analytics,"['S. Christian Albright', 'Wayne L. Winston']",6,2014,2020,English,1,False,[],0,[],0,3,6,1,984,984,['eng'],"['Cengage Learning', 'Cengage South-Western', 'Wadsworth']",['0357109953'],1,"['9780357110065', '9780357530559', '9780357109960', '9781133588269', '9781305947542', '9780357109953']",['hardcover'],['English'],2014.0,0.0,False
BOOK00767,Judgment and decision making,"['Peter Juslin', 'Henry Montgomery']",9,1999,2015,English,1,False,[],0,[],0,2,9,1,350,352,['eng'],"['Taylor & Francis Group', 'Lawrence Erlbaum']",['0805832548'],1,"['9781410617675', '9780585375458', '9781135668709', '9781135668686', '9781135668730', '9781135668723', '9781410603012', '9781138003279', '9780805832549']",['Hardcover'],['English'],1999.0,0.0,False
BOOK00768,Curriculum improvement,['Ronald C. Doll'],13,1964,1996,English,1,False,"['mau', 'xxu']",2,"['Boston', 'Boston(Mass)', 'Boston, (Mass.)']",3,4,1,0,358,557,['eng'],"['Allyn and Bacon', 'Allyn and Bacon Inc.', 'Allen andBacon', 'Allyn & Bacon']","['0205085008', '0205118518', '0205164579', '0205131719', '0205060463', '0205075584']",6,['9780205164578'],[],['English'],1964.0,0.0,False
BOOK00769,The psychology of judgment and decision making,['Scott Plous'],2,1993,1993,English,1,False,"['nyu', 'pau']",2,"['New York', 'Philadelphia']",2,2,0,0,302,302,['eng'],"['McGraw-Hill', 'Temple University Press']","['0070504776', '0877229139']",2,[],[],['English'],1993.0,0.0,False
BOOK00770,Financial accounting,['Jerry J. Weygandt'],20,1995,2010,English,1,False,"['nyu', 'nju', 'enk', 'xxk']",4,"['New York, NY', 'New York', 'Hoboken, NJ', 'Chichester']",4,4,12,2,176,1500,['eng'],"['Wiley', 'John Wiley & Sons Inc', 'John Wiley & Sons', 'AIPI']","['0471655279', '0471750573', '0471587443', '047116920X', '0471072419', '0470185872', '0471415782', '0471324736', '0471347736', '0471084956', '047123866X', '0471169196', '0471325554', '1428811508', '0471347744', '0471111589']",16,"['9780471750574', '9780470128848', '9780470185872', '9780471415787', '9780471324737', '9780470477151', '9780471084952', '9780471238669', '9780471169192', '9780471325550', '9781428811508', '9780471347743']","['Hardcover', 'Paperback']",['English'],1995.0,0.0,False
