book_id,canonical_title,author_position,openlibrary_author_key,author_name
BOOK00796,Holistic management,2,OL3041173A,Jody Butterfield
BOOK00797,Creative decision making,1,OL897567A,H. B. Gelatt
BOOK00798,Economics,1,OL119802A,George Leland Bach
BOOK00799,The ethical decision-making manual for helping professionals,1,OL395036A,Sarah O. Steinman
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,1,OL78984A,David Ray Anderson
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,2,OL2778455A,Dennis J. Sweeney
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,3,OL2778456A,Thomas Arthur Williams
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,4,OL7501910A,Jeffrey D. Camm
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,5,OL7501911A,James J. Cochran
BOOK00801,Financial Accounting,1,OL402967A,Paul D. Kimmel
BOOK00801,Financial Accounting,2,OL7447258A,Donald E. Kieso
BOOK00802,Accounting,1,OL8126027A,Jacqueline Birt
BOOK00802,Accounting,2,OL8126028A,Keryn Chalmers
BOOK00802,Accounting,3,OL16223750A,Suzanne Byrne
BOOK00802,Accounting,4,OL3537217A,Albie Brooks
BOOK00802,Accounting,5,OL918315A,Judy Oliver
BOOK00803,Decision making and problem solving strategies,1,OL2729090A,John Adair
BOOK00804,Managerial accounting,1,OL534204A,Ray H. Garrison
BOOK00804,Managerial accounting,2,OL2639592A,"Eric W., Phd Noreen"
BOOK00804,Managerial accounting,3,OL2638699A,Eric Noreen
BOOK00804,Managerial accounting,4,OL1436960A,Peter C. Brewer
BOOK00805,An Introduction to Management Science,1,OL78984A,David Ray Anderson
BOOK00806,Improve Your Communication Skills,1,OL2178985A,Alan Barker
BOOK00807,Effective business communications,1,OL544400A,Herta A. Murphy
BOOK00808,Theories of human communication,1,OL219084A,Stephen W. Littlejohn
BOOK00808,Theories of human communication,2,OL228612A,Karen A. Foss
BOOK00809,Nonviolent Communication,1,OL243612A,Marshall B. Rosenberg
BOOK00809,Nonviolent Communication,2,OL39038A,Deepak Chopra
BOOK00809,Nonviolent Communication,3,OL9735554A,Magiarí Díaz Díaz
BOOK00809,Nonviolent Communication,4,OL9735555A,Alan Rafael Seid Llamas
BOOK00809,Nonviolent Communication,5,OL2763830A,Rosenberg
BOOK00810,Introduction to communicative disorders,1,OL226490A,M. N. Hegde
BOOK00811,Wireless communications,1,OL342495A,Theodore S. Rappaport
BOOK00811,Wireless communications,2,OL2974978A,Rappaport
BOOK00812,Data Communications and Networking,1,OL39286A,Behrouz A. Forouzan
BOOK00812,Data Communications and Networking,2,OL2633498A,Catherine Ann Coombs
BOOK00812,Data Communications and Networking,3,OL2638690A,Sophia Chung Fegan
BOOK00813,Corporate communication,1,OL397900A,Paul A. Argenti
BOOK00814,Electronic communication,1,OL546514A,Robert L. Shrader
BOOK00815,Introducing communication theory,1,OL31442A,Richard L. West
BOOK00815,Introducing communication theory,2,OL398394A,Lynn H. Turner
BOOK00815,Introducing communication theory,3,OL2640350A,Richard West
BOOK00815,Introducing communication theory,4,OL1382017A,Lynn Turner
BOOK00816,An introduction to communication studies,1,OL5507684A,Sheila Steinberg
BOOK00817,Communication Skills,1,OL2939178A,Sanjay Kumar
BOOK00817,Communication Skills,2,OL8041523A,Pushp Lata
BOOK00818,Looking out/looking in,1,OL35572A,Ronald B. Adler
BOOK00818,Looking out/looking in,2,OL1961519A,Ronald Adler
BOOK00818,Looking out/looking in,3,OL3350407A,MARY O WIEMAN
BOOK00818,Looking out/looking in,4,OL3372657A,Ronald Adler
BOOK00818,Looking out/looking in,5,OL3383392A,Ron Adler
BOOK00818,Looking out/looking in,6,OL4593553A,RONALD ADLER
BOOK00818,Looking out/looking in,7,OL7232157A,Ronald B. Adler
BOOK00818,Looking out/looking in,8,OL7582287A,Ronald B. Adler
BOOK00818,Looking out/looking in,9,OL2664466A,Russell F. Proctor II
BOOK00818,Looking out/looking in,10,OL8032569A,"Proctor, Russell F., II"
BOOK00818,Looking out/looking in,11,OL2627896A,Neil Towne
BOOK00819,Electronic communications systems,1,OL78865A,Wayne Tomasi
BOOK00820,The slave community,1,OL1862774A,John W. Blassingame
BOOK00820,The slave community,2,OL5017718A,John W. Blassingame
BOOK00821,Human communication,1,OL22053A,Stewart L. Tubbs
BOOK00822,Business Communication,1,OL218771A,Mary Ellen Guffey
BOOK00823,Communicating effectively,1,OL386326A,Saundra Hybels
BOOK00824,Communication between cultures,1,OL27525A,Larry A. Samovar
BOOK00824,Communication between cultures,2,OL6744128A,Portar McDaniel Samovar
BOOK00824,Communication between cultures,3,OL2777276A,Richard E. Porter
BOOK00825,Imagined communities,1,OL193997A,Benedict Anderson
BOOK00826,A First Look at Communication Theory,1,OL25012A,Emory A. Griffin
BOOK00827,Today's isms,1,OL31351A,Alan O. Ebenstein
BOOK00827,Today's isms,2,OL2649381A,Alan Ebenstein
BOOK00827,Today's isms,3,OL2274431A,William Ebenstein
BOOK00827,Today's isms,4,OL2656604A,EBENSTEIN FOGE
BOOK00827,Today's isms,5,OL3350700A,W. Ebenstein
BOOK00827,Today's isms,6,OL3370953A,Ebenstein & Fogelman
BOOK00827,Today's isms,7,OL5717154A,William Ebenstein
BOOK00828,Interplay,1,OL35572A,Ronald B. Adler
BOOK00829,Interpersonal communication,1,OL21503A,Sarah Trenholm
BOOK00829,Interpersonal communication,2,OL1879979A,Arthur Jensen
BOOK00830,Business communication today,1,OL2650392A,Courtland L. Bovée
BOOK00831,Fashion as communication,1,OL226398A,Malcolm Barnard
BOOK00832,Communication,1,OL230865A,William J. Seiler
BOOK00832,Communication,2,OL2672310A,Melissa L. Beall
BOOK00833,Visual Communication,1,OL454516A,Paul Martin Lester
BOOK00834,Electronic communication systems,1,OL541535A,Roy Blake
BOOK00835,Digital communications,1,OL395659A,John G. Proakis
BOOK00836,"Communication Skills, Second Edition",1,OL2939178A,Sanjay Kumar
BOOK00836,"Communication Skills, Second Edition",2,OL8041523A,Pushp Lata
BOOK00837,Digital and analog communication systems,1,OL536194A,Leon W. Couch
BOOK00838,Technical Communication,1,OL387775A,John M. Lannon
BOOK00839,Communicating with strangers,1,OL219702A,William B. Gudykunst
BOOK00839,Communicating with strangers,2,OL1121414A,Young Yun Kim
BOOK00839,Communicating with strangers,3,OL2638683A,William Gudykunst
BOOK00840,Communication Theories,1,OL223621A,Katherine Miller
BOOK00841,Nonverbal communication in human interaction,1,OL444993A,Mark L. Knapp
BOOK00841,Nonverbal communication in human interaction,2,OL1239241A,Judith A. Hall
BOOK00842,Business and administrative communication,1,OL385983A,Kitty O. Locker
BOOK00842,Business and administrative communication,2,OL3357718A,Donna S. Kienzler
BOOK00842,Business and administrative communication,3,OL2635513A,Locker
BOOK00843,The media of mass communication 11th edition,1,OL229901A,John Vivian
BOOK00844,Nonverbal Communication,1,OL886345A,Albert Mehrabian
BOOK00845,Modern digital and analogue communication systems,1,OL220594A,B. P. Lathi
BOOK00845,Modern digital and analogue communication systems,2,OL2870600A,Zhi Ding
BOOK00846,Business communication,1,OL385983A,Kitty O. Locker
BOOK00846,Business communication,2,OL2635636A,Stephen Kyo Kaczmarek
BOOK00846,Business communication,3,OL2640011A,Kitty Locker
BOOK00847,Gendered Lives,1,OL21137A,Julia T. Wood
BOOK00848,The dynamics of mass communication,1,OL26076A,Joseph R. Dominick
BOOK00849,History Of Communication Study,1,OL4331371A,Everett M. Rogers
BOOK00850,Satellite communications,1,OL1122332A,Timothy Pratt
BOOK00850,Satellite communications,2,OL2738451A,Charles W. Bostian
BOOK00850,Satellite communications,3,OL2738452A,Jeremy E. Allnutt
BOOK00851,Communication 2000,1,OL2778097A,Agency for Instructional Technology
BOOK00853,Communicating at work,1,OL35572A,Ronald B. Adler
BOOK00853,Communicating at work,2,OL4318331A,Adler; Elmhorst
BOOK00853,Communicating at work,3,OL7582287A,Ronald B. Adler
BOOK00853,Communicating at work,4,OL2639424A,Jeanne Marquardt Elmhorst
BOOK00853,Communicating at work,5,OL7701767A,Kristen Lucas Assistant Professor Ph.D.
BOOK00854,Multimedia communications,1,OL452098A,Fred Halsall
BOOK00855,Mass communication theory,1,OL27404A,Stanley J. Baran
BOOK00855,Mass communication theory,2,OL1655495A,Dennis K. Davis
BOOK00856,Emotional Intelligence,1,OL224907A,Daniel Goleman
BOOK00857,Emotional Intelligence 2.0,1,OL1433906A,Travis Bradberry
BOOK00857,Emotional Intelligence 2.0,2,OL3010389A,Jean Greaves
BOOK00857,Emotional Intelligence 2.0,3,OL7981494A,Jean Greaves Travis Bradberry
BOOK00857,Emotional Intelligence 2.0,4,OL619876A,Tom Parks
BOOK00858,Emotional Intelligence,1,OL11048858A,Daniela GOLEMAN
BOOK00859,Working with Emotional Intelligence,1,OL224907A,Daniel Goleman
BOOK00860,Emotional Intelligence,1,OL1568927A,Christine Wilding
BOOK00861,Emotional development and emotional intelligence,1,OL2877610A,Peter Salovey
BOOK00862,Emotional Intelligence : How to Improve Emotional Intelligence,1,OL11306985A,Kati Haylock
BOOK00863,Great emotional intelligence,1,OL1568927A,Christine Wilding
BOOK00864,Emotional intelligence,1,OL8447426A,"Walton, David (Psychologist)"
BOOK00865,The brain and emotional intelligence,1,OL224907A,Daniel Goleman
BOOK00866,Emotional Intelligence Habits,1,OL1433906A,Travis Bradberry
BOOK00867,Raising your emotional intelligence,1,OL384616A,Jeanne Segal
BOOK00868,Building emotional intelligence,1,OL530780A,Linda Lantieri
BOOK00869,Emotional intelligence 101,1,OL387802A,Gerald Matthews
BOOK00870,Emotional Intelligence : 3 Books in 1,1,OL10170844A,Emotional Pathway
BOOK00871,Primal leadership : realizing the power of emotional intelligence,1,OL224907A,Daniel Goleman
BOOK00871,Primal leadership : realizing the power of emotional intelligence,2,OL2828055A,Annie McKee
BOOK00871,Primal leadership : realizing the power of emotional intelligence,3,OL401772A,Richard E. Boyatzis
BOOK00872,Emotional intelligence,1,OL3477155A,Jill Dann
BOOK00873,Emotional Intelligence,1,OL11026215A,Tanvir Shakil
BOOK00874,Emotional intelligence,1,OL1520541A,Ralf Schulze
BOOK00874,Emotional intelligence,2,OL3288778A,Richard D. Roberts
BOOK00875,Who's Talking?,1,OL2795790A,Chris Hinton
BOOK00876,Emotional Intelligence,1,OL9215235A,Modern Psychology Publishing
BOOK00877,Emotional Intelligence for Dummies,1,OL2804175A,Steven J. Stein
BOOK00878,Emotional Intelligence at Work,1,OL1482502A,"Singh, Dalip"
BOOK00879,The emotional intelligence quick book,1,OL1433906A,Travis Bradberry
BOOK00880,Emotional intelligence at work,1,OL27373A,Hendrie Weisinger
BOOK00881,The language of emotional intelligence,1,OL384616A,Jeanne Segal
BOOK00882,HBR's 10 must reads on emotional intelligence,1,OL3203461A,Harvard Business Review Press
BOOK00883,Selling with emotional intelligence,1,OL1428099A,Mitch Anthony
BOOK00884,Teaching with emotional intelligence,1,OL1425182A,Alan Mortiboys
BOOK00885,Emotional intelligence,1,OL9195760A,Helen C. Bryant
BOOK00886,Achieving emotional literacy,1,OL391748A,Claude Steiner
BOOK00886,Achieving emotional literacy,2,OL2629173A,Paul Perry
BOOK00887,HBR Guide to Emotional Intelligence,1,OL3399460A,HBR
BOOK00888,Manipulation Techniques,1,OL8387486A,Daniel Brain
BOOK00889,Emotional Intelligence,1,OL7949151A,James W. Williams
BOOK00890,Emotional Intelligence (Life Balance),1,OL2664659A,Linda Wasmer Andrews
BOOK00891,Bedtime Stories For Kids,1,OL9265506A,Emotional Intelligence Guided
BOOK00892,What we know about emotional intelligence,1,OL223996A,Moshe Zeidner
BOOK00893,Applying emotional intelligence,1,OL3138260A,Joseph Ciarrochi
BOOK00893,Applying emotional intelligence,2,OL1436314A,"Mayer, John D."
BOOK00894,Change Your Life With Emotional Intelligence,1,OL1568927A,Christine Wilding
BOOK00895,Emotional Intelligence Mastery 2. 0,1,OL11043811A,Emotional Intelligence Academy
BOOK00896,La iInteligencia emocional,1,OL224907A,Daniel Goleman
BOOK00897,Emotional Intelligence,1,OL1158001A,Daniel Coleman
BOOK00898,Emotional Intelligence,1,OL1008395A,Margaret Chapman
BOOK00899,Emotional Intelligence,1,OL3094702A,Ryan James
BOOK00900,Master Your Emotions,1,OL14948835A,Eric Robertson
BOOK00901,Emotional Intelligence,1,OL2651699A,Darwin B. Nelson
BOOK00901,Emotional Intelligence,2,OL479991A,Gary R. Low
BOOK00902,Communicate with emotional intelligence,1,OL1357185A,John Eaton
BOOK00902,Communicate with emotional intelligence,2,OL2879317A,Roy Johnson
BOOK00903,Emotional Intelligence Secrets,1,OL11121520A,Tyler Dawson
BOOK00904,The Science of Self Talk,1,OL7607098A,Ian Tuhovsky
BOOK00905,Primal Leadership,1,OL224907A,Daniel Goleman
BOOK00905,Primal Leadership,2,OL401772A,Richard E. Boyatzis
BOOK00905,Primal Leadership,3,OL2828055A,Annie McKee
BOOK00906,Innovation Management,1,OL385663A,Allan Afuah
BOOK00907,Innovation Management and New Product Development,1,OL3083143A,Paul Trott
BOOK00908,Strategic Innovation Management,1,OL2729737A,Joe Tidd
BOOK00908,Strategic Innovation Management,2,OL7504235A,John R. Bessant
BOOK00909,Innovation Management,1,OL2476984A,Keith Goffin
BOOK00909,Innovation Management,2,OL1521017A,"Mitchell, Rick"
BOOK00910,Creativity and strategic innovation management,1,OL590573A,Malcolm Goodman
BOOK00911,Innovation Management,1,OL7208428A,Mark Dodgson
BOOK00912,The Oxford Handbook Of Innovation Management,1,OL834892A,Mark Dodgson
BOOK00913,Innovation management,1,OL2476984A,Keith Goffin
BOOK00913,Innovation management,2,OL2952465A,Rick Mitchell
BOOK00914,Best Practice,1,OL27182A,Mohamed Zairi
BOOK00915,The Innovator's Dilemma,1,OL240826A,Clayton M. Christensen
BOOK00915,The Innovator's Dilemma,2,OL9181563A,L J Ganser
BOOK00915,The Innovator's Dilemma,3,OL3056495A,Don Leslie
BOOK00916,SAP Billing and Revenue Innovation Management,1,OL9988316A,Chaitanaya Desai
BOOK00916,SAP Billing and Revenue Innovation Management,2,OL9988317A,Sheikna Kulam
BOOK00916,SAP Billing and Revenue Innovation Management,3,OL9988318A,Chun Wei Ooi
BOOK00916,SAP Billing and Revenue Innovation Management,4,OL9988319A,Clement Sanjivi
BOOK00916,SAP Billing and Revenue Innovation Management,5,OL9988320A,Andreas Tan
BOOK00917,Innovation Management:,1,OL9745658A,Jan van den Ende
BOOK00918,Creativity for innovation management,1,OL7526080A,Ina Goller
BOOK00919,Innovation management,1,OL578250A,Shlomo Maital
BOOK00919,Innovation management,2,OL2842375A,D V R Seshadri
BOOK00920,Innovation Management,1,OL3410106A,Pervaiz Ahmed
BOOK00920,Innovation Management,2,OL1398890A,Pervaiz K. Ahmed
BOOK00921,Revolution of Innovation Management,1,OL7084372A,Alexander Brem
BOOK00921,Revolution of Innovation Management,2,OL225185A,Eric Viardot
BOOK00922,Innovation management and new product development,1,OL3083143A,Paul Trott
BOOK00923,Global innovation management,1,OL3235516A,J. Christopher Westland
BOOK00924,Product Innovation Management,1,OL7349537A,Stefano Biazzo
BOOK00924,Product Innovation Management,2,OL9575127A,Roberto Filippini
BOOK00925,Innovation Management,1,OL7356617A,Carolina Machado
BOOK00925,Innovation Management,2,OL6582933A,J. Paulo Davim
BOOK00926,Contextual Innovation Management,1,OL6862634A,Patrick van der Duin
BOOK00926,Contextual Innovation Management,2,OL7888682A,Roland Ortt
BOOK00927,Routledge Companion to Innovation Management,1,OL4155296A,Jin Chen
BOOK00927,Routledge Companion to Innovation Management,2,OL7112037A,Poh Kam Wong
BOOK00927,Routledge Companion to Innovation Management,3,OL225185A,Eric Viardot
BOOK00927,Routledge Companion to Innovation Management,4,OL7084372A,Alexander Brem
BOOK00928,Corporate Foresight and Innovation Management,1,OL8469889A,David Sarpong
BOOK00928,Corporate Foresight and Innovation Management,2,OL4114926A,Dirk Meissner
BOOK00929,Technology and Innovation Management,1,OL10068582A,Sanjiva Shankar Dubey
BOOK00930,Encyclopedia of technology and innovation management,1,OL836169A,V. K. Narayanan
BOOK00931,Information for Innovation,1,OL389509A,Stuart Macdonald
BOOK00932,Innovation and Entrepreneurship,1,OL4345625A,Peter F. Drucker
BOOK00933,Innovative management of atrial fibrillation,1,OL541941A,David Schwartzman
BOOK00934,Crest of the Innovation Management Research Wave,1,OL7899424A,Marcus Tynnhammar
BOOK00935,Innovation Management,1,OL14995058A,Rasmus Koss Hartmann
BOOK00936,Intellectual property and innovation management in small firms,1,OL5642597A,Robert Blackburn
BOOK00937,Total Innovative Management Excellence,1,OL2633920A,H. James Harrington
BOOK00937,Total Innovative Management Excellence,2,OL7900742A,Frank Voehl
BOOK00938,"Managing research, development and innovation",1,OL3751286A,Ravi Jain
BOOK00938,"Managing research, development and innovation",2,OL2671747A,Harry C. Triandis
BOOK00939,Innovation Management in Robot Society,1,OL9730645A,Kristian Wasén
BOOK00940,Innovative Management Education Ecosystem,1,OL10520311A,Jordi Diaz
BOOK00940,Innovative Management Education Ecosystem,2,OL7106773A,Daphne Halkias
BOOK00940,Innovative Management Education Ecosystem,3,OL8156259A,Paul W. Thurman
BOOK00941,Evolution of Innovation Management,1,OL3940857A,A. Brem
BOOK00941,Evolution of Innovation Management,2,OL9713297A,E. Viardot
BOOK00942,Collaborative Leadership and Innovation,1,OL10374910A,Elis Carlström
BOOK00943,The management of innovation,1,OL952123A,Tom R. Burns
BOOK00943,The management of innovation,2,OL7411684A,G. M. Stalker
BOOK00944,Open Labs and Innovation Management,1,OL6931396A,Valérie Mérindol
BOOK00944,Open Labs and Innovation Management,2,OL10455852A,David W. Versailles
BOOK00945,Critical Perspectives on Innovation Management,1,OL9355361A,Patryk Dziurski
BOOK00946,"Innovation Management and New Product Development for Engineers, Volume I",1,OL2680351A,Rob Dekkers
BOOK00947,Sustained Innovation Management,1,OL3392850A,Gaston Trauffler
BOOK00948,Innovative Management and Business Practices in Asia,1,OL9987515A,Patricia Ordoñez de
BOOK00948,Innovative Management and Business Practices in Asia,2,OL5318188A,Xi Zhang
BOOK00948,Innovative Management and Business Practices in Asia,3,OL7770816A,Kwok Tai Chui
BOOK00949,Innovation Management and Growth in Emerging Economies,1,OL9986896A,Heather C. Webb
BOOK00949,Innovation Management and Growth in Emerging Economies,2,OL9362244A,Wendy Wu
BOOK00949,Innovation Management and Growth in Emerging Economies,3,OL10014892A,Hussain Al Numairy
BOOK00950,Innovation Management for a Resilient Digital Economy,1,OL3237212A,Miltiadis D. Lytras
BOOK00950,Innovation Management for a Resilient Digital Economy,2,OL15010118A,Patricia Ordonez
BOOK00950,Innovation Management for a Resilient Digital Economy,3,OL13696133A,Afnan Alkhaldi
BOOK00950,Innovation Management for a Resilient Digital Economy,4,OL13696132A,Andreea Claudia Serban
