book_id,canonical_title,author_position,openlibrary_author_key,author_name,first_publish_year,publication_year_observed,subjects,leadwise_book_count
BOOK00728,Global Business Strategy,1,OL3391341A,Robin John,1997.0,,"['International business enterprises', 'Management', 'Business planning', 'Internationaal bedrijfsleven', 'Strategische planning', 'Internationales Management', 'Relations économiques internationales']",1
BOOK00729,The New Positioning,1,OL446800A,Jack Trout,1995.0,,"['Positioning (Advertising)', 'Business', 'Nonfiction', 'Produktpositionierung', 'Business planning', 'Strategic planning', 'Positionnement (Publicité)', 'BUSINESS & ECONOMICS', 'Advertising & Promotion', 'Business, handbooks, manuals, etc.', 'Advertising', 'Case studies']",1
BOOK00730,Managerial Economics and Business Strategy,1,OL7466902A,Michael R. Baye,2008.0,,['Economics'],1
BOOK00730,Managerial Economics and Business Strategy,2,OL7696713A,Jeff Prince,2008.0,,['Economics'],1
BOOK00731,Business Strategy,1,OL8057057A,J. -C Spender,2014.0,,"['Strategic planning', 'Business planning', 'Uncertainty', 'Strategisches Management']",1
BOOK00732,Business strategy and policy,1,OL897135A,Garry D. Smith,1985.0,,"['Case studies', 'Strategic planning']",1
BOOK00733,Demand-Driven Business Strategy,1,OL452035A,Cor Molenaar,2022.0,,"['Organizational change', 'Management', 'Technological innovations', 'Business planning', 'Organizational Innovation', 'Changement organisationnel', 'Gestion', 'Innovations', 'BUSINESS & ECONOMICS / Strategic Planning', 'BUSINESS & ECONOMICS / E-Commerce / Internet Marketing']",1
BOOK00734,The 33 Strategies of War,1,OL236414A,Robert Greene,1998.0,,"['Business', 'Nonfiction', 'Psychology', 'Control (Psychology)', 'Interpersonal conflict', 'Military art and science', 'Conduct of life', 'Strategy', 'Leadership', 'Life skills', 'Handbooks, manuals', 'Success']",1
BOOK00734,The 33 Strategies of War,2,OL3056495A,Don Leslie,1998.0,,"['Business', 'Nonfiction', 'Psychology', 'Control (Psychology)', 'Interpersonal conflict', 'Military art and science', 'Conduct of life', 'Strategy', 'Leadership', 'Life skills', 'Handbooks, manuals', 'Success']",2
BOOK00735,Taxes and business strategy,1,OL698759A,Myron S. Scholes,1991.0,,"['Business enterprises', 'Tax planning', 'Taxation', 'Business enterprises, taxation', 'Business enterprises, united states', 'Law and legislation', 'Steuerplanung', 'Steuerrecht', 'Steuervermeidung', 'Strategisches Management', 'Unternehmen', 'Strategische planning', 'Strategisch management', 'Belastingen', 'Fiscale aspecten']",2
BOOK00735,Taxes and business strategy,2,OL2656470A,Myron Scholes,1991.0,,"['Business enterprises', 'Tax planning', 'Taxation', 'Business enterprises, taxation', 'Business enterprises, united states', 'Law and legislation', 'Steuerplanung', 'Steuerrecht', 'Steuervermeidung', 'Strategisches Management', 'Unternehmen', 'Strategische planning', 'Strategisch management', 'Belastingen', 'Fiscale aspecten']",1
BOOK00735,Taxes and business strategy,3,OL2656471A,Mark Wolfson,1991.0,,"['Business enterprises', 'Tax planning', 'Taxation', 'Business enterprises, taxation', 'Business enterprises, united states', 'Law and legislation', 'Steuerplanung', 'Steuerrecht', 'Steuervermeidung', 'Strategisches Management', 'Unternehmen', 'Strategische planning', 'Strategisch management', 'Belastingen', 'Fiscale aspecten']",1
BOOK00736,Harvard business review on green business strategy,1,OL2634848A,Harvard Business School,2007.0,,"['Industrial management', 'Umweltschutz', 'Environmental aspects', 'Strategic planning', 'Business enterprises', 'Social responsibility of business', 'Unternehmen', 'Strategisches Management']",1
BOOK00737,Business strategy,1,OL1608050A,Jeremy Kourdi,2003.0,,"['Business planning', 'Strategic planning']",2
BOOK00738,Developing Business Strategies,1,OL220279A,David A. Aaker,2001.0,,[],4
BOOK00739,International business,1,OL828245A,S. Tamer Cavusgil,2007.0,,"['International business enterprises', 'Management', 'International business', 'International Business Administration', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'International - General', 'Business & Economics / International', 'Strategic planning', 'Industrial management', 'International trade', 'Entreprises multinationales', 'Commerce international', 'Business and Management', 'Internasjonale bedrifter', 'Ledelse', 'Internasjonal handel', 'Business &amp; economics']",1
BOOK00739,International business,2,OL2866738A,Tamer Cavusgil,2007.0,,"['International business enterprises', 'Management', 'International business', 'International Business Administration', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'International - General', 'Business & Economics / International', 'Strategic planning', 'Industrial management', 'International trade', 'Entreprises multinationales', 'Commerce international', 'Business and Management', 'Internasjonale bedrifter', 'Ledelse', 'Internasjonal handel', 'Business &amp; economics']",1
BOOK00739,International business,3,OL768925A,Gary Knight,2007.0,,"['International business enterprises', 'Management', 'International business', 'International Business Administration', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'International - General', 'Business & Economics / International', 'Strategic planning', 'Industrial management', 'International trade', 'Entreprises multinationales', 'Commerce international', 'Business and Management', 'Internasjonale bedrifter', 'Ledelse', 'Internasjonal handel', 'Business &amp; economics']",1
BOOK00739,International business,4,OL3367886A,John Riesenberger,2007.0,,"['International business enterprises', 'Management', 'International business', 'International Business Administration', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'International - General', 'Business & Economics / International', 'Strategic planning', 'Industrial management', 'International trade', 'Entreprises multinationales', 'Commerce international', 'Business and Management', 'Internasjonale bedrifter', 'Ledelse', 'Internasjonal handel', 'Business &amp; economics']",1
BOOK00740,International Business Strategy and Cross-Cultural Management,1,OL9990496A,Nicole F. Richter,2022.0,,[],1
BOOK00740,International Business Strategy and Cross-Cultural Management,2,OL7080504A,Jesper Strandskov,2022.0,,[],1
BOOK00740,International Business Strategy and Cross-Cultural Management,3,OL9990497A,Sven Hauff,2022.0,,[],1
BOOK00740,International Business Strategy and Cross-Cultural Management,4,OL9990498A,Vasyl Taras,2022.0,,[],1
BOOK00741,Think Like a UX Researcher,1,OL2648409A,David Travis,2019.0,,['User interfaces (computer systems)'],1
BOOK00741,Think Like a UX Researcher,2,OL3154865A,Philip Hodgson,2019.0,,['User interfaces (computer systems)'],1
BOOK00742,Love As a Business Strategy,1,OL12433045A,Mohammad F. Anwar,2021.0,,['Business'],1
BOOK00742,Love As a Business Strategy,2,OL12433046A,Frank E. Danna,2021.0,,['Business'],1
BOOK00742,Love As a Business Strategy,3,OL12433047A,Jeffrey F. Ma,2021.0,,['Business'],1
BOOK00742,Love As a Business Strategy,4,OL12433048A,Christopher J. Pitre,2021.0,,['Business'],1
BOOK00743,Business Strategy,1,OL7954858A,Patrick J. Stroh,2014.0,,"['Leadership', 'Management', 'BUSINESS & ECONOMICS', 'Strategic planning', 'BUSINESS & ECONOMICS / Management']",1
BOOK00744,Understanding business strategy,1,OL2650732A,R. Duane Ireland,2012.0,,"['Case studies', 'Business planning', 'Strategic planning']",2
BOOK00745,Digital Business,1,OL5064299A,Annmarie Hanlon,2024.0,,[],1
BOOK00746,Corporate strategy,1,OL1010168A,H. Igor Ansoff,1965.0,,"['Business planning', 'Industrial management', 'Strategic planning', 'Corporate planning', 'Social responsibility of business', 'Corporations, finance', 'Gestion']",2
BOOK00747,Business Strategy,1,OL2732133A,George Stonehouse,2003.0,,[],1
BOOK00747,Business Strategy,2,OL7791069A,Bill Houston,2003.0,,[],1
BOOK00748,Designing Identity,1,OL3056082A,Marc English,1998.0,,"['Graphic design', 'Graphic design (Typography)', 'Commercial art', 'Advertising', 'Corporate image', 'Graphic arts', 'Printing', 'House organs', 'Pamphlets', 'Design']",1
BOOK00749,Managerial economics and business strategy,1,OL532682A,Michael R. Baye,2003.0,,"['collectionID:HSECO', 'Managerial economics', 'Strategic planning']",2
BOOK00750,e-Business strategies for virtual organizations,1,OL1098126A,Janice Burn,2002.0,,"['Electronic commerce', 'Virtual corporations', 'Commerce électronique', 'Entreprises virtuelles', 'BUSINESS & ECONOMICS', 'Management Science', 'Organizational Behavior', 'Industrial Management', 'Management']",1
BOOK00751,Managing Health Care Business Strategy,1,OL8089779A,George B. Moseley III,2016.0,,"['Medical care', 'Health facilities', 'Business management', 'Finance', 'Strategic planning', 'Financial Management', 'Methods', 'Health Facilities', 'Economics', 'Health Services Administration']",1
BOOK00752,Business strategies for the next-generation network,1,OL2909853A,Nigel Seel,2006.0,,"['Business planning', 'Computer networks', 'Strategic planning', 'Industrial management', ""Réseaux d'ordinateurs"", 'Planification stratégique', 'COMPUTERS', 'Networking', 'Vendor Specific', 'Data Transmission Systems', 'General']",1
BOOK00753,European Business Strategy,1,OL926801A,Terry Garrison,1993.0,,"['Business planning', 'Case studies', 'Strategic planning', 'Discworld (imaginary place), fiction', 'Death (fictitious character : pratchett), fiction', 'Fiction, fantasy, general']",1
BOOK00754,Business strategy,1,OL441696A,"Campbell, David J.",2011.0,,"['BUSINESS & ECONOMICS / Strategic Planning', 'Business planning', 'BUSINESS & ECONOMICS / Business Ethics', 'BUSINESS & ECONOMICS / Management', 'Strategic planning']",1
BOOK00755,Learning Domain-Driven Design,1,OL9574146A,Vladik Khononov,2021.0,,[],1
BOOK00756,International Business and Global Strategy,1,OL7276987A,Peter Zámborský,2016.0,,[],1
BOOK00757,Instagram Business - Sell on Instagram Customer Psychology : How to Use Instagram for Business : Instagram Business Strategy : Start Business - Instagram,1,OL10681772A,Sobia Publication,2022.0,,[],1
BOOK00758,Financial Accounting,1,OL402967A,Paul D. Kimmel,1998.0,,"['Accounting', 'Finanzbuchhaltung', 'Finance']",5
BOOK00759,Managerial Accounting,1,OL225203A,Jerry J. Weygandt,1999.0,,"['Rechnungslegung', 'Comptabilité de gestion', 'Managerial accounting', 'Bilanz', 'Management accounting', 'Lotus 1-2-3 (computer program)', 'Microsoft excel (computer program)']",3
BOOK00760,Business Statistics,1,OL425147A,Ken Black,1991.0,,"['Statistical decision', 'Textbooks', 'Commercial statistics', 'Statistics textbooks', 'Mathematics textbooks', 'Bedrijfsstatistiek', 'Business, statistical methods']",1
BOOK00761,Statistical analysis for decision making,1,OL146690A,Morris Hamburg,1970.0,,"['Statistical methods', 'Statistics', 'Statistical decision', 'Textbooks', 'Decision-making', 'Statistics textbooks', 'Mathematics textbooks', 'Social sciences', 'Decision making', 'Multivariate analysis']",1
BOOK00762,The managerial decision-making process,1,OL244529A,E. Frank Harrison,1975.0,,"['Decision making', 'Management']",1
BOOK00763,Judgment in managerial decision making,1,OL236063A,Max H. Bazerman,1986.0,,"['Management', 'Judgment', 'Decision making', 'Besluitvorming', 'Entscheidungsfindung', 'Entscheidungsprozess', 'Hd30.23 .b38 2009', '658.4/03', 'Business &amp; economics', 'Decision-making & problem solving']",1
BOOK00764,Administrative behavior,1,OL121675A,Herbert Alexander Simon,1947.0,,"['Management', 'Organizational behavior', 'Decision making', 'Decision-making', 'Hd31 .s55 1997', '658.4', 'Administracao', 'Organization and Administration']",1
BOOK00765,Business ethics,1,OL37425A,O. C. Ferrell,1991.0,,"['Case studies', 'Business ethics', 'Bedrijfsethiek', 'Business ethics--case studies', 'Hf5387 .f45 2002', '174/.4']",2
BOOK00765,Business ethics,2,OL2733865A,John Fraedrich,1991.0,,"['Case studies', 'Business ethics', 'Bedrijfsethiek', 'Business ethics--case studies', 'Hf5387 .f45 2002', '174/.4']",1
BOOK00765,Business ethics,3,OL2640453A,Linda Ferrell,1991.0,,"['Case studies', 'Business ethics', 'Bedrijfsethiek', 'Business ethics--case studies', 'Hf5387 .f45 2002', '174/.4']",1
BOOK00766,Business Analytics,1,OL239935A,S. Christian Albright,2014.0,,"['Industrial management', 'Decision making', 'Microsoft excel (computer program)', 'Computer programs', 'Statistical methods', 'Betriebsanalyse', 'Datenanalyse', 'Entscheidungsfindung', 'Gestion', 'Informatique', 'Statistique', 'Logiciels', 'Prise de décision', 'Microsoft Excel (Computer file)', 'Icrosoft Excel (logiciel)']",2
BOOK00766,Business Analytics,2,OL452854A,Wayne L. Winston,2014.0,,"['Industrial management', 'Decision making', 'Microsoft excel (computer program)', 'Computer programs', 'Statistical methods', 'Betriebsanalyse', 'Datenanalyse', 'Entscheidungsfindung', 'Gestion', 'Informatique', 'Statistique', 'Logiciels', 'Prise de décision', 'Microsoft Excel (Computer file)', 'Icrosoft Excel (logiciel)']",1
BOOK00767,Judgment and decision making,1,OL422889A,Peter Juslin,1999.0,,"['Judgment', 'Decision making', 'Prise de décision', 'Jugement', 'SELF-HELP', 'Motivational & Inspirational']",1
BOOK00767,Judgment and decision making,2,OL2333737A,Henry Montgomery,1999.0,,"['Judgment', 'Decision making', 'Prise de décision', 'Jugement', 'SELF-HELP', 'Motivational & Inspirational']",1
BOOK00768,Curriculum improvement,1,OL591198A,Ronald C. Doll,1964.0,,"['Curricula', 'Curriculum change', 'Education', 'Curriculum planning', ""Programmes d'études"", 'Curriculum', 'Curriculumreform', 'Curriculumplanung']",1
BOOK00769,The psychology of judgment and decision making,1,OL836577A,Scott Plous,1993.0,,"['Decision making', 'Judgment', 'Urteilen', 'Psychologie', 'Entscheidungsprozess', 'Décision', 'Comportement', 'Psychology', 'Cours de formation', 'Gestion du personnel', 'Prise de décision', 'Aspects psychologiques', 'Besluitvorming', 'Meningsvorming', 'Personnalité', 'Jugement', 'Decision making [mesh]', 'Psychology [mesh]', 'Bf448 .p56 1993', '153.8/3']",1
BOOK00770,Financial accounting,1,OL225203A,Jerry J. Weygandt,1995.0,,"['Accounting', 'Accounting.', 'Aufgabensammlung', 'Finanzbuchhaltung', 'Financial statements', 'Finance', 'Accounting, auditing']",3
BOOK00771,Financial decision making,1,OL835181A,John J. Hampton,1976.0,,"['Finance', 'Sociétés', 'Corporations', 'Finances', 'Corporations, finance']",1
BOOK00772,Executive decision making,1,OL2189463A,Manley Howe Jones,1957.0,,"['Industrial management', 'Executives']",1
BOOK00773,Policy paradox,1,OL2685917A,Deborah Stone,2012.0,,"['Policy sciences', 'Economic aspects', 'Political planning', 'Beleidsvorming', 'Economics', 'Policyanalys', 'Public Policy', 'Politieke besluitvorming', 'Policy sciences--economic aspects', 'Political planning--economic aspects', 'Public policy--economics', 'H97 .s83 2012', 'H 97 s76 2012', '320.6']",1
BOOK00774,Career decision making,1,OL586777A,W. Bruce Walsh,1988.0,,"['Career development', 'Decision making', 'Career changes', 'Psychology', 'Vocational guidance', 'Plan de carrière', 'Prise de décision', 'Secondes carrières']",1
BOOK00774,Career decision making,2,OL658799A,Samuel H. Osipow,1988.0,,"['Career development', 'Decision making', 'Career changes', 'Psychology', 'Vocational guidance', 'Plan de carrière', 'Prise de décision', 'Secondes carrières']",1
BOOK00775,An introduction to management science,1,OL78984A,David Ray Anderson,1976.0,,"['Linear programming', 'Management', 'Management science', 'Mathematical models', 'Operations research', 'Recherche operationnelle', 'Programmation lineaire', 'Gestion', 'Modeles mathematiques', 'Operations Research', 'DECISION THEORY', 'MANAGEMENT METHODS', 'OPERATIONS RESEARCH', 'LINEAR PROGRAMMING', 'DECISION MAKING', 'Kwantitatieve methoden', 'Besliskunde', 'Administração', 'Valor (administração)', 'Programação linear']",3
BOOK00776,Argumentation and debate,1,OL30687A,Austin J. Freeley,1961.0,,"['Critical thinking', 'Debates and debating', 'Decision making', 'Decision-making', 'Persuasion (Rhetoric)', 'Reasoning', 'Besluitvorming', 'Debatten', 'Communication Studies', 'Language Arts / Linguistics / Literacy', 'General', 'Language Arts & Disciplines', 'Textbooks', 'Theater - General', 'Language', 'Speech', 'Language Arts & Disciplines / Speech', 'Public Speaking']",1
BOOK00776,Argumentation and debate,2,OL2777196A,David L. Steinberg,1961.0,,"['Critical thinking', 'Debates and debating', 'Decision making', 'Decision-making', 'Persuasion (Rhetoric)', 'Reasoning', 'Besluitvorming', 'Debatten', 'Communication Studies', 'Language Arts / Linguistics / Literacy', 'General', 'Language Arts & Disciplines', 'Textbooks', 'Theater - General', 'Language', 'Speech', 'Language Arts & Disciplines / Speech', 'Public Speaking']",1
BOOK00777,Sales management,1,OL550262A,Thomas N. Ingram,2005.0,,"['Sales management', 'Sales & marketing', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Management - General', 'Sales & Selling - Management', 'Business & Economics / Management', 'BUSINESS & ECONOMICS', 'Sales & Selling', 'Marketing', 'General']",1
BOOK00777,Sales management,2,OL2627347A,Raymond W. Laforge,2005.0,,"['Sales management', 'Sales & marketing', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Management - General', 'Sales & Selling - Management', 'Business & Economics / Management', 'BUSINESS & ECONOMICS', 'Sales & Selling', 'Marketing', 'General']",1
BOOK00777,Sales management,3,OL2627348A,Ramon A. Avila,2005.0,,"['Sales management', 'Sales & marketing', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Management - General', 'Sales & Selling - Management', 'Business & Economics / Management', 'BUSINESS & ECONOMICS', 'Sales & Selling', 'Marketing', 'General']",1
BOOK00777,Sales management,4,OL2627349A,"Charles H., Jr Schwepker",2005.0,,"['Sales management', 'Sales & marketing', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Management - General', 'Sales & Selling - Management', 'Business & Economics / Management', 'BUSINESS & ECONOMICS', 'Sales & Selling', 'Marketing', 'General']",1
BOOK00777,Sales management,5,OL2627350A,Michael R. Williams,2005.0,,"['Sales management', 'Sales & marketing', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Management - General', 'Sales & Selling - Management', 'Business & Economics / Management', 'BUSINESS & ECONOMICS', 'Sales & Selling', 'Marketing', 'General']",1
BOOK00778,Financial Accounting,1,OL402967A,Paul D. Kimmel,2008.0,,[],5
BOOK00779,Decision making,1,OL129765A,Irving Lester Janis,1977.0,,"['Commitment (Psychology)', 'Stress (Psychology)', 'Decision making', 'Conflict (Psychology)', 'Stress', 'Prise de décision', 'Engagement (Psychologie)', 'Psychological Stress', 'Conflit (Psychologie)', 'Psychological aspects']",1
BOOK00780,Data analysis & decision making with Microsoft Excel,1,OL239935A,S. Christian Albright,1999.0,,"['Statistical methods', 'Industrial management', 'Microsoft Excel (Computer file)', 'Computer programs', 'Decision making', 'Economics, Finance, Business and Industry', 'Management decision making', 'Business & Economics', 'Mathematics', 'Textbooks', 'Business/Economics', 'Applied', 'Probability & Statistics - General', 'Statistics', 'Mathematics / Applied', 'Decision Making & Problem Solving']",2
BOOK00780,Data analysis & decision making with Microsoft Excel,2,OL2776999A,Wayne Winston,1999.0,,"['Statistical methods', 'Industrial management', 'Microsoft Excel (Computer file)', 'Computer programs', 'Decision making', 'Economics, Finance, Business and Industry', 'Management decision making', 'Business & Economics', 'Mathematics', 'Textbooks', 'Business/Economics', 'Applied', 'Probability & Statistics - General', 'Statistics', 'Mathematics / Applied', 'Decision Making & Problem Solving']",1
BOOK00780,Data analysis & decision making with Microsoft Excel,3,OL3322990A,Christopher J. Zappe,1999.0,,"['Statistical methods', 'Industrial management', 'Microsoft Excel (Computer file)', 'Computer programs', 'Decision making', 'Economics, Finance, Business and Industry', 'Management decision making', 'Business & Economics', 'Mathematics', 'Textbooks', 'Business/Economics', 'Applied', 'Probability & Statistics - General', 'Statistics', 'Mathematics / Applied', 'Decision Making & Problem Solving']",1
BOOK00781,Financial Accounting,1,OL402967A,Paul D. Kimmel,2008.0,,"['Accounting', 'Accounting, standards', 'International business enterprises, accounting', 'Decision making, data processing', 'Managerial accounting', 'Accounting, problems, exercises, etc.']",5
BOOK00781,Financial Accounting,2,OL7447258A,Donald E. Kieso,2008.0,,"['Accounting', 'Accounting, standards', 'International business enterprises, accounting', 'Decision making, data processing', 'Managerial accounting', 'Accounting, problems, exercises, etc.']",3
BOOK00782,A primer on decision making,1,OL234151A,James G. March,1994.0,,"['Decision making', 'Hd30.23 .m368 1994', '658.4/03']",1
BOOK00783,"Management Decision-Making, Big Data and Analytics",1,OL8298977A,Simone Gressel,2020.0,,['Economics'],1
BOOK00783,"Management Decision-Making, Big Data and Analytics",2,OL3118694A,David J. Pauleen,2020.0,,['Economics'],1
BOOK00783,"Management Decision-Making, Big Data and Analytics",3,OL8298978A,Nazim Taskin,2020.0,,['Economics'],1
BOOK00784,Business ethics,1,OL391613A,Laura Pincus Hartman,2007.0,,['Business ethics'],1
BOOK00784,Business ethics,2,OL2638636A,Laura P. Hartman,2007.0,,['Business ethics'],1
BOOK00784,Business ethics,3,OL218033A,Joseph R. DesJardins,2007.0,,['Business ethics'],1
BOOK00785,DECISION MAKING,1,OL2626708A,Irving L. Janis,1979.0,,[],1
BOOK00786,Data Analytics and Decision Making,1,OL10366460A,Ali AbdulHussein,2022.0,,"['Data science and analysis: general', 'Business and management', 'Engineering: general', 'Probability and statistics', 'Data analytics']",1
BOOK00787,Multiple criteria decision making,1,OL1434833A,Milan Zeleny,1982.0,,"['Mathematical models', 'Decision making', 'Décision, prise', 'Modèles mathématiques', 'Prise de décision', 'Entscheidungsfindung']",1
BOOK00788,Nursing Fundamentals,1,OL2852718A,Rick Daniels,2003.0,,"['Nursing assessment', 'Nursing', 'Nursing Care', 'Nursing Assessment']",1
BOOK00789,Fear of Missing Out,1,OL7609129A,Patrick J. McGinnis,2020.0,,['Psychology'],1
BOOK00790,Accounting for Decision Making and Control,1,OL542424A,Jerold L. Zimmerman,1995.0,,"['Managerial accounting', 'Management', 'Decision making', 'Accounting']",1
BOOK00790,Accounting for Decision Making and Control,2,OL2865625A,Zimmerman,1995.0,,"['Managerial accounting', 'Management', 'Decision making', 'Accounting']",1
BOOK00790,Accounting for Decision Making and Control,3,OL3401020A,Will Yancey,1995.0,,"['Managerial accounting', 'Management', 'Decision making', 'Accounting']",1
BOOK00791,Accounting for managers,1,OL6512827A,Paul M. Collier,2009.0,,['Managerial accounting'],1
BOOK00792,Radical Uncertainty,1,OL4438445A,Mervyn King,2019.0,,"['Economics', 'Economics, psychological aspects', 'Consumer behavior', 'Decision making', 'Psychological aspects', 'Economic aspects', 'BUSINESS & ECONOMICS / Economics / General']",1
BOOK00792,Radical Uncertainty,2,OL676066A,John Kay,2019.0,,"['Economics', 'Economics, psychological aspects', 'Consumer behavior', 'Decision making', 'Psychological aspects', 'Economic aspects', 'BUSINESS & ECONOMICS / Economics / General']",1
BOOK00793,Managerial Accounting,1,OL225203A,Jerry J. Weygandt,2010.0,,['Managerial accounting'],3
BOOK00793,Managerial Accounting,2,OL8173710A,Ibrahim M. Aly,2010.0,,['Managerial accounting'],1
BOOK00793,Managerial Accounting,3,OL7447258A,Donald E. Kieso,2010.0,,['Managerial accounting'],3
BOOK00793,Managerial Accounting,4,OL402967A,Paul D. Kimmel,2010.0,,['Managerial accounting'],5
BOOK00794,Business ethics,1,OL37425A,O. C. Ferrell,2011.0,,"['Business ethics', 'Case studies']",2
BOOK00795,Judgment and Decision-Making,1,OL7773959A,Nancy S. Kim,2017.0,,"['Judgment', 'Decision making']",1
BOOK00796,Holistic management,1,OL236843A,Allan Savory,1998.0,,"['Environmental economics', 'Human ecology', 'Management', 'Natural resources', 'Sustainable development', 'Management & management techniques', 'Life Sciences - Ecology', 'Environmental Studies', 'Science', 'Nature/Ecology', 'Environmental Conservation & Protection - General', 'Environmental Science', 'Philosophy / Ethics & Moral Philosophy', 'Holismus', 'Entscheidungsfindung', 'Natural resources, management']",1
BOOK00796,Holistic management,2,OL3041173A,Jody Butterfield,1998.0,,"['Environmental economics', 'Human ecology', 'Management', 'Natural resources', 'Sustainable development', 'Management & management techniques', 'Life Sciences - Ecology', 'Environmental Studies', 'Science', 'Nature/Ecology', 'Environmental Conservation & Protection - General', 'Environmental Science', 'Philosophy / Ethics & Moral Philosophy', 'Holismus', 'Entscheidungsfindung', 'Natural resources, management']",1
BOOK00797,Creative decision making,1,OL897567A,H. B. Gelatt,1991.0,,"['Decision making', 'Uncertainty', 'Prise de decision', 'Industrial management']",1
BOOK00798,Economics,1,OL119802A,George Leland Bach,1954.0,,"['Economic policy', 'Economics', 'Macroeconomics', 'Microeconomics', 'Politique economique', 'Wirtschaftspolitik', 'Economie politique', 'Computers']",1
BOOK00799,The ethical decision-making manual for helping professionals,1,OL395036A,Sarah O. Steinman,1998.0,,"['Counselors', 'Decision making', 'Moral and ethical aspects', 'Moral and ethical aspects of Decision making', 'Moral and ethical aspects of Social service', 'Problems, exercises', 'Problems, exercises, etc', 'Professional ethics', 'Social service']",1
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,1,OL78984A,David Ray Anderson,2019.0,,"['Management science', 'Operations research']",3
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,2,OL2778455A,Dennis J. Sweeney,2019.0,,"['Management science', 'Operations research']",1
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,3,OL2778456A,Thomas Arthur Williams,2019.0,,"['Management science', 'Operations research']",1
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,4,OL7501910A,Jeffrey D. Camm,2019.0,,"['Management science', 'Operations research']",1
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,5,OL7501911A,James J. Cochran,2019.0,,"['Management science', 'Operations research']",1
BOOK00801,Financial Accounting,1,OL402967A,Paul D. Kimmel,2010.0,,['Accounting'],5
BOOK00801,Financial Accounting,2,OL7447258A,Donald E. Kieso,2010.0,,['Accounting'],3
BOOK00802,Accounting,1,OL8126027A,Jacqueline Birt,2005.0,,['Accounting'],1
BOOK00802,Accounting,2,OL8126028A,Keryn Chalmers,2005.0,,['Accounting'],1
BOOK00802,Accounting,3,OL16223750A,Suzanne Byrne,2005.0,,['Accounting'],1
BOOK00802,Accounting,4,OL3537217A,Albie Brooks,2005.0,,['Accounting'],1
BOOK00802,Accounting,5,OL918315A,Judy Oliver,2005.0,,['Accounting'],1
BOOK00803,Decision making and problem solving strategies,1,OL2729090A,John Adair,2010.0,,"['Business', 'Careers', 'Nonfiction', 'Decision-Making & Problem Solving', 'Decision making', 'Thought and thinking', 'Problem solving', 'BUSINESS & ECONOMICS']",1
BOOK00804,Managerial accounting,1,OL534204A,Ray H. Garrison,1976.0,,"['Managerial accounting', 'Contabilidad administrativa', 'Comptabilité de gestion', 'Management', 'Rechnungswesen', 'Accountancy', 'open_syllabus_project', 'Unternehmensplanung', 'Management-Informationssystem', 'Management accounting', 'Kostenmanagement', 'Betriebliches Rechnungswesen', 'Theorie']",1
BOOK00804,Managerial accounting,2,OL2639592A,"Eric W., Phd Noreen",1976.0,,"['Managerial accounting', 'Contabilidad administrativa', 'Comptabilité de gestion', 'Management', 'Rechnungswesen', 'Accountancy', 'open_syllabus_project', 'Unternehmensplanung', 'Management-Informationssystem', 'Management accounting', 'Kostenmanagement', 'Betriebliches Rechnungswesen', 'Theorie']",1
BOOK00804,Managerial accounting,3,OL2638699A,Eric Noreen,1976.0,,"['Managerial accounting', 'Contabilidad administrativa', 'Comptabilité de gestion', 'Management', 'Rechnungswesen', 'Accountancy', 'open_syllabus_project', 'Unternehmensplanung', 'Management-Informationssystem', 'Management accounting', 'Kostenmanagement', 'Betriebliches Rechnungswesen', 'Theorie']",1
BOOK00804,Managerial accounting,4,OL1436960A,Peter C. Brewer,1976.0,,"['Managerial accounting', 'Contabilidad administrativa', 'Comptabilité de gestion', 'Management', 'Rechnungswesen', 'Accountancy', 'open_syllabus_project', 'Unternehmensplanung', 'Management-Informationssystem', 'Management accounting', 'Kostenmanagement', 'Betriebliches Rechnungswesen', 'Theorie']",1
BOOK00805,An Introduction to Management Science,1,OL78984A,David Ray Anderson,1982.0,,"['Management science', 'Linear programming', 'Management', 'Operations research', 'Mathematical models']",3
BOOK00806,Improve Your Communication Skills,1,OL2178985A,Alan Barker,2010.0,,"['Business', 'Careers', 'Nonfiction', 'Business communication', 'BUSINESS & ECONOMICS', 'General', 'SELF-HELP', 'Personal Growth', 'Communication in management']",1
BOOK00807,Effective business communications,1,OL544400A,Herta A. Murphy,1972.0,,"['Commercial correspondence', 'Business communication', 'Business report writing', 'Communication in management']",1
