book_id,canonical_title,source_group,core_text_boundary,enriched_text_boundary,core_active_features_final,enriched_active_features_final,core_zero_vector_final,enriched_zero_vector_final
BOOK01505,The Heart of Innovation,LeadershipNow only,the heart of innovation zzfieldboundaryzz matt chanoff merrick furst daniel sabbah and mark wegman,the heart of innovation zzfieldboundaryzz matt chanoff merrick furst daniel sabbah and mark wegman,5,5,False,False
BOOK01506,The Possible Self,LeadershipNow only,the possible self zzfieldboundaryzz maja djikic,the possible self zzfieldboundaryzz maja djikic,2,2,False,False
BOOK01507,Simple Truths of Leadership Playbook,LeadershipNow only,simple truths of leadership playbook zzfieldboundaryzz ken blanchard randy conley and renee broadwell,simple truths of leadership playbook zzfieldboundaryzz ken blanchard randy conley and renee broadwell,16,16,False,False
BOOK01508,Head & Heart,LeadershipNow only,head heart zzfieldboundaryzz kirstin ferguson,head heart zzfieldboundaryzz kirstin ferguson,1,1,False,False
BOOK01509,The Generous Leader,LeadershipNow only,the generous leader zzfieldboundaryzz joe davis,the generous leader zzfieldboundaryzz joe davis,3,3,False,False
BOOK01510,Thinking at the Speed of Bias,LeadershipNow only,thinking at the speed of bias zzfieldboundaryzz sara taylor,thinking at the speed of bias zzfieldboundaryzz sara taylor,4,5,False,False
BOOK01511,From Founder to Future,LeadershipNow only,from founder to future zzfieldboundaryzz john abrams,from founder to future zzfieldboundaryzz john abrams,4,4,False,False
BOOK01512,"Human First, Leader Second",LeadershipNow only,human first leader second zzfieldboundaryzz massimo backus,human first leader second zzfieldboundaryzz massimo backus,4,4,False,False
BOOK01513,Fierce Resilience,LeadershipNow only,fierce resilience zzfieldboundaryzz edward beltran foreword by susan scott,fierce resilience zzfieldboundaryzz edward beltran foreword by susan scott,5,6,False,False
BOOK01514,Radical Listening,LeadershipNow only,radical listening zzfieldboundaryzz christian van nieuwerburgh and robert biswas-diener,radical listening zzfieldboundaryzz christian van nieuwerburgh and robert biswas-diener,5,5,False,False
BOOK01515,The Courage Gap,LeadershipNow only,the courage gap zzfieldboundaryzz margie warrell,the courage gap zzfieldboundaryzz margie warrell,2,2,False,False
BOOK01516,"Change Your Questions, Change Your Life:",LeadershipNow only,change your questions change your life zzfieldboundaryzz marilee adams,change your questions change your life zzfieldboundaryzz marilee adams,9,9,False,False
BOOK01517,"Change Your Questions, Change Your Life Workbook:",LeadershipNow only,change your questions change your life workbook zzfieldboundaryzz marilee adams with andrea f lipton,change your questions change your life workbook zzfieldboundaryzz marilee adams with andrea f lipton,11,11,False,False
BOOK01518,Smart Brevity,LeadershipNow only,smart brevity zzfieldboundaryzz jim vandehei mike allen and roy schwartz,smart brevity zzfieldboundaryzz jim vandehei mike allen and roy schwartz,8,8,False,False
BOOK01519,Champion Mindset,LeadershipNow only,champion mindset zzfieldboundaryzz patrick mouratoglou,champion mindset zzfieldboundaryzz patrick mouratoglou,3,3,False,False
BOOK01520,The Strategists,LeadershipNow only,the strategists zzfieldboundaryzz phillips payson o'brien,the strategists zzfieldboundaryzz phillips payson o'brien,2,2,False,False
BOOK01521,Emotional,LeadershipNow only,emotional zzfieldboundaryzz leonard mlodinow,emotional zzfieldboundaryzz leonard mlodinow,1,1,False,False
BOOK01522,The View from Ninety,LeadershipNow only,the view from ninety zzfieldboundaryzz charles handy,the view from ninety zzfieldboundaryzz charles handy,2,2,False,False
BOOK01523,Inside Out,LeadershipNow only,inside out zzfieldboundaryzz charlie unwin,inside out zzfieldboundaryzz charlie unwin,2,2,False,False
BOOK01524,The Brain-Friendly Workplace,LeadershipNow only,the brain-friendly workplace zzfieldboundaryzz friederike fabritius,the brain-friendly workplace zzfieldboundaryzz friederike fabritius,1,1,False,False
BOOK01525,Positive Communication for Leaders,LeadershipNow only,positive communication for leaders zzfieldboundaryzz julien c mirivel and alexander lyon,positive communication for leaders zzfieldboundaryzz julien c mirivel and alexander lyon,4,4,False,False
BOOK01526,Dancing with Disruption,LeadershipNow only,dancing with disruption zzfieldboundaryzz linda rossetti,dancing with disruption zzfieldboundaryzz linda rossetti,4,4,False,False
BOOK01527,The A-Ha! Method,LeadershipNow only,the a-ha method zzfieldboundaryzz gabe zichermann,the a-ha method zzfieldboundaryzz gabe zichermann,2,2,False,False
BOOK01528,Emotion By Design,LeadershipNow only,emotion by design zzfieldboundaryzz greg hoffman,emotion by design zzfieldboundaryzz greg hoffman,3,4,False,False
BOOK01529,Becoming a Changemaker,LeadershipNow only,becoming a changemaker zzfieldboundaryzz alex budak,becoming a changemaker zzfieldboundaryzz alex budak,1,1,False,False
BOOK01530,The Wisdom of the Bullfrog,LeadershipNow only,the wisdom of the bullfrog zzfieldboundaryzz admiral william h mcraven,the wisdom of the bullfrog zzfieldboundaryzz admiral william h mcraven,6,6,False,False
BOOK01531,Mastering Community,LeadershipNow only,mastering community zzfieldboundaryzz christine porath,mastering community zzfieldboundaryzz christine porath,3,3,False,False
BOOK01532,Seek,LeadershipNow only,seek zzfieldboundaryzz scott shigeoka,seek zzfieldboundaryzz scott shigeoka,1,2,False,False
BOOK01533,Hope for Cynics,LeadershipNow only,hope for cynics zzfieldboundaryzz jamil zaki,hope for cynics zzfieldboundaryzz jamil zaki,0,1,True,False
BOOK01534,Sideline CEO,LeadershipNow only,sideline ceo zzfieldboundaryzz marty smith foreword by tim tebow,sideline ceo zzfieldboundaryzz marty smith foreword by tim tebow,5,5,False,False
BOOK01535,Conquering Crisis,LeadershipNow only,conquering crisis zzfieldboundaryzz admiral william h mcraven,conquering crisis zzfieldboundaryzz admiral william h mcraven,6,6,False,False
BOOK01536,Leadership Not by the Book,LeadershipNow only,leadership not by the book zzfieldboundaryzz david green with bill high,leadership not by the book zzfieldboundaryzz david green with bill high,5,6,False,False
BOOK01537,For Profit,LeadershipNow only,for profit zzfieldboundaryzz william magnuson,for profit zzfieldboundaryzz william magnuson,2,2,False,False
BOOK01538,Nobody's Fool,LeadershipNow only,nobody's fool zzfieldboundaryzz daniel simons and christopher chabris,nobody's fool zzfieldboundaryzz daniel simons and christopher chabris,7,7,False,False
BOOK01539,The Self Delusion,LeadershipNow only,the self delusion zzfieldboundaryzz gregory berns,the self delusion zzfieldboundaryzz gregory berns,2,2,False,False
BOOK01540,How to Expect the Unexpected,LeadershipNow only,how to expect the unexpected zzfieldboundaryzz kit yates,how to expect the unexpected zzfieldboundaryzz kit yates,3,4,False,False
BOOK01541,The Quest for Character,LeadershipNow only,the quest for character zzfieldboundaryzz massimo pigliucci,the quest for character zzfieldboundaryzz massimo pigliucci,2,2,False,False
BOOK01542,Awaken Your Genius,LeadershipNow only,awaken your genius zzfieldboundaryzz ozan varol,awaken your genius zzfieldboundaryzz ozan varol,2,2,False,False
BOOK01543,For the Culture,LeadershipNow only,for the culture zzfieldboundaryzz marcus collins,for the culture zzfieldboundaryzz marcus collins,3,3,False,False
BOOK01544,The Crux,LeadershipNow only,the crux zzfieldboundaryzz richard p rumelt,the crux zzfieldboundaryzz richard p rumelt,1,1,False,False
BOOK01545,How to Beat a Broken Game,LeadershipNow only,how to beat a broken game zzfieldboundaryzz pedro moura,how to beat a broken game zzfieldboundaryzz pedro moura,2,2,False,False
BOOK01546,The Future Is Analog,LeadershipNow only,the future is analog zzfieldboundaryzz david sax,the future is analog zzfieldboundaryzz david sax,3,3,False,False
BOOK01547,The Tao of Alibaba,LeadershipNow only,the tao of alibaba zzfieldboundaryzz brian a wong,the tao of alibaba zzfieldboundaryzz brian a wong,3,3,False,False
BOOK01548,The Sound of the Future,LeadershipNow only,the sound of the future zzfieldboundaryzz tobias dengel with karl weber,the sound of the future zzfieldboundaryzz tobias dengel with karl weber,2,3,False,False
BOOK01549,Credible,LeadershipNow only,credible zzfieldboundaryzz amanda goodall,credible zzfieldboundaryzz amanda goodall,2,2,False,False
BOOK01550,The Life Cycle of a CEO,LeadershipNow only,the life cycle of a ceo zzfieldboundaryzz claudius a hildebrand and robert j stark,the life cycle of a ceo zzfieldboundaryzz claudius a hildebrand and robert j stark,4,5,False,False
BOOK01551,A Leader's Destiny,LeadershipNow only,a leader's destiny zzfieldboundaryzz elias aboujaoude,a leader's destiny zzfieldboundaryzz elias aboujaoude,1,1,False,False
BOOK01552,The Creativity Choice,LeadershipNow only,the creativity choice zzfieldboundaryzz zorana ivcevic pringle,the creativity choice zzfieldboundaryzz zorana ivcevic pringle,2,2,False,False
BOOK01553,Pattern Breakers,LeadershipNow only,pattern breakers zzfieldboundaryzz mike maples jr and peter ziebelman,pattern breakers zzfieldboundaryzz mike maples jr and peter ziebelman,4,4,False,False
BOOK01554,Meaningful Work,LeadershipNow only,meaningful work zzfieldboundaryzz wes adams and tamara myles,meaningful work zzfieldboundaryzz wes adams and tamara myles,3,4,False,False
BOOK01555,There's Got to Be a Better Way,LeadershipNow only,there's got to be a better way zzfieldboundaryzz nelson p repenning and donald c kieffer,there's got to be a better way zzfieldboundaryzz nelson p repenning and donald c kieffer,5,5,False,False
BOOK01556,The Dark Pattern,LeadershipNow only,the dark pattern zzfieldboundaryzz guido palazzo and ulrich hoffrage,the dark pattern zzfieldboundaryzz guido palazzo and ulrich hoffrage,3,3,False,False
BOOK01557,Manage Yourself to Lead Others,LeadershipNow only,manage yourself to lead others zzfieldboundaryzz margaret c andrews,manage yourself to lead others zzfieldboundaryzz margaret c andrews,4,4,False,False
BOOK01558,Why Managers Matter,LeadershipNow only,why managers matter zzfieldboundaryzz nicolai j foss and peter g klein,why managers matter zzfieldboundaryzz nicolai j foss and peter g klein,4,5,False,False
BOOK01559,"Warriors, Rebels, and Saints",LeadershipNow only,warriors rebels and saints zzfieldboundaryzz moshik temkin,warriors rebels and saints zzfieldboundaryzz moshik temkin,0,1,True,False
BOOK01560,The Greatest Capitalist Who Ever Lived,LeadershipNow only,the greatest capitalist who ever lived zzfieldboundaryzz ralph watson mcelvenny and marc wortman,the greatest capitalist who ever lived zzfieldboundaryzz ralph watson mcelvenny and marc wortman,3,5,False,False
BOOK01561,You Can Be Yourself Here,LeadershipNow only,you can be yourself here zzfieldboundaryzz dds dobson-smith,you can be yourself here zzfieldboundaryzz dds dobson-smith,0,0,True,True
BOOK01562,End Game First,LeadershipNow only,end game first zzfieldboundaryzz mike lefever and roderick jones,end game first zzfieldboundaryzz mike lefever and roderick jones,4,4,False,False
BOOK01563,The Learn-It-All Leader,LeadershipNow only,the learn-it-all leader zzfieldboundaryzz damon lembi,the learn-it-all leader zzfieldboundaryzz damon lembi,2,2,False,False
BOOK01564,Best Team Ever,LeadershipNow only,best team ever zzfieldboundaryzz david burkus,best team ever zzfieldboundaryzz david burkus,3,3,False,False
BOOK01565,Blindspots,LeadershipNow only,blindspots zzfieldboundaryzz ryan sorley,blindspots zzfieldboundaryzz ryan sorley,1,1,False,False
BOOK01566,The Thinker's Edge,LeadershipNow only,the thinker's edge zzfieldboundaryzz john c maxwell,the thinker's edge zzfieldboundaryzz john c maxwell,4,4,False,False
BOOK01567,Trust,LeadershipNow only,trust zzfieldboundaryzz henry cloud,trust zzfieldboundaryzz henry cloud,2,2,False,False
BOOK01568,"Go Woke, Go Broke",LeadershipNow only,go woke go broke zzfieldboundaryzz charles gasparino,go woke go broke zzfieldboundaryzz charles gasparino,2,2,False,False
BOOK01569,Nobody Is Coming to Save You,LeadershipNow only,nobody is coming to save you zzfieldboundaryzz scott mann,nobody is coming to save you zzfieldboundaryzz scott mann,3,4,False,False
BOOK01570,The Relationship-Driven Leader,LeadershipNow only,the relationship-driven leader zzfieldboundaryzz karen bridbord,the relationship-driven leader zzfieldboundaryzz karen bridbord,2,2,False,False
BOOK01571,Proactive Problem Solving,LeadershipNow only,proactive problem solving zzfieldboundaryzz doug hall,proactive problem solving zzfieldboundaryzz doug hall,5,5,False,False
BOOK01572,Get Pay Right,LeadershipNow only,get pay right zzfieldboundaryzz kent plunkett and heather bussing,get pay right zzfieldboundaryzz kent plunkett and heather bussing,3,3,False,False
BOOK01573,On the Edge,LeadershipNow only,on the edge zzfieldboundaryzz nate silver,on the edge zzfieldboundaryzz nate silver,2,2,False,False
BOOK01574,Blind Spot,LeadershipNow only,blind spot zzfieldboundaryzz jon clifton,blind spot zzfieldboundaryzz jon clifton,2,2,False,False
BOOK01575,Culture Shock,LeadershipNow only,culture shock zzfieldboundaryzz jim clifton and jim harter,culture shock zzfieldboundaryzz jim clifton and jim harter,4,4,False,False
BOOK01576,The Ravens,LeadershipNow only,the ravens zzfieldboundaryzz robert kiyosaki and james rickards,the ravens zzfieldboundaryzz robert kiyosaki and james rickards,2,2,False,False
BOOK01577,Lead Well,LeadershipNow only,lead well zzfieldboundaryzz paula davis,lead well zzfieldboundaryzz paula davis,2,2,False,False
BOOK01578,In Praise of the Office,LeadershipNow only,in praise of the office zzfieldboundaryzz peter cappelli and ranya nehmeh,in praise of the office zzfieldboundaryzz peter cappelli and ranya nehmeh,4,5,False,False
BOOK01579,An Unplanned Life,LeadershipNow only,an unplanned life zzfieldboundaryzz franklin a thomas,an unplanned life zzfieldboundaryzz franklin a thomas,3,3,False,False
BOOK01580,How to Hold Power,LeadershipNow only,how to hold power zzfieldboundaryzz pavini moray,how to hold power zzfieldboundaryzz pavini moray,1,2,False,False
BOOK01581,The Transformation Factor,LeadershipNow only,the transformation factor zzfieldboundaryzz j frank harrison iii,the transformation factor zzfieldboundaryzz j frank harrison iii,6,6,False,False
BOOK01582,Leading Lightly,LeadershipNow only,leading lightly zzfieldboundaryzz jody michael,leading lightly zzfieldboundaryzz jody michael,3,4,False,False
BOOK01583,Finding the Way,LeadershipNow only,finding the way zzfieldboundaryzz cap treeger,finding the way zzfieldboundaryzz cap treeger,1,2,False,False
BOOK01584,Elite and True,LeadershipNow only,elite and true zzfieldboundaryzz james l barnhart,elite and true zzfieldboundaryzz james l barnhart,2,3,False,False
BOOK01585,All the War They Want,LeadershipNow only,all the war they want zzfieldboundaryzz jeffrey j engle,all the war they want zzfieldboundaryzz jeffrey j engle,3,3,False,False
BOOK01586,Perpetual Transformation,LeadershipNow only,perpetual transformation zzfieldboundaryzz pmi project management institute,perpetual transformation zzfieldboundaryzz pmi project management institute,6,7,False,False
BOOK01587,The Peacemaker,LeadershipNow only,the peacemaker zzfieldboundaryzz ben stein,the peacemaker zzfieldboundaryzz ben stein,3,3,False,False
BOOK01588,Becoming a Master Communicator,LeadershipNow only,becoming a master communicator zzfieldboundaryzz renée marino,becoming a master communicator zzfieldboundaryzz renée marino,2,2,False,False
BOOK01589,Ignite a Shift,LeadershipNow only,ignite a shift zzfieldboundaryzz stephen mcgarvey,ignite a shift zzfieldboundaryzz stephen mcgarvey,3,3,False,False
BOOK01590,The Leader’s Toolbox,LeadershipNow only,the leader's toolbox zzfieldboundaryzz andre young,the leader's toolbox zzfieldboundaryzz andre young,3,4,False,False
BOOK01591,Leading to Succeed,LeadershipNow only,leading to succeed zzfieldboundaryzz wagner denuzzo,leading to succeed zzfieldboundaryzz wagner denuzzo,2,3,False,False
BOOK01592,The Decisive Manager,LeadershipNow only,the decisive manager zzfieldboundaryzz barbara mitchell and cornelia gamlem,the decisive manager zzfieldboundaryzz barbara mitchell and cornelia gamlem,3,3,False,False
BOOK01593,How to Win Friends and Manage Remotely,LeadershipNow only,how to win friends and manage remotely zzfieldboundaryzz mckenna sweazey,how to win friends and manage remotely zzfieldboundaryzz mckenna sweazey,3,4,False,False
BOOK01594,Lead Boldly,LeadershipNow only,lead boldly zzfieldboundaryzz hugh blane,lead boldly zzfieldboundaryzz hugh blane,4,4,False,False
BOOK01595,The Trifecta of Trust,LeadershipNow only,the trifecta of trust zzfieldboundaryzz joseph r folkman,the trifecta of trust zzfieldboundaryzz joseph r folkman,2,2,False,False
BOOK01596,The Leader's Playlist,LeadershipNow only,the leader's playlist zzfieldboundaryzz susan drumm,the leader's playlist zzfieldboundaryzz susan drumm,2,2,False,False
BOOK01597,The Unicorn Within,LeadershipNow only,the unicorn within zzfieldboundaryzz linda k yates,the unicorn within zzfieldboundaryzz linda k yates,3,3,False,False
BOOK01598,Stage (Not Age),LeadershipNow only,stage not age zzfieldboundaryzz susan wilner golden,stage not age zzfieldboundaryzz susan wilner golden,2,4,False,False
BOOK01599,Nothing Is Random,LeadershipNow only,nothing is random zzfieldboundaryzz matthew kelly,nothing is random zzfieldboundaryzz matthew kelly,3,3,False,False
BOOK01600,Flawed Commanders and Strategy in the Battles for Italy,LeadershipNow only,flawed commanders and strategy in the battles for italy zzfieldboundaryzz andrew sangster and pier paolo battistelli,flawed commanders and strategy in the battles for italy zzfieldboundaryzz andrew sangster and pier paolo battistelli,4,4,False,False
BOOK01601,Human Design For Business,LeadershipNow only,human design for business zzfieldboundaryzz jamie l palmer,human design for business zzfieldboundaryzz jamie l palmer,4,4,False,False
BOOK01602,The Five Rules,LeadershipNow only,the five rules zzfieldboundaryzz stephen d black,the five rules zzfieldboundaryzz stephen d black,3,3,False,False
BOOK01603,The Innovative Leader,LeadershipNow only,the innovative leader zzfieldboundaryzz stephen wunker jennifer luo law and hari nair,the innovative leader zzfieldboundaryzz stephen wunker jennifer luo law and hari nair,6,7,False,False
BOOK01604,Impact,LeadershipNow only,impact zzfieldboundaryzz keith v lucas,impact zzfieldboundaryzz keith v lucas,3,3,False,False
BOOK01605,One Move Makes All the Difference,LeadershipNow only,one move makes all the difference zzfieldboundaryzz martin r mendelson,one move makes all the difference zzfieldboundaryzz martin r mendelson,4,4,False,False
BOOK01606,I Don’t Understand,LeadershipNow only,i don't understand zzfieldboundaryzz buki mosaku,i don't understand zzfieldboundaryzz buki mosaku,1,2,False,False
BOOK01607,Lead With AI,LeadershipNow only,lead with ai zzfieldboundaryzz amir elkabir,lead with ai zzfieldboundaryzz amir elkabir,2,2,False,False
BOOK01608,Ignite All,LeadershipNow only,ignite all zzfieldboundaryzz the fusion team,ignite all zzfieldboundaryzz the fusion team,2,2,False,False
BOOK01609,The Open Culture Handbook,LeadershipNow only,the open culture handbook zzfieldboundaryzz drew jones,the open culture handbook zzfieldboundaryzz drew jones,4,4,False,False
BOOK01610,The Risk Paradox,LeadershipNow only,the risk paradox zzfieldboundaryzz alan ying and doug schneider,the risk paradox zzfieldboundaryzz alan ying and doug schneider,6,6,False,False
BOOK01611,Lead and Let Live,LeadershipNow only,lead and let live zzfieldboundaryzz barbie brewer,lead and let live zzfieldboundaryzz barbie brewer,3,3,False,False
BOOK01612,Beyond High Performance,LeadershipNow only,beyond high performance zzfieldboundaryzz jason jaggard,beyond high performance zzfieldboundaryzz jason jaggard,3,3,False,False
BOOK01613,Relationships at Work,LeadershipNow only,relationships at work zzfieldboundaryzz rachel b simon,relationships at work zzfieldboundaryzz rachel b simon,4,4,False,False
BOOK01614,Prepare for Impact,LeadershipNow only,prepare for impact zzfieldboundaryzz ryan estis and chad estis,prepare for impact zzfieldboundaryzz ryan estis and chad estis,3,4,False,False
BOOK01615,Mindstuck,LeadershipNow only,mindstuck zzfieldboundaryzz michael mcqueen,mindstuck zzfieldboundaryzz michael mcqueen,1,1,False,False
BOOK01616,Becoming Coachable,LeadershipNow only,becoming coachable zzfieldboundaryzz scott osman jacquelyn lane and marshall goldsmith,becoming coachable zzfieldboundaryzz scott osman jacquelyn lane and marshall goldsmith,5,5,False,False
BOOK01617,Modern Achievement,LeadershipNow only,modern achievement zzfieldboundaryzz asheesh advani and marshall goldsmith,modern achievement zzfieldboundaryzz asheesh advani and marshall goldsmith,4,5,False,False
BOOK01618,Resilience@Work,LeadershipNow only,resilience work zzfieldboundaryzz simon t bailey,resilience work zzfieldboundaryzz simon t bailey,4,4,False,False
BOOK01619,Hunting Discomfort,LeadershipNow only,hunting discomfort zzfieldboundaryzz sterling hawkins,hunting discomfort zzfieldboundaryzz sterling hawkins,1,1,False,False
BOOK01620,Leaders Leap,LeadershipNow only,leaders leap zzfieldboundaryzz steve dennis,leaders leap zzfieldboundaryzz steve dennis,4,4,False,False
BOOK01621,Angels and Entrepreneurs,LeadershipNow only,angels and entrepreneurs zzfieldboundaryzz bob schlegel,angels and entrepreneurs zzfieldboundaryzz bob schlegel,2,2,False,False
BOOK01622,No Red Lights,LeadershipNow only,no red lights zzfieldboundaryzz alan j patricof,no red lights zzfieldboundaryzz alan j patricof,2,2,False,False
BOOK01623,Stand Alone,LeadershipNow only,stand alone zzfieldboundaryzz sabrina lloyd,stand alone zzfieldboundaryzz sabrina lloyd,1,1,False,False
BOOK01624,SLAY the Bully,LeadershipNow only,slay the bully zzfieldboundaryzz rebecca zung,slay the bully zzfieldboundaryzz rebecca zung,1,1,False,False
BOOK01625,How the Best Did It,LeadershipNow only,how the best did it zzfieldboundaryzz talmage boston,how the best did it zzfieldboundaryzz talmage boston,1,2,False,False
BOOK01626,Grace Under Pressure,LeadershipNow only,grace under pressure zzfieldboundaryzz john baldoni,grace under pressure zzfieldboundaryzz john baldoni,2,3,False,False
BOOK01627,Building Trust,LeadershipNow only,building trust zzfieldboundaryzz darryl stickel,building trust zzfieldboundaryzz darryl stickel,2,2,False,False
BOOK01628,Turning Small Talk into Big Talk,LeadershipNow only,turning small talk into big talk zzfieldboundaryzz jan janura,turning small talk into big talk zzfieldboundaryzz jan janura,4,4,False,False
BOOK01629,Generosity Wins,LeadershipNow only,generosity wins zzfieldboundaryzz monte wood and nicole f roberts,generosity wins zzfieldboundaryzz monte wood and nicole f roberts,4,4,False,False
BOOK01630,The Perfect 10,LeadershipNow only,the perfect 10 zzfieldboundaryzz dave liniger with laura morton,the perfect 10 zzfieldboundaryzz dave liniger with laura morton,6,6,False,False
BOOK01631,Aliveness Mindset,LeadershipNow only,aliveness mindset zzfieldboundaryzz jack craven,aliveness mindset zzfieldboundaryzz jack craven,2,2,False,False
BOOK01632,Awaken Your Potential,LeadershipNow only,awaken your potential zzfieldboundaryzz chad l reyes,awaken your potential zzfieldboundaryzz chad l reyes,4,4,False,False
BOOK01633,Fire in the Hole!,LeadershipNow only,fire in the hole zzfieldboundaryzz bob parsons with laura morton,fire in the hole zzfieldboundaryzz bob parsons with laura morton,4,4,False,False
BOOK01634,Aware,LeadershipNow only,aware zzfieldboundaryzz les csorba,aware zzfieldboundaryzz les csorba,0,1,True,False
BOOK01635,The Public Relations Handbook,LeadershipNow only,the public relations handbook zzfieldboundaryzz edited by robert l dilenschneider,the public relations handbook zzfieldboundaryzz edited by robert l dilenschneider,5,7,False,False
BOOK01636,Straight Talk,LeadershipNow only,straight talk zzfieldboundaryzz rick brandon,straight talk zzfieldboundaryzz rick brandon,3,3,False,False
BOOK01637,The Art of Principled Entrepreneurship,LeadershipNow only,the art of principled entrepreneurship zzfieldboundaryzz andreas widmer,the art of principled entrepreneurship zzfieldboundaryzz andreas widmer,3,3,False,False
BOOK01638,The Leadership Secrets of Nick Saban,LeadershipNow only,the leadership secrets of nick saban zzfieldboundaryzz john talty,the leadership secrets of nick saban zzfieldboundaryzz john talty,4,4,False,False
BOOK01639,The New Roaring Twenties,LeadershipNow only,the new roaring twenties zzfieldboundaryzz paul zane pilzer,the new roaring twenties zzfieldboundaryzz paul zane pilzer,2,2,False,False
BOOK01640,No Point B,LeadershipNow only,no point b zzfieldboundaryzz caleb gardner,no point b zzfieldboundaryzz caleb gardner,2,2,False,False
BOOK01641,7 Rules of Power,LeadershipNow only,7 rules of power zzfieldboundaryzz jeffrey pfeffer,7 rules of power zzfieldboundaryzz jeffrey pfeffer,3,3,False,False
BOOK01642,Unlock Your Potential,LeadershipNow only,unlock your potential zzfieldboundaryzz jeff lerner,unlock your potential zzfieldboundaryzz jeff lerner,3,3,False,False
BOOK01643,There Is No Box,LeadershipNow only,there is no box zzfieldboundaryzz simon cleveland and marisa cleveland,there is no box zzfieldboundaryzz simon cleveland and marisa cleveland,2,2,False,False
BOOK01644,"Fall in Love with the Problem, Not the Solution",LeadershipNow only,fall in love with the problem not the solution zzfieldboundaryzz uri levine,fall in love with the problem not the solution zzfieldboundaryzz uri levine,4,6,False,False
BOOK01645,Experiential Intelligence,LeadershipNow only,experiential intelligence zzfieldboundaryzz soren kaplan,experiential intelligence zzfieldboundaryzz soren kaplan,2,3,False,False
BOOK01646,Never Ride a Rollercoaster Upside Down,LeadershipNow only,never ride a rollercoaster upside down zzfieldboundaryzz jeff smulyan,never ride a rollercoaster upside down zzfieldboundaryzz jeff smulyan,2,2,False,False
BOOK01647,Joy of Agility,LeadershipNow only,joy of agility zzfieldboundaryzz joshua kerievsky,joy of agility zzfieldboundaryzz joshua kerievsky,2,2,False,False
BOOK01648,Culture Rules,LeadershipNow only,culture rules zzfieldboundaryzz mark miller,culture rules zzfieldboundaryzz mark miller,5,5,False,False
BOOK01649,"Farther, Faster, and Far Less Drama",LeadershipNow only,farther faster and far less drama zzfieldboundaryzz janice fraser and jason fraser,farther faster and far less drama zzfieldboundaryzz janice fraser and jason fraser,3,5,False,False
BOOK01650,The Ultimate Guide to Power & Influence,LeadershipNow only,the ultimate guide to power influence zzfieldboundaryzz robert l dilenschneider,the ultimate guide to power influence zzfieldboundaryzz robert l dilenschneider,8,8,False,False
BOOK01651,The 6 Types of Working Genius,LeadershipNow only,the 6 types of working genius zzfieldboundaryzz patrick m lencioni,the 6 types of working genius zzfieldboundaryzz patrick m lencioni,6,6,False,False
BOOK01652,Mastering Uncertainty,LeadershipNow only,mastering uncertainty zzfieldboundaryzz matt watkinson and csaba konkoly,mastering uncertainty zzfieldboundaryzz matt watkinson and csaba konkoly,3,3,False,False
BOOK01653,The 32 Principles,LeadershipNow only,the 32 principles zzfieldboundaryzz rener gracie with paul volponi foreword by jocko willink,the 32 principles zzfieldboundaryzz rener gracie with paul volponi foreword by jocko willink,7,8,False,False
BOOK01654,The Vagrant,LeadershipNow only,the vagrant zzfieldboundaryzz dan rockwell and john david mann,the vagrant zzfieldboundaryzz dan rockwell and john david mann,4,4,False,False
BOOK01655,Fast Forward,LeadershipNow only,fast forward zzfieldboundaryzz wendy leshgold and lisa mccarthy,fast forward zzfieldboundaryzz wendy leshgold and lisa mccarthy,5,5,False,False
BOOK01656,Belonging Rules,LeadershipNow only,belonging rules zzfieldboundaryzz brad deutser,belonging rules zzfieldboundaryzz brad deutser,2,2,False,False
BOOK01657,The Idea Is the Easy Part,LeadershipNow only,the idea is the easy part zzfieldboundaryzz brian dovey,the idea is the easy part zzfieldboundaryzz brian dovey,2,3,False,False
BOOK01658,Ask Like an Auctioneer,LeadershipNow only,ask like an auctioneer zzfieldboundaryzz dia bondi,ask like an auctioneer zzfieldboundaryzz dia bondi,2,2,False,False
BOOK01659,Crossing the Desert,LeadershipNow only,crossing the desert zzfieldboundaryzz payam zamani,crossing the desert zzfieldboundaryzz payam zamani,0,0,True,True
BOOK01660,Uncommon Greatness,LeadershipNow only,uncommon greatness zzfieldboundaryzz mark miller,uncommon greatness zzfieldboundaryzz mark miller,5,5,False,False
BOOK01661,Irreplaceable,LeadershipNow only,irreplaceable zzfieldboundaryzz kevin ervin kelley,irreplaceable zzfieldboundaryzz kevin ervin kelley,3,3,False,False
BOOK01662,Making Waves,LeadershipNow only,making waves zzfieldboundaryzz lisa lutoff-perlo with sarah mcarthur,making waves zzfieldboundaryzz lisa lutoff-perlo with sarah mcarthur,3,3,False,False
BOOK01663,Unstoppable Mindset,LeadershipNow only,unstoppable mindset zzfieldboundaryzz alden mills,unstoppable mindset zzfieldboundaryzz alden mills,1,1,False,False
BOOK01664,The Hacker Mindset,LeadershipNow only,the hacker mindset zzfieldboundaryzz garrett gee,the hacker mindset zzfieldboundaryzz garrett gee,3,3,False,False
BOOK01665,Shine,LeadershipNow only,shine zzfieldboundaryzz gino wickman and rob dube,shine zzfieldboundaryzz gino wickman and rob dube,1,1,False,False
BOOK01666,The Score That Matters,LeadershipNow only,the score that matters zzfieldboundaryzz ryan hawk and brook cupps,the score that matters zzfieldboundaryzz ryan hawk and brook cupps,4,5,False,False
