wikidata_id,wikidata_label,wikidata_description,instance_of_qids,citizenship_qids,birthplace_qids,birth_dates,occupation_qids,external_id_claims
Q30074498,Wayne L. Winston,American information scientist,['Q5'],['Q30'],['Q1408'],['+1950-02-14T00:00:00Z'],"['Q1265807', 'Q1622272', 'Q170790']","{'P271': ['DA04635489'], 'P213': ['0000000121423844'], 'P268': ['145882074'], 'P227': ['134241614'], 'P691': ['vse2009498874'], 'P1368': ['000063998'], 'P269': ['07042621X'], 'P1207': ['n2004005844'], 'P1015': ['90578786'], 'P949': ['002195674'], 'P1006': ['072964111'], 'P1375': ['000338448'], 'P409': ['35232633'], 'P244': ['n87942571'], 'P214': ['86417738'], 'P1280': ['12756579'], 'P5034': ['KAC201507854'], 'P646': ['/m/0519f77'], 'P3630': ['194643'], 'P3987': ['145432'], 'P8189': ['987007459845205171'], 'P7400': ['winstonwaynel'], 'P11496': ['1140845216676601984'], 'P11182': ['90643'], 'P10832': ['E39PBJjXmvkqcqr3YwWpM3DQbd'], 'P13591': ['person/818cb775-d5ef-48af-8e6b-f9a79fae228c'], 'P14225': ['981005762124809366']}"
Q117251839,Peter Juslin,researcher,['Q5'],[],[],[],['Q1650915'],{}
Q94656603,Henry Eglinton Montgomery,American cleric (1820–1874),['Q5'],['Q30'],['Q1345'],"['+1820-00-00T00:00:00Z', '+1820-12-09T00:00:00Z']",['Q2259532'],"{'P214': ['9416633'], 'P244': ['no93012622'], 'P2163': ['322098'], 'P2600': ['6000000018642436887'], 'P2949': ['Montgomery-14207'], 'P10832': ['E39PBJc7QCG7RmRBFkvBcWqhHC'], 'P13591': ['person/2573ffd7-81d9-47aa-b655-d169b0de613e'], 'P535': ['101814954'], 'P18': ['Henry Eglinton Montgomery (1820–1874).png'], 'P109': ['Signature of Henry Eglinton Montgomery (1820–1874).png']}"
Q16059347,Henry Montgomery,American politician from South Dakota,['Q5'],['Q30'],[],['+1858-06-16T00:00:00Z'],['Q82955'],"{'P646': ['/m/0zbvjnh'], 'P3368': ['2344978'], 'P3229': ['862'], 'P8462': ['montgomery.html#697.16.38']}"
Q5992219,Henry Montgomery,Swedish psychologist,['Q5'],['Q34'],[],['+1943-06-19T00:00:00Z'],['Q212980'],"{'P244': ['n85363632'], 'P214': ['51817496'], 'P2163': ['175236'], 'P1006': ['067769225'], 'P906': ['207244'], 'P5587': ['ljx01sd41g30n7l'], 'P8189': ['987007278758505171'], 'P496': ['0000-0001-7811-1390'], 'P269': ['085794155'], 'P227': ['170822680'], 'P10832': ['E39PBJrmbf6p7Yfg49tYh8pkjC'], 'P1368': ['000067386'], 'P13591': ['person/c0f0aea0-98d2-4409-9799-8c08071f897c']}"
Q96480319,Henry Montgomery,May 1868 New York - 1922 New York,['Q5'],[],[],['+1868-01-01T00:00:00Z'],[],"{'P1819': ['I00649696'], 'P2949': ['Montgomery-8593'], 'P2600': ['6000000002734140507']}"
Q366956,Robert Montgomery,American actor (1904-1981),['Q5'],['Q30'],['Q812892'],['+1904-05-21T00:00:00Z'],"['Q10798782', 'Q10800557', 'Q2526255', 'Q2259451', 'Q15627169', 'Q3387717', 'Q33999', 'Q13235160', 'Q3282637', 'Q3455803']","{'P214': ['12516761'], 'P213': ['0000000063087765'], 'P373': ['Robert Montgomery (actor)'], 'P244': ['n82013431'], 'P227': ['133168336'], 'P345': ['nm0599910'], 'P18': ['Robert Montgomery circa 1950s.JPG'], 'P646': ['/m/034cj9'], 'P1263': ['704/000031611'], 'P1741': ['133799'], 'P1819': ['I00649698'], 'P1266': ['3262'], 'P2019': ['p103333'], 'P2168': ['129972'], 'P1220': ['53470'], 'P935': ['Robert Montgomery'], 'P2163': ['86374'], 'P2626': ['125137'], 'P2387': ['186755'], 'P2604': ['178232'], 'P2435': ['143199'], 'P2605': ['4273'], 'P2949': ['Montgomery-3785'], 'P3305': ['1388'], 'P1258': ['celebrity/robert_montgomery'], 'P2638': ['people/robert-montgomery'], 'P3430': ['w6pv7nm7'], 'P535': ['2958'], 'P1417': ['biography/Robert-Montgomery-American-actor'], 'P3219': ['robert-montgomery'], 'P950': ['XX1647002'], 'P4823': ['1802055'], 'P1006': ['120979233'], 'P268': ['14208198t'], 'P5534': ['19406'], 'P3222': ['robert-montgomery'], 'P2639': ['53510b62dae24ba09657103de5d5a0fe'], 'P269': ['061501190'], 'P7214': ['13988'], 'P1296': ['0043869'], 'P3056': ['134372'], 'P4342': ['Robert_Montgomery'], 'P2600': ['6000000012955114868'], 'P7902': ['133168336'], 'P5033': ['56887'], 'P8094': ['montgomeryr'], 'P8971': ['19491'], 'P5421': ['146234'], 'P6150': ['5295'], 'P4985': ['19406'], 'P9463': ['19406'], 'P9995': ['3056'], 'P10018': ['97756', '122316'], 'P3368': ['1409588'], 'P396': ['RAVV088667'], 'P5617': ['robert-montgomery-14725'], 'P8189': ['987007457210805171'], 'P8179': ['ncf11663032'], 'P245': ['500445173'], 'P409': ['35359729'], 'P3065': ['A013138856'], 'P4666': ['25479'], 'P8309': ['18-137173'], 'P10302': ['robert-montgomeri'], 'P9984': ['981058609820606706'], 'P5034': ['KAC2020N4515'], 'P11683': ['robert-montgomeri'], 'P11686': ['981058609820606706'], 'P12098': ['20676'], 'P12385': ['robert-montgomery'], 'P10832': ['E39PBJcgr7RmJXvvxQCDMttxjC'], 'P13049': ['133168336'], 'P13019': ['96620'], 'P9662': ['6096'], 'P1315': ['507284'], 'P3365': ['robert-montgomery'], 'P8445': ['100739'], 'P12854': ['5d77682ae6d55c002040b5a2'], 'P13591': ['person/476474b6-9ace-4d91-8c8c-3cf70287d66d'], 'P2909': ['168096'], 'P7184': ['034cj9'], 'P14536': ['392947'], 'P8969': ['44011'], 'P14419': ['1868'], 'P14750': ['EC84-7769-08C7-0B12-82CD'], 'P7553': ['69720']}"
Q112767040,Ronald C. Doll,American educator and author,['Q5'],['Q30'],['Q6809717'],['+1913-03-14T00:00:00Z'],"['Q37226', 'Q21281706', 'Q36180', 'Q1056391', 'Q1622272', 'Q99675502']","{'P244': ['n50027243'], 'P213': ['0000000110047169'], 'P1006': ['070062579'], 'P535': ['78369641'], 'P214': ['111094983'], 'P973': ['https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Doll__Ronald_C'], 'P1207': ['n2004031725'], 'P269': ['186325436'], 'P271': ['DA04461537'], 'P1015': ['90948102'], 'P8189': ['987007423000605171'], 'P8179': ['ncf11183465'], 'P3987': ['322619'], 'P11249': ['14140205'], 'P11496': ['1140845216737013376'], 'P7400': ['dollronaldc'], 'P2963': ['1685955'], 'P4862': ['B001HP3HXE'], 'P12458': ['288660'], 'P13591': ['person/82a21723-29ed-4820-a1a9-30553ee88553'], 'P13906': ['52409'], 'P646': ['/m/05xjnyf']}"
Q16734588,Scott Plous,American social psychologist (1959-),['Q5'],['Q30'],['Q37836'],['+1959-11-02T00:00:00Z'],"['Q10672931', 'Q11499147', 'Q3400985', 'Q1622272']","{'P214': ['70590291'], 'P3430': ['w66g20dn'], 'P3417': ['Scott-Plous'], 'P244': ['n92082215'], 'P349': ['01186561'], 'P1207': ['n2014056687'], 'P213': ['0000000082611913'], 'P1006': ['140463143'], 'P269': ['071065326'], 'P691': ['vse2008462491'], 'P5034': ['KAC200006920'], 'P646': ['/m/03gshxs'], 'P3987': ['621095'], 'P8189': ['987007457825405171'], 'P18': ['Scott Plous.jpg'], 'P856': ['https://www.socialpsychology.org/plous.htm', 'http://www.scottplous.com/'], 'P11182': ['21929'], 'P12458': ['732862'], 'P10832': ['E39PBJmTv9pgFdytD8XRfkCYT3'], 'P13591': ['person/cbaa210a-d6a9-475f-b6c3-bcea6662bf15'], 'P1015': ['90732023'], 'P8179': ['ncf11021693'], 'P6394': ['a1236471x'], 'P7699': ['LNB:C2aI;=BF'], 'P271': ['DA07689677'], 'P3065': ['A003700224'], 'P11496': ['1981993809656526011'], 'P2963': ['51188'], 'P7400': ['plousscott'], 'P648': ['OL836577A'], 'P1960': ['dm1ELxEAAAAJ'], 'P4862': ['B000APHYOA'], 'P345': ['nm4295233'], 'P6634': ['scott-plous-59405113']}"
Q112446749,John J. Hampton,,['Q5'],[],[],['+1942-00-00T00:00:00Z'],['Q121594'],"{'P691': ['vse2011675762'], 'P214': ['108804148'], 'P213': ['0000000116978108'], 'P1207': ['n98047493'], 'P8189': ['987007452343305171'], 'P3987': ['247751'], 'P244': ['n78084872'], 'P269': ['157764958'], 'P227': ['170880036'], 'P11182': ['80748'], 'P13591': ['person/71ccdfde-4be9-48ee-bdf0-5e73635636e7'], 'P13951': ['430033']}"
Q120610979,Deborah Stone,UK travel writer,['Q5'],['Q145'],[],[],"['Q1930187', 'Q1607826', 'Q3579035', 'Q100983844']","{'P214': ['6762156990996461180004'], 'P691': ['jo20201089608'], 'P213': ['0000000478574573'], 'P1006': ['423621238'], 'P2003': ['debs.travels'], 'P6005': ['stonedeborah'], 'P973': ['https://www.femalefirst.co.uk/books/day-in-the-life-of-travel-writer-deborah-stone-1187988.html', 'https://johnbeaufoy.com/worlds-great-river-journeys/'], 'P6634': ['deb-stone-b3328913'], 'P2002': ['StoneDeborah'], 'P9322': ['0406571-Stone-Deborah']}"
Q107638604,Deborah A. Stone,American political scientist,['Q5'],['Q30'],['Q326295'],['+1946-04-01T00:00:00Z'],"['Q1238570', 'Q1622272']","{'P213': ['0000000115128849'], 'P214': ['146194695', '238590071'], 'P244': ['n80056419'], 'P2191': ['21749'], 'P6594': ['deborah-a-stone'], 'P2734': ['StoneDeborahA'], 'P271': ['DA01666715'], 'P1280': ['25424995'], 'P8189': ['987007309660905171'], 'P11496': ['1140563741702229504'], 'P13591': ['person/da73489f-6498-45a5-83fc-a3c6428a1662'], 'P1015': ['90057685'], 'P8179': ['ncf11368005'], 'P227': ['142675407', '170772675'], 'P7699': ['LNB:xH1;=BX'], 'P349': ['032088393'], 'P691': ['vse2012709249'], 'P1006': ['068285892'], 'P1207': ['n2010080388'], 'P3065': ['A003867324'], 'P269': ['075155052'], 'P856': ['https://policyparadox.wordpress.com/'], 'P9743': ['107aNKeXru'], 'P6023': ['2037901171'], 'P9802': ['2064276'], 'P973': ['https://politicalsciencenow.com/deborah-stone-james-madison-award-recipient/', 'https://www.hachettebookgroup.com/contributor/deborah-stone/', 'http://investigatorawards.org/investigators/deborah-stone.html', 'https://scholarworks.brandeis.edu/esploro/profile/deborah_stone/overview', 'https://heller.brandeis.edu/news/items/releases/2015/stone-welcome.html', 'https://policyparadox.wordpress.com/bio-2/'], 'P4862': ['B001IGWW7E', 'B006ILZCE4'], 'P8214': ['https://policyparadox.wordpress.com/wp-content/uploads/2014/10/stone-cv-april-2015.pdf'], 'P13337': ['policyparadox.wordpress.com'], 'P9322': ['0319487-Stone-Deborah-A-1946']}"
Q76026072,Deborah Carlene Stone,(born 1965),['Q5'],[],[],['+1965-12-13T00:00:00Z'],[],{'P4638': ['p47698.htm#i476979']}
Q138130993,Deborah Stone,American travel writer,['Q5'],['Q30'],[],[],"['Q3579035', 'Q15077007', 'Q101444631', 'Q108116351', 'Q55979438', 'Q2259451', 'Q1086863']","{'P6005': ['travelstonedeb'], 'P6634': ['travelstone'], 'P2002': ['travelstonedeb'], 'P6424': ['Northwest Prime Time', 'Luxe Beat Magazine', 'North American Travel Journalists Association', 'International Food, Wine & Travel Writers Association'], 'P973': ['https://www.ifwtwa.org/our-members/travelstone/', 'https://www.goworldtravel.com/author/debbie-stone/', 'https://www.travelworldmagazine.com/author/debbie-stone/', 'https://blendradioandtv.com/listing/deborah-stone-travel-destinations/', 'https://travelwriting2.com/a-conversation-with-debbie-stone/', 'https://luxebeatmag.com/debbie-stone-travel-writer-columnist/', 'https://jaunting.com/author/debbie-stone/'], 'P9743': ['107u2CD5Qw']}"
Q138132771,Deborah Stone,American dancer & singer,['Q5'],['Q30'],[],[],"['Q5716684', 'Q177220', 'Q2490358', 'Q2393361', 'Q2259451', 'Q15214752', 'Q2865819']","{'P856': ['https://www.deborah-stone.com/'], 'P973': ['https://www.deborah-stone.com/about', 'http://www.bropera.org/hansel-gretel/cast.xhtml#:~:text=%20Deborah%20Stone', 'https://www.broadwayworld.com/cabaret/article/BWW-Feature-At-Home-With-Deborah-Stone-20201029', 'https://newyorkarts.net/2017/05/deborah-stone-still-exactly-belong-dont-tell-mama/', 'https://nitelifeexchange.com/sues-muse-an-interview-with-deborah-stone/'], 'P2013': ['deborahstonesings'], 'P2003': ['deborahstonesings'], 'P6634': ['deborah-stone-7b80852a'], 'P3040': ['deborah-stone-952437900']}"
Q112352068,David Ray Anderson,,['Q5'],[],[],['+1941-00-00T00:00:00Z'],[],"{'P691': ['jn19990000172'], 'P214': ['109708274'], 'P244': ['n79017932'], 'P8189': ['987007436207705171'], 'P213': ['0000000109336262'], 'P1207': ['n94302406'], 'P269': ['066902215'], 'P1280': ['24298595'], 'P3987': ['27983'], 'P5034': ['KAC200710958'], 'P906': ['296458'], 'P1315': ['787047'], 'P5361': ['AndersonDavidRay1941-'], 'P11249': ['14661661'], 'P11182': ['62444'], 'P5587': ['dbqtxw9x3mcb0d0'], 'P1368': ['000109258'], 'P13591': ['person/377559d2-969a-4eac-98ab-ba37e5a5c96f'], 'P648': ['OL78984A'], 'P1015': ['90398262'], 'P4619': ['000234492'], 'P268': ['13751678n'], 'P8179': ['ncf10506205'], 'P227': ['122291565'], 'P6394': ['a12445551'], 'P3348': ['312096'], 'P409': ['35006385'], 'P1375': ['000338945'], 'P1006': ['121224171'], 'P7293': ['9814646632205606'], 'P3065': ['A021638527'], 'P14225': ['981005762769609366'], 'P12458': ['937764']}"
Q139468725,,,['Q5'],[],[],[],['Q1622272'],{'P691': ['vse20201083275']}
Q16499868,Michael R. Williams,American physician,['Q5'],[],[],[],['Q2961975'],{'P646': ['/m/0w_033b']}
Q112412252,Michael Roy Williams,,['Q5'],[],[],['+1942-00-00T00:00:00Z'],['Q82594'],"{'P691': ['xx0075147'], 'P214': ['18377778'], 'P213': ['0000000121227915'], 'P244': ['n84198237'], 'P1207': ['n2010123313'], 'P8189': ['987007333015905171'], 'P3987': ['28005'], 'P268': ['12343616j'], 'P269': ['032399170'], 'P227': ['132191741'], 'P9984': ['981058515066206706'], 'P11686': ['981058515066206706'], 'P11182': ['89152'], 'P648': ['OL542890A'], 'P10400': ['40696']}"
Q3080462,Irving Janis,American psychologist (1918–1990),['Q5'],['Q30'],['Q40435'],['+1918-05-26T00:00:00Z'],"['Q212980', 'Q1622272']","{'P214': ['108380289'], 'P213': ['0000000110809565'], 'P349': ['00444531'], 'P227': ['124521452'], 'P244': ['n80008069'], 'P646': ['/m/02k8d9'], 'P1006': ['069881073'], 'P2163': ['1720276'], 'P1315': ['879013'], 'P3430': ['w6573phx'], 'P2381': ['87559'], 'P1417': ['biography/Irving-Janis'], 'P3222': ['irving-janis'], 'P906': ['191456'], 'P3987': ['115694'], 'P5587': ['b8nqrxkv2822m7b'], 'P269': ['030457009'], 'P268': ['12186751j'], 'P691': ['mzk2009496390'], 'P5361': ['JanisIrvingL(IrvingLester)1918-1990'], 'P5739': ['40662'], 'P1207': ['n96017088'], 'P6594': ['irving-l-janis'], 'P8902': ['people/59283'], 'P10553': ['36339401X'], 'P8189': ['987007570054805171'], 'P11249': ['14804482'], 'P11182': ['75343'], 'P12458': ['135298'], 'P10832': ['E39PBJjt7HdqyvHHt3wGGq6h73'], 'P648': ['OL129765A'], 'P396': ['MILV232216'], 'P535': ['260351321'], 'P13591': ['person/a0af05f8-6b05-4eaf-9017-107dfb4cb35e'], 'P7184': ['02k8d9'], 'P1015': ['90054749'], 'P9984': ['981060983958206706'], 'P8179': ['ncf11158456'], 'P5034': ['KAC201915256'], 'P409': ['35242497'], 'P1375': ['000022768'], 'P7293': ['9812829750105606'], 'P3065': ['A003419548'], 'P13951': ['303063', '193590', '218235', '452344'], 'P3368': ['1696885'], 'P14225': ['981005681443809366'], 'P13204': ['rkmy4c8e']}"
Q102186780,Wayne Winston,Ph.D. Yale University 1975,['Q5'],[],[],[],[],"{'P549': ['32897'], 'P4955': ['183620']}"
Q23008773,Wayne W. Lambert,United States Air Force general,['Q5'],['Q30'],['Q788794'],['+1936-01-03T00:00:00Z'],['Q1402561'],"{'P18': ['Wayne W. Lambert.jpg'], 'P2671': ['/g/11c3w0tp0z'], 'P4026': ['22575']}"
Q93434081,Donald E. Kieso,,['Q5'],[],[],['+1936-00-00T00:00:00Z'],['Q188094'],"{'P213': ['0000000122132440'], 'P214': ['85516829'], 'P244': ['n79144797'], 'P1580': ['a1068601'], 'P1207': ['n99002868'], 'P5034': ['KAC200714515'], 'P8851': ['55024905'], 'P691': ['xx0034917'], 'P3987': ['110823'], 'P1280': ['7298147'], 'P8189': ['987007605503105171'], 'P269': ['067701388'], 'P227': ['135963796'], 'P11249': ['14313120'], 'P9984': ['981058520234006706'], 'P11686': ['981058520234006706'], 'P11182': ['1698'], 'P13591': ['person/7151f1a5-29b0-4f2c-9657-4122d748bb53'], 'P13951': ['428490']}"
Q1352604,James G. March,American sociologist (1928–2018),['Q5'],['Q30'],['Q37320'],['+1928-01-15T00:00:00Z'],"['Q2306091', 'Q188094', 'Q1622272', 'Q36180', 'Q1238570', 'Q136659238']","{'P244': ['n80019620'], 'P227': ['124115187'], 'P646': ['/m/02_mc0'], 'P214': ['85273917'], 'P1006': ['067824706'], 'P2163': ['50413'], 'P349': ['00448785'], 'P3430': ['w6bw9wwq'], 'P3987': ['28381'], 'P213': ['0000000083983225'], 'P1015': ['90080399'], 'P1207': ['n97029825'], 'P1368': ['000032960'], 'P1417': ['biography/James-G-March'], 'P268': ['11914408w'], 'P269': ['027007766'], 'P950': ['XX997684'], 'P691': ['vse2005290880'], 'P5034': ['KAC199617681'], 'P1580': ['a1211192'], 'P5380': ['52949'], 'P5731': ['68732'], 'P7400': ['marchjamesg'], 'P18': ['James G. March.jpg'], 'P271': ['DA00153894'], 'P9984': ['981058523516006706'], 'P8313': ['James_G._March'], 'P7293': ['9810615487705606'], 'P396': ['RAVV072644'], 'P8189': ['987007279849705171'], 'P11496': ['1140282266856383872'], 'P11249': ['14382693'], 'P11686': ['981058523516006706'], 'P11182': ['87653'], 'P3368': ['1700646'], 'P9871': ['6604'], 'P648': ['OL234151A'], 'P12458': ['176904'], 'P10832': ['E39PBJqvTVqVVGkHYbvFdmj9jC'], 'P13049': ['124115187'], 'P13591': ['person/6bdc12b7-9c67-439c-b65b-a88a88cac85f'], 'P549': ['257687'], 'P13951': ['64822'], 'P13204': ['a2c85t97']}"
Q93298893,James G. March Professorship in Organizational Studies in Education and Business,endowed academic position at Stanford University,['Q1363750'],[],[],[],[],{}
Q109943162,"James G. March and Johan P. Olsen, Rediscovering Institutions. The Organizational of Politics, New York: Free Press, 1989, $ 24.95.",scientific article,['Q13442814'],[],[],[],[],"{'P356': ['10.7146/POLITICA.V22I4.69209'], 'P2093': ['Ove K. Pedersen'], 'P478': ['22'], 'P433': ['4'], 'P304': ['509-509'], 'P856': ['https://tidsskrift.dk/politica/article/view/69209'], 'P953': ['https://tidsskrift.dk/politica/article/download/69209/100923']}"
Q113531347,David J Pauleen,professor of technology management in New Zealand,['Q5'],[],[],['+1957-01-01T00:00:00Z'],"['Q1650915', 'Q462390']","{'P2038': ['David-Pauleen'], 'P1960': ['urR5jiQAAAAJ'], 'P214': ['265836858'], 'P227': ['1220367761'], 'P10553': ['1736857622'], 'P213': ['0000000036567966'], 'P11249': ['14210593'], 'P8189': ['987007338156205171'], 'P244': ['n2003108277'], 'P13591': ['person/4fb6a4a1-3e8a-4542-8898-d323c84bd3df'], 'P496': ['0000-0003-4412-0162']}"
Q130616572,Nazim Taskin,researcher,['Q5'],[],[],[],['Q1650915'],{}
Q55969711,Irving L. Janis' Victims of Groupthink,scholarly article published in 1991,['Q13442814'],[],[],[],[],"{'P356': ['10.2307/3791464'], 'P433': ['2'], 'P304': ['247'], 'P478': ['12'], 'P2093': [""Paul't Hart""], 'P888': ['3791464']}"
Q56334820,Irving L. Janis (1918-1990): Obituary,obituary published in 1992,"['Q13442814', 'Q309481']",[],[],[],[],"{'P356': ['10.1037/0003-066X.47.6.812'], 'P433': ['6'], 'P304': ['812-813'], 'P478': ['47'], 'P2093': ['M. Brewster Smith', 'Leon Mann']}"
Q135356180,Ali Abdulhussein Hasan Al-Sudani,Iraqi basketball player (born 2004),['Q5'],['Q796'],[],['+2004-01-05T00:00:00Z'],['Q3665646'],{'P12338': ['320719']}
Q12037337,Milan Zelený,"Czech economist, professor and university educator (1942-2023)",['Q5'],"['Q213', 'Q30', 'Q33946']","['Q12029472', 'Q1085']",['+1942-01-22T00:00:00Z'],"['Q188094', 'Q1231865', 'Q1622272']","{'P691': ['ola2003174872'], 'P214': ['79263546'], 'P213': ['0000000058091559'], 'P244': ['n80080216'], 'P373': ['Milan Zelený'], 'P18': ['Milan Zelený.JPG'], 'P1006': ['068212224'], 'P1015': ['90122099'], 'P1207': ['n97038043'], 'P1368': ['000000585'], 'P269': ['067055494'], 'P6844': ['145773'], 'P646': ['/m/0c3p4hp'], 'P9037': ['bc4693bf-1d63-4af7-af06-c6652203da77'], 'P9160': ['135882'], 'P3368': ['586929'], 'P8189': ['987007452583205171'], 'P227': ['135993075'], 'P11182': ['73501'], 'P8179': ['ncf12101608'], 'P7699': ['LNB:Cf7S;=BZ'], 'P271': ['DA02082221'], 'P3065': ['A003997114'], 'P1280': ['175876963'], 'P109': ['Milan Zelený (signature).png'], 'P11496': ['1140282266553198976'], 'P10832': ['E39PBJpJfpBxDgfMxydXpBTCQq'], 'P13049': ['135993075'], 'P10387': ['23939'], 'P396': ['MILV035911'], 'P13591': ['person/15f87aa5-5438-4b90-a541-57c468f7bcd0'], 'P10400': ['14773'], 'P14178': ['ola2003174872'], 'P9322': ['p0059663-Zeleny-Milan-1942']}"
Q17165277,Milan Zeleny bibliography,,['Q1631107'],[],[],[],[],{}
Q140907106,"Milan Zeleny (Ed): Autopoiesis: A-theory of living organization. New York: Elsevier North Holland Inc., 1981, 314 pp.","scholarly article published in Systems Research and Behavioral Science, vol. 27, no. 3 (1982) (DOI: 10.1002/BS.3830270308)",['Q13442814'],[],[],[],[],"{'P356': ['10.1002/BS.3830270308'], 'P478': ['27'], 'P433': ['3'], 'P304': ['298-299'], 'P2093': ['William J. Horvath'], 'P10283': ['W1990441098']}"
Q100775008,Rick Daniels-Mulholland,college basketball player (2007–2008) Tennessee,['Q5'],[],[],['+1987-04-11T00:00:00Z'],['Q3665646'],"{'P3696': ['rick-daniels-mulholland-1'], 'P3957': ['5928']}"
Q113906217,Rick Danielson,American actor,['Q5'],['Q30'],[],[],['Q10800557'],"{'P345': ['nm0200161'], 'P4985': ['158101'], 'P10302': ['richard-danielson'], 'P12098': ['184708'], 'P2605': ['667819'], 'P14750': ['57E3-E453-14EE-2CAC-FFBF']}"
Q41800554,Jerold Zimmerman,economist (University of Rochester),['Q5'],[],[],['+1947-01-01T00:00:00Z'],['Q188094'],"{'P2428': ['pzi31'], 'P227': ['132887134'], 'P244': ['n84214989'], 'P214': ['15944273'], 'P1006': ['071635440'], 'P1207': ['n2009075347'], 'P691': ['jn20020925006'], 'P5034': ['KAC200912602'], 'P8851': ['53187081'], 'P3987': ['110958'], 'P8189': ['987007450909205171'], 'P269': ['069064199'], 'P213': ['0000000121220086'], 'P11182': ['62549'], 'P10832': ['E39PBJdMfy89wBj9M9ycMK9v73'], 'P13591': ['person/e713850d-5c58-4a63-8bda-682c0db2aab9'], 'P13951': ['467648'], 'P648': ['OL542424A'], 'P3747': ['20102']}"
Q17053995,Zimmerman,family name,['Q101352'],[],[],[],[],"{'P3878': ['Z565'], 'P3879': ['86766'], 'P3880': ['SMMN11', 'SMMN111111'], 'P373': ['Zimmerman (surname)'], 'P4839': ['Entity[""Surname"", ""Zimmerman""]'], 'P3370': ['ZIMMERMAN'], 'P9644': ['ZIMMERMAN'], 'P8168': ['Q142120'], 'P13907': ['43586'], 'P13955': ['45608']}"
Q5994029,Zimmermann,family name,['Q101352'],[],[],[],[],"{'P3878': ['Z565'], 'P3879': ['86766'], 'P3880': ['SMMN11', 'SMMN111111'], 'P373': ['Zimmermann (surname)'], 'P6597': ['20'], 'P4839': ['Entity[""Surname"", ""Zimmermann""]'], 'P3370': ['ZIMMERMANN'], 'P9644': ['ZIMMERMANN'], 'P443': ['De-Zimmermann.ogg'], 'P8168': ['Q27835'], 'P13907': ['43587'], 'P13955': ['45609']}"
Q1334388,Elwood Zimmerman,American entomologist (1912-2004),['Q5'],['Q30'],['Q187805'],['+1912-12-08T00:00:00Z'],"['Q3055126', 'Q350979']","{'P214': ['67405546'], 'P213': ['000000006310991X'], 'P227': ['124674941'], 'P835': ['Zimmerman'], 'P3430': ['w6nj09db'], 'P2006': ['6C11360E-B63D-4171-80E4-170106F8A22F'], 'P3987': ['86532'], 'P1006': ['157540138'], 'P5370': ['13654', '60604'], 'P269': ['085858439'], 'P268': ['14594532d'], 'P244': ['n50013586'], 'P1207': ['n2013168625'], 'P646': ['/m/05wwtn5'], 'P6264': ['124781'], 'P10832': ['E39PBJdRxPPMfmX3DkkyY4RYfq'], 'P9964': ['124674941'], 'P7902': ['124674941']}"
Q1360732,Ernst Zimmermann,German painter (1852-1901),['Q5'],"['Q183', 'Q154195']",['Q1726'],['+1852-04-24T00:00:00Z'],['Q1028181'],"{'P244': ['nr91035473'], 'P214': ['32762392'], 'P227': ['116995459'], 'P213': ['000000006676301X'], 'P373': ['Ernst Zimmermann (painter)'], 'P1006': ['171402162'], 'P245': ['500016500'], 'P650': ['86437'], 'P1711': ['52012'], 'P2268': ['112211'], 'P2843': ['B00202071'], 'P1367': ['zimmermann-ernst-karl-georg-18521901'], 'P3782': ['ernst-karl-georg-zimmermann'], 'P1472': ['Ernst Zimmermann'], 'P4927': ['6zbwqaulb7'], 'P5489': ['284157'], 'P18': ['Ernst Karl Georg Zimmermann - Selbstbildnis - 14466 - Bavarian State Painting Collections.jpg'], 'P6844': ['159768'], 'P7944': ['2795'], 'P7902': ['116995459'], 'P2671': ['/g/12301y_7'], 'P4025': ['ZKGPJQZxgA'], 'P7848': ['991003590589707141'], 'P10297': ['g12301y_7'], 'P7847': ['021039691342'], 'P4432': ['00194054'], 'P1248': ['1390402a-9362-41c3-b2b4-ba2d74bf0404'], 'P7545': ['11082527'], 'P12597': ['57471'], 'P10832': ['E39PBJpJj7xpTxPKFyWvJhqWjC'], 'P13049': ['116995459'], 'P9964': ['116995459'], 'P13591': ['person/4c243e3e-f512-4cd0-a4e9-61a73f98fa76']}"
Q1047543,,asteroid,['Q3863'],[],[],[],[],"{'P490': ['1975 TJ2', '1975 WV1', '1977 EQ1', '1982 UJ6'], 'P646': ['/m/03ylcdf'], 'P5736': ['3100'], 'P373': ['3100 Zimmerman'], 'P18': ['003100-asteroid shape model (3100) Zimmerman.png'], 'P716': ['20003100']}"
Q116672557,Mervyn King,former Governor of the Bank of England,['Q5'],[],[],[],[],{}
