openlibrary_author_key,author_name,candidate_rank,wikidata_id,wikidata_label,wikidata_description,wikidata_url,instance_of_qids,citizenship_qids,birthplace_qids,birth_dates,occupation_qids,wikidata_openlibrary_ids,source_ol_author_id,wikidata_ol_author_ids_normalized,exact_openlibrary_id_match,matched_author_identifier,instance_of_parsed,is_human,source_name_normalized,candidate_name_normalized,name_similarity,exact_normalized_name,occupation_qids_parsed,occupation_labels,leadwise_titles,leadwise_book_count,occupation_screen,identity_evidence_tier
OL2733865A,John Fraedrich,1,Q112419769,John Fraedrich,,http://www.wikidata.org/entity/Q112419769,['Q5'],[],[],['+1957-00-00T00:00:00Z'],['Q188094'],[],OL2733865A,[],False,False,['Q5'],True,john fraedrich,john fraedrich,1.0,True,['Q188094'],['economist'],['Business ethics'],1,potentially_compatible,strong_secondary
OL2640453A,Linda Ferrell,1,Q130815305,Linda Ferrell,,http://www.wikidata.org/entity/Q130815305,['Q5'],[],[],[],['Q188094'],[],OL2640453A,[],False,False,['Q5'],True,linda ferrell,linda ferrell,1.0,True,['Q188094'],['economist'],['Business ethics'],1,potentially_compatible,strong_secondary
OL239935A,S. Christian Albright,1,Q112426101,S. Christian Albright,Professor (1946-,http://www.wikidata.org/entity/Q112426101,['Q5'],[],[],['+1946-00-00T00:00:00Z'],['Q121594'],[],OL239935A,[],False,False,['Q5'],True,s christian albright,s christian albright,1.0,True,['Q121594'],['professor'],"['Business Analytics', 'Data analysis & decision making with Microsoft Excel']",2,potentially_compatible,strong_secondary
OL452854A,Wayne L. Winston,1,Q30074498,Wayne L. Winston,American information scientist,http://www.wikidata.org/entity/Q30074498,['Q5'],['Q30'],['Q1408'],['+1950-02-14T00:00:00Z'],"['Q1265807', 'Q1622272', 'Q170790']",[],OL452854A,[],False,False,['Q5'],True,wayne l winston,wayne l winston,1.0,True,"['Q1265807', 'Q1622272', 'Q170790']","['information scientist', 'university teacher', 'mathematician']",['Business Analytics'],1,potentially_compatible,strong_secondary
OL422889A,Peter Juslin,1,Q117251839,Peter Juslin,researcher,http://www.wikidata.org/entity/Q117251839,['Q5'],[],[],[],['Q1650915'],[],OL422889A,[],False,False,['Q5'],True,peter juslin,peter juslin,1.0,True,['Q1650915'],['researcher'],['Judgment and decision making'],1,potentially_compatible,strong_secondary
OL591198A,Ronald C. Doll,1,Q112767040,Ronald C. Doll,American educator and author,http://www.wikidata.org/entity/Q112767040,['Q5'],['Q30'],['Q6809717'],['+1913-03-14T00:00:00Z'],"['Q37226', 'Q21281706', 'Q36180', 'Q1056391', 'Q1622272', 'Q99675502']",[],OL591198A,[],False,False,['Q5'],True,ronald c doll,ronald c doll,1.0,True,"['Q37226', 'Q21281706', 'Q36180', 'Q1056391', 'Q1622272', 'Q99675502']","['teacher', 'academic administrator', 'writer', 'head teacher', 'university teacher', 'teacher educator']",['Curriculum improvement'],1,potentially_compatible,strong_secondary
OL835181A,John J. Hampton,1,Q112446749,John J. Hampton,,http://www.wikidata.org/entity/Q112446749,['Q5'],[],[],['+1942-00-00T00:00:00Z'],['Q121594'],[],OL835181A,[],False,False,['Q5'],True,john j hampton,john j hampton,1.0,True,['Q121594'],['professor'],['Financial decision making'],1,potentially_compatible,strong_secondary
OL2685917A,Deborah Stone,1,Q120610979,Deborah Stone,UK travel writer,http://www.wikidata.org/entity/Q120610979,['Q5'],['Q145'],[],[],"['Q1930187', 'Q1607826', 'Q3579035', 'Q100983844']",[],OL2685917A,[],False,False,['Q5'],True,deborah stone,deborah stone,1.0,True,"['Q1930187', 'Q1607826', 'Q3579035', 'Q100983844']","['journalist', 'editor', 'travel writer', 'garden writer']",['Policy paradox'],1,potentially_compatible,strong_secondary
OL550262A,Thomas N. Ingram,1,Q139468725,Thomas N. Ingram,,http://www.wikidata.org/entity/Q139468725,['Q5'],[],[],[],['Q1622272'],[],OL550262A,[],False,False,['Q5'],True,thomas n ingram,thomas n ingram,1.0,True,['Q1622272'],['university teacher'],['Sales management'],1,potentially_compatible,strong_secondary
OL2627350A,Michael R. Williams,1,Q16499868,Michael R. Williams,American physician,http://www.wikidata.org/entity/Q16499868,['Q5'],[],[],[],['Q2961975'],[],OL2627350A,[],False,False,['Q5'],True,michael r williams,michael r williams,1.0,True,['Q2961975'],['business executive'],['Sales management'],1,potentially_compatible,strong_secondary
OL2776999A,Wayne Winston,1,Q102186780,Wayne Winston,Ph.D. Yale University 1975,http://www.wikidata.org/entity/Q102186780,['Q5'],[],[],[],[],[],OL2776999A,[],False,False,['Q5'],True,wayne winston,wayne winston,1.0,True,[],[],['Data analysis & decision making with Microsoft Excel'],1,insufficient,ambiguous
OL7447258A,Donald E. Kieso,1,Q93434081,Donald E. Kieso,,http://www.wikidata.org/entity/Q93434081,['Q5'],[],[],['+1936-00-00T00:00:00Z'],['Q188094'],[],OL7447258A,[],False,False,['Q5'],True,donald e kieso,donald e kieso,1.0,True,['Q188094'],['economist'],"['Financial Accounting', 'Managerial Accounting']",3,potentially_compatible,strong_secondary
OL3118694A,David J. Pauleen,1,Q113531347,David J Pauleen,professor of technology management in New Zealand,http://www.wikidata.org/entity/Q113531347,['Q5'],[],[],['+1957-01-01T00:00:00Z'],"['Q1650915', 'Q462390']",[],OL3118694A,[],False,False,['Q5'],True,david j pauleen,david j pauleen,1.0,True,"['Q1650915', 'Q462390']","['researcher', 'docent']","['Management Decision-Making, Big Data and Analytics']",1,potentially_compatible,strong_secondary
OL8298978A,Nazim Taskin,1,Q130616572,Nazim Taskin,researcher,http://www.wikidata.org/entity/Q130616572,['Q5'],[],[],[],['Q1650915'],[],OL8298978A,[],False,False,['Q5'],True,nazim taskin,nazim taskin,1.0,True,['Q1650915'],['researcher'],"['Management Decision-Making, Big Data and Analytics']",1,potentially_compatible,strong_secondary
OL2626708A,Irving L. Janis,1,Q3080462,Irving Janis,American psychologist (1918–1990),http://www.wikidata.org/entity/Q3080462,['Q5'],['Q30'],['Q40435'],['+1918-05-26T00:00:00Z'],"['Q212980', 'Q1622272']",['OL129765A'],OL2626708A,['OL129765A'],False,False,['Q5'],True,irving l janis,irving janis,0.9230769230769232,False,"['Q212980', 'Q1622272']","['psychologist', 'university teacher']",['DECISION MAKING'],1,potentially_compatible,probable_secondary
OL1434833A,Milan Zeleny,1,Q12037337,Milan Zelený,"Czech economist, professor and university educator (1942-2023)",http://www.wikidata.org/entity/Q12037337,['Q5'],"['Q213', 'Q30', 'Q33946']","['Q12029472', 'Q1085']",['+1942-01-22T00:00:00Z'],"['Q188094', 'Q1231865', 'Q1622272']",[],OL1434833A,[],False,False,['Q5'],True,milan zeleny,milan zeleny,1.0,True,"['Q188094', 'Q1231865', 'Q1622272']","['economist', 'pedagogue', 'university teacher']",['Multiple criteria decision making'],1,potentially_compatible,strong_secondary
OL4438445A,Mervyn King,1,Q116672557,Mervyn King,former Governor of the Bank of England,http://www.wikidata.org/entity/Q116672557,['Q5'],[],[],[],[],[],OL4438445A,[],False,False,['Q5'],True,mervyn king,mervyn king,1.0,True,[],[],['Radical Uncertainty'],1,insufficient,ambiguous
OL676066A,John Kay,1,Q140683,John Kay,British inventor,http://www.wikidata.org/entity/Q140683,['Q5'],['Q161885'],['Q47822'],['+1704-07-16T00:00:00Z'],['Q205375'],[],OL676066A,[],False,False,['Q5'],True,john kay,john kay,1.0,True,['Q205375'],['inventor'],['Radical Uncertainty'],1,ambiguous,ambiguous
OL7773959A,Nancy S. Kim,1,Q139419343,Nancy S. Kim,,http://www.wikidata.org/entity/Q139419343,['Q5'],[],[],[],"['Q185351', 'Q1622272']",[],OL7773959A,[],False,False,['Q5'],True,nancy s kim,nancy s kim,1.0,True,"['Q185351', 'Q1622272']","['jurist', 'university teacher']",['Judgment and Decision-Making'],1,potentially_compatible,strong_secondary
OL236843A,Allan Savory,1,Q4730957,Allan Savory,Zimbabwean scientist,http://www.wikidata.org/entity/Q4730957,['Q5'],['Q954'],['Q193250'],['+1935-09-15T00:00:00Z'],"['Q864503', 'Q82955', 'Q36180', 'Q61048378', 'Q131512']",[],OL236843A,[],False,False,['Q5'],True,allan savory,allan savory,1.0,True,"['Q864503', 'Q82955', 'Q36180', 'Q61048378', 'Q131512']","['biologist', 'politician', 'writer', 'climate activist', 'farmer']",['Holistic management'],1,potentially_compatible,strong_secondary
OL2778455A,Dennis J. Sweeney,1,Q102277817,Dennis J. Sweeney,D.B.A. Indiana University 1971,http://www.wikidata.org/entity/Q102277817,['Q5'],['Q30'],['Q39709'],"['+1941-00-00T00:00:00Z', '+1941-10-05T00:00:00Z']",['Q1622272'],[],OL2778455A,[],False,False,['Q5'],True,dennis j sweeney,dennis j sweeney,1.0,True,['Q1622272'],['university teacher'],['AN INTRODUCTION TO MANAGEMENT SCIENCE'],1,potentially_compatible,strong_secondary
OL7501910A,Jeffrey D. Camm,1,Q102311299,Jeffrey D. Camm,,http://www.wikidata.org/entity/Q102311299,['Q5'],[],[],[],[],[],OL7501910A,[],False,False,['Q5'],True,jeffrey d camm,jeffrey d camm,1.0,True,[],[],['AN INTRODUCTION TO MANAGEMENT SCIENCE'],1,insufficient,ambiguous
OL7501911A,James J. Cochran,1,Q102311298,James J. Cochran,statistics researcher; Ph.D. University of Cincinnati 1997,http://www.wikidata.org/entity/Q102311298,['Q5'],[],[],[],"['Q2732142', 'Q1622272']",[],OL7501911A,[],False,False,['Q5'],True,james j cochran,james j cochran,1.0,True,"['Q2732142', 'Q1622272']","['statistician', 'university teacher']",['AN INTRODUCTION TO MANAGEMENT SCIENCE'],1,potentially_compatible,strong_secondary
OL8126027A,Jacqueline Birt,1,Q139027944,Jacqueline Birt,,http://www.wikidata.org/entity/Q139027944,['Q5'],[],[],['+1966-01-01T00:00:00Z'],[],[],OL8126027A,[],False,False,['Q5'],True,jacqueline birt,jacqueline birt,1.0,True,[],[],['Accounting'],1,insufficient,ambiguous
OL8126028A,Keryn Chalmers,1,Q130312592,Keryn Chalmers,accounting researcher,http://www.wikidata.org/entity/Q130312592,['Q5'],[],[],[],['Q1650915'],[],OL8126028A,[],False,False,['Q5'],True,keryn chalmers,keryn chalmers,1.0,True,['Q1650915'],['researcher'],['Accounting'],1,potentially_compatible,strong_secondary
OL16223750A,Suzanne Byrne,1,Q88083711,Suzanne C Byrne,researcher,http://www.wikidata.org/entity/Q88083711,['Q5'],[],[],[],['Q1650915'],[],OL16223750A,[],False,False,['Q5'],True,suzanne byrne,suzanne c byrne,0.9285714285714286,False,['Q1650915'],['researcher'],['Accounting'],1,potentially_compatible,probable_secondary
OL2729090A,John Adair,1,Q11595,John Adair,American politician (1757–1840),http://www.wikidata.org/entity/Q11595,['Q5'],['Q30'],['Q497377'],['+1757-01-09T00:00:00Z'],"['Q82955', 'Q47064', 'Q25203010']",[],OL2729090A,[],False,False,['Q5'],True,john adair,john adair,1.0,True,"['Q82955', 'Q47064', 'Q25203010']","['politician', 'military personnel', 'registrar']",['Decision making and problem solving strategies'],1,ambiguous,ambiguous
OL534204A,Ray H. Garrison,1,Q93430950,Ray H. Garrison,,http://www.wikidata.org/entity/Q93430950,['Q5'],[],[],"['+1933-02-23T00:00:00Z', '+1933-00-00T00:00:00Z']",['Q121594'],[],OL534204A,[],False,False,['Q5'],True,ray h garrison,ray h garrison,1.0,True,['Q121594'],['professor'],['Managerial accounting'],1,potentially_compatible,strong_secondary
OL226490A,M. N. Hegde,1,Q136449879,M. N. Hegde,,http://www.wikidata.org/entity/Q136449879,['Q5'],[],[],['+1941-01-01T00:00:00Z'],"['Q1622272', 'Q11762416']",[],OL226490A,[],False,False,['Q5'],True,m n hegde,m n hegde,1.0,True,"['Q1622272', 'Q11762416']","['university teacher', 'speech and language therapist']",['Introduction to communicative disorders'],1,potentially_compatible,strong_secondary
OL397900A,Paul A. Argenti,1,Q116174830,Paul A. Argenti,,http://www.wikidata.org/entity/Q116174830,['Q5'],[],[],[],[],[],OL397900A,[],False,False,['Q5'],True,paul a argenti,paul a argenti,1.0,True,[],[],['Corporate communication'],1,insufficient,ambiguous
OL398394A,Lynn H. Turner,1,Q112537384,Lynn H. Turner,,http://www.wikidata.org/entity/Q112537384,['Q5'],[],[],['+1946-00-00T00:00:00Z'],['Q1622272'],[],OL398394A,[],False,False,['Q5'],True,lynn h turner,lynn h turner,1.0,True,['Q1622272'],['university teacher'],['Introducing communication theory'],1,potentially_compatible,strong_secondary
OL2640350A,Richard West,1,Q127424869,Richard West,"British actor, producer and director",http://www.wikidata.org/entity/Q127424869,['Q5'],"['Q174193', 'Q145']",['Q123634'],['+1920-03-16T00:00:00Z'],"['Q578109', 'Q21280562', 'Q10798782', 'Q2259451', 'Q10800557', 'Q2059704']",[],OL2640350A,[],False,False,['Q5'],True,richard west,richard west,1.0,True,"['Q578109', 'Q21280562', 'Q10798782', 'Q2259451', 'Q10800557', 'Q2059704']","['television producer', 'radio drama actor', 'television actor', 'stage actor', 'film actor', 'television director']",['Introducing communication theory'],1,potentially_incompatible,conflicting
OL1382017A,Lynn Turner,1,Q104439408,Lynn Turner,American model,http://www.wikidata.org/entity/Q104439408,['Q5'],['Q30'],['Q99'],['+1935-12-01T00:00:00Z'],"['Q4610556', 'Q728711']",[],OL1382017A,[],False,False,['Q5'],True,lynn turner,lynn turner,1.0,True,"['Q4610556', 'Q728711']","['model', 'Playboy Playmate']",['Introducing communication theory'],1,potentially_incompatible,conflicting
OL2939178A,Sanjay Kumar,1,Q100725719,Sanjay Kumar,researcher ORCID 0000-0002-8951-5996,http://www.wikidata.org/entity/Q100725719,['Q5'],[],[],[],['Q1650915'],[],OL2939178A,[],False,False,['Q5'],True,sanjay kumar,sanjay kumar,1.0,True,['Q1650915'],['researcher'],"['Communication Skills', 'Communication Skills, Second Edition']",2,potentially_compatible,strong_secondary
OL1961519A,Ronald Adler,1,Q106474785,Ronald Adler,"prisoner in Theresienstadt Ghetto, b. 1935-04-09",http://www.wikidata.org/entity/Q106474785,['Q5'],[],['Q25797'],['+1935-04-09T00:00:00Z'],[],[],OL1961519A,[],False,False,['Q5'],True,ronald adler,ronald adler,1.0,True,[],[],['Looking out/looking in'],1,insufficient,ambiguous
OL3372657A,Ronald Adler,1,Q106474785,Ronald Adler,"prisoner in Theresienstadt Ghetto, b. 1935-04-09",http://www.wikidata.org/entity/Q106474785,['Q5'],[],['Q25797'],['+1935-04-09T00:00:00Z'],[],[],OL3372657A,[],False,False,['Q5'],True,ronald adler,ronald adler,1.0,True,[],[],['Looking out/looking in'],1,insufficient,ambiguous
OL3383392A,Ron Adler,1,Q6889110,Ron Adler,Israeli poet,http://www.wikidata.org/entity/Q6889110,['Q5'],['Q801'],['Q152374'],['+1957-00-00T00:00:00Z'],['Q49757'],['OL6752770A'],OL3383392A,['OL6752770A'],False,False,['Q5'],True,ron adler,ron adler,1.0,True,['Q49757'],['poet'],['Looking out/looking in'],1,ambiguous,ambiguous
OL4593553A,RONALD ADLER,1,Q106474785,Ronald Adler,"prisoner in Theresienstadt Ghetto, b. 1935-04-09",http://www.wikidata.org/entity/Q106474785,['Q5'],[],['Q25797'],['+1935-04-09T00:00:00Z'],[],[],OL4593553A,[],False,False,['Q5'],True,ronald adler,ronald adler,1.0,True,[],[],['Looking out/looking in'],1,insufficient,ambiguous
OL2627896A,Neil Towne,1,Q135272150,Neil Towne,"Towne, Neil, 1928-",http://www.wikidata.org/entity/Q135272150,['Q5'],[],[],['+1928-01-01T00:00:00Z'],[],[],OL2627896A,[],False,False,['Q5'],True,neil towne,neil towne,1.0,True,[],[],['Looking out/looking in'],1,insufficient,ambiguous
OL22053A,Stewart L. Tubbs,1,Q112360354,Stewart L. Tubbs,American communication researcher,http://www.wikidata.org/entity/Q112360354,['Q5'],[],[],['+1943-09-06T00:00:00Z'],"['Q36180', 'Q3400985', 'Q832136']",[],OL22053A,[],False,False,['Q5'],True,stewart l tubbs,stewart l tubbs,1.0,True,"['Q36180', 'Q3400985', 'Q832136']","['writer', 'academic', 'business manager']",['Human communication'],1,potentially_compatible,strong_secondary
OL27525A,Larry A. Samovar,1,Q112448013,Larry A. Samovar,,http://www.wikidata.org/entity/Q112448013,['Q5'],[],[],['+1935-00-00T00:00:00Z'],"['Q6051619', 'Q15978655']",[],OL27525A,[],False,False,['Q5'],True,larry a samovar,larry a samovar,1.0,True,"['Q6051619', 'Q15978655']","['opinion journalist', 'consultant']",['Communication between cultures'],1,potentially_compatible,strong_secondary
OL2777276A,Richard E. Porter,1,Q112448014,Richard E. Porter,professor,http://www.wikidata.org/entity/Q112448014,['Q5'],[],[],['+1933-00-00T00:00:00Z'],['Q121594'],[],OL2777276A,[],False,False,['Q5'],True,richard e porter,richard e porter,1.0,True,['Q121594'],['professor'],['Communication between cultures'],1,potentially_compatible,strong_secondary
OL25012A,Emory A. Griffin,1,Q93237665,Emory A. Griffin,,http://www.wikidata.org/entity/Q93237665,['Q5'],[],[],"['+1937-06-30T00:00:00Z', '+1937-00-00T00:00:00Z']",[],[],OL25012A,[],False,False,['Q5'],True,emory a griffin,emory a griffin,1.0,True,[],[],['A First Look at Communication Theory'],1,insufficient,ambiguous
OL2649381A,Alan Ebenstein,1,Q19787390,Alan O. Ebenstein,"American political scientist, educator and author",http://www.wikidata.org/entity/Q19787390,['Q5'],['Q30'],[],['+1959-05-28T00:00:00Z'],"['Q1238570', 'Q201788']",['OL31351A'],OL2649381A,['OL31351A'],False,False,['Q5'],True,alan ebenstein,alan o ebenstein,0.9333333333333332,False,"['Q1238570', 'Q201788']","['political scientist', 'historian']","[""Today's isms""]",1,potentially_compatible,probable_secondary
OL2274431A,William Ebenstein,1,Q18911354,William Ebenstein,political science scholar,http://www.wikidata.org/entity/Q18911354,['Q5'],['Q30'],['Q1741'],"['+1910-05-11T00:00:00Z', '+1910-00-00T00:00:00Z']","['Q201788', 'Q1238570', 'Q185351', 'Q1622272']",['OL6838073A'],OL2274431A,['OL6838073A'],False,False,['Q5'],True,william ebenstein,william ebenstein,1.0,True,"['Q201788', 'Q1238570', 'Q185351', 'Q1622272']","['historian', 'political scientist', 'jurist', 'university teacher']","[""Today's isms""]",1,potentially_compatible,strong_secondary
OL5717154A,William Ebenstein,1,Q18911354,William Ebenstein,political science scholar,http://www.wikidata.org/entity/Q18911354,['Q5'],['Q30'],['Q1741'],"['+1910-05-11T00:00:00Z', '+1910-00-00T00:00:00Z']","['Q201788', 'Q1238570', 'Q185351', 'Q1622272']",['OL6838073A'],OL5717154A,['OL6838073A'],False,False,['Q5'],True,william ebenstein,william ebenstein,1.0,True,"['Q201788', 'Q1238570', 'Q185351', 'Q1622272']","['historian', 'political scientist', 'jurist', 'university teacher']","[""Today's isms""]",1,potentially_compatible,strong_secondary
OL21503A,Sarah Trenholm,1,Q112393583,Sarah Trenholm,,http://www.wikidata.org/entity/Q112393583,['Q5'],[],[],['+1944-00-00T00:00:00Z'],['Q121594'],[],OL21503A,[],False,False,['Q5'],True,sarah trenholm,sarah trenholm,1.0,True,['Q121594'],['professor'],['Interpersonal communication'],1,potentially_compatible,strong_secondary
OL1879979A,Arthur Jensen,1,Q441910,Arthur Jensen,Danish actor (1897-1981),http://www.wikidata.org/entity/Q441910,['Q5'],['Q756617'],['Q1748'],['+1897-11-09T00:00:00Z'],"['Q33999', 'Q2259451', 'Q10800557', 'Q2405480']",[],OL1879979A,[],False,False,['Q5'],True,arthur jensen,arthur jensen,1.0,True,"['Q33999', 'Q2259451', 'Q10800557', 'Q2405480']","['actor', 'stage actor', 'film actor', 'voice actor']",['Interpersonal communication'],1,potentially_incompatible,conflicting
OL226398A,Malcolm Barnard,1,Q96606655,Malcolm A Barnard,researcher,http://www.wikidata.org/entity/Q96606655,['Q5'],[],[],[],['Q1650915'],[],OL226398A,[],False,False,['Q5'],True,malcolm barnard,malcolm a barnard,0.9375,False,['Q1650915'],['researcher'],['Fashion as communication'],1,potentially_compatible,probable_secondary
OL454516A,Paul Martin Lester,1,Q7152242,Paul Martin Lester,American academic,http://www.wikidata.org/entity/Q7152242,['Q5'],['Q30'],['Q1058775'],['+1953-03-21T00:00:00Z'],"['Q26759595', 'Q1930187', 'Q1622272', 'Q121594']",[],OL454516A,[],False,False,['Q5'],True,paul martin lester,paul martin lester,1.0,True,"['Q26759595', 'Q1930187', 'Q1622272', 'Q121594']","['communication scholar', 'journalist', 'university teacher', 'professor']",['Visual Communication'],1,potentially_compatible,strong_secondary
OL395659A,John G. Proakis,1,Q20203470,John G. Proakis,American electrical engineer,http://www.wikidata.org/entity/Q20203470,['Q5'],[],[],['+1935-01-01T00:00:00Z'],"['Q1326886', 'Q1622272']",[],OL395659A,[],False,False,['Q5'],True,john g proakis,john g proakis,1.0,True,"['Q1326886', 'Q1622272']","['electrical engineer', 'university teacher']",['Digital communications'],1,potentially_compatible,strong_secondary
OL536194A,Leon W. Couch,1,Q112458670,Leon W. Couch,,http://www.wikidata.org/entity/Q112458670,['Q5'],[],['Q49229'],['+1941-00-00T00:00:00Z'],['Q1326886'],[],OL536194A,[],False,False,['Q5'],True,leon w couch,leon w couch,1.0,True,['Q1326886'],['electrical engineer'],['Digital and analog communication systems'],1,ambiguous,ambiguous
OL219702A,William B. Gudykunst,1,Q20723884,William Gudykunst,sociologist (1947-2005),http://www.wikidata.org/entity/Q20723884,['Q5'],[],['Q2233616'],['+1947-10-26T00:00:00Z'],['Q2306091'],[],OL219702A,[],False,False,['Q5'],True,william b gudykunst,william gudykunst,0.9444444444444444,False,['Q2306091'],['sociologist'],['Communicating with strangers'],1,potentially_compatible,probable_secondary
OL1121414A,Young Yun Kim,1,Q122582777,Young Yun Kim,,http://www.wikidata.org/entity/Q122582777,['Q5'],[],['Q8684'],[],['Q1622272'],[],OL1121414A,[],False,False,['Q5'],True,young yun kim,young yun kim,1.0,True,['Q1622272'],['university teacher'],['Communicating with strangers'],1,potentially_compatible,strong_secondary
OL2638683A,William Gudykunst,1,Q20723884,William Gudykunst,sociologist (1947-2005),http://www.wikidata.org/entity/Q20723884,['Q5'],[],['Q2233616'],['+1947-10-26T00:00:00Z'],['Q2306091'],[],OL2638683A,[],False,False,['Q5'],True,william gudykunst,william gudykunst,1.0,True,['Q2306091'],['sociologist'],['Communicating with strangers'],1,potentially_compatible,strong_secondary
OL223621A,Katherine Miller,1,Q25273299,Katherine Miller,translator,http://www.wikidata.org/entity/Q25273299,['Q5'],[],[],[],['Q333634'],[],OL223621A,[],False,False,['Q5'],True,katherine miller,katherine miller,1.0,True,['Q333634'],['translator'],['Communication Theories'],1,ambiguous,ambiguous
OL229901A,John Vivian,1,Q6227494,John Vivian,English Liberal politician; (1818-1879),http://www.wikidata.org/entity/Q6227494,['Q5'],['Q174193'],['Q572078'],['+1818-04-18T00:00:00Z'],['Q82955'],[],OL229901A,[],False,False,['Q5'],True,john vivian,john vivian,1.0,True,['Q82955'],['politician'],['The media of mass communication 11th edition'],1,ambiguous,ambiguous
OL2870600A,Zhi Ding,1,Q102704022,Zhi Ding,Ph.D. Cornell University 1990,http://www.wikidata.org/entity/Q102704022,['Q5'],[],[],[],[],[],OL2870600A,[],False,False,['Q5'],True,zhi ding,zhi ding,1.0,True,[],[],['Modern digital and analogue communication systems'],1,insufficient,ambiguous
OL21137A,Julia T. Wood,1,Q29583260,Julia Wood,professor and author,http://www.wikidata.org/entity/Q29583260,['Q5'],[],[],['+1950-08-26T00:00:00Z'],['Q3400985'],[],OL21137A,[],False,False,['Q5'],True,julia t wood,julia wood,0.9090909090909092,False,['Q3400985'],['academic'],['Gendered Lives'],1,potentially_compatible,probable_secondary
OL26076A,Joseph R. Dominick,1,Q112388328,Joseph R. Dominick,,http://www.wikidata.org/entity/Q112388328,['Q5'],[],[],['+1944-00-00T00:00:00Z'],['Q26759595'],[],OL26076A,[],False,False,['Q5'],True,joseph r dominick,joseph r dominick,1.0,True,['Q26759595'],['communication scholar'],['The dynamics of mass communication'],1,ambiguous,ambiguous
OL4331371A,Everett M. Rogers,1,Q3061477,Everett Rogers,American academic,http://www.wikidata.org/entity/Q3061477,['Q5'],['Q30'],['Q1903180'],['+1931-03-06T00:00:00Z'],"['Q2306091', 'Q26759595']",[],OL4331371A,[],False,False,['Q5'],True,everett m rogers,everett rogers,0.9333333333333332,False,"['Q2306091', 'Q26759595']","['sociologist', 'communication scholar']",['History Of Communication Study'],1,potentially_compatible,probable_secondary
OL1122332A,Timothy Pratt,1,Q112358326,Timothy Pratt,researcher in New Zealand,http://www.wikidata.org/entity/Q112358326,['Q5'],[],[],[],['Q1650915'],[],OL1122332A,[],False,False,['Q5'],True,timothy pratt,timothy pratt,1.0,True,['Q1650915'],['researcher'],['Satellite communications'],1,potentially_compatible,strong_secondary
OL27404A,Stanley J. Baran,1,Q93261840,Stanley J. Baran,,http://www.wikidata.org/entity/Q93261840,['Q5'],[],[],['+1948-12-27T00:00:00Z'],['Q1622272'],[],OL27404A,[],False,False,['Q5'],True,stanley j baran,stanley j baran,1.0,True,['Q1622272'],['university teacher'],['Mass communication theory'],1,potentially_compatible,strong_secondary
OL1655495A,Dennis K. Davis,1,Q112510316,Dennis K. Davis,"(1945–?) American university professor emeritus in the field of media studies, dealing with mass communication.",http://www.wikidata.org/entity/Q112510316,['Q5'],[],[],['+1945-00-00T00:00:00Z'],['Q1622272'],[],OL1655495A,[],False,False,['Q5'],True,dennis k davis,dennis k davis,1.0,True,['Q1622272'],['university teacher'],['Mass communication theory'],1,potentially_compatible,strong_secondary
OL1433906A,Travis Bradberry,1,Q17986043,Travis Bradberry,American business writer,http://www.wikidata.org/entity/Q17986043,['Q5'],[],[],[],"['Q36180', 'Q864380', 'Q212980', 'Q482980']",['OL7208840A'],OL1433906A,['OL7208840A'],False,False,['Q5'],True,travis bradberry,travis bradberry,1.0,True,"['Q36180', 'Q864380', 'Q212980', 'Q482980']","['writer', 'biographer', 'psychologist', 'author']","['Emotional Intelligence 2.0', 'Emotional Intelligence Habits', 'The emotional intelligence quick book']",3,potentially_compatible,strong_secondary
OL3010389A,Jean Greaves,1,Q130797164,Jean Greaves,,http://www.wikidata.org/entity/Q130797164,['Q5'],[],[],[],['Q482980'],[],OL3010389A,[],False,False,['Q5'],True,jean greaves,jean greaves,1.0,True,['Q482980'],['author'],['Emotional Intelligence 2.0'],1,potentially_compatible,strong_secondary
OL619876A,Tom Parks,1,Q116501531,Tom Parks,rugby league footballer,http://www.wikidata.org/entity/Q116501531,['Q5'],[],[],['+1990-03-19T00:00:00Z'],['Q14373094'],[],OL619876A,[],False,False,['Q5'],True,tom parks,tom parks,1.0,True,['Q14373094'],['rugby league player'],['Emotional Intelligence 2.0'],1,ambiguous,ambiguous
OL384616A,Jeanne Segal,1,Q126265779,Jeanne Segal,,http://www.wikidata.org/entity/Q126265779,['Q5'],[],[],['+1939-01-01T00:00:00Z'],[],[],OL384616A,[],False,False,['Q5'],True,jeanne segal,jeanne segal,1.0,True,[],[],"['Raising your emotional intelligence', 'The language of emotional intelligence']",2,insufficient,ambiguous
OL387802A,Gerald Matthews,1,Q112475877,Gerald Matthews,research professor,http://www.wikidata.org/entity/Q112475877,['Q5'],[],[],['+1957-00-00T00:00:00Z'],['Q121594'],[],OL387802A,[],False,False,['Q5'],True,gerald matthews,gerald matthews,1.0,True,['Q121594'],['professor'],['Emotional intelligence 101'],1,potentially_compatible,strong_secondary
OL2828055A,Annie McKee,1,Q112374564,Annie McKee,,http://www.wikidata.org/entity/Q112374564,['Q5'],[],[],['+1955-00-00T00:00:00Z'],['Q15978655'],[],OL2828055A,[],False,False,['Q5'],True,annie mckee,annie mckee,1.0,True,['Q15978655'],['consultant'],"['Primal leadership : realizing the power of emotional intelligence', 'Primal Leadership']",2,potentially_compatible,strong_secondary
