book_id,scrape_id,title,subtitle,author,isbn_source,isbn_normalized,isbn_13,isbn_status,publisher,publication_date,publication_year,format,page_count,edition_note,cover_url,external_book_url,release_pages,source_metadata_conflict,source,openlibrary_key,match_method,match_confidence
BOOK01914,689,Surf When You Can,"Lessons in Life, Loyalty, and Leadership from a Maverick Navy Captain",Brett Crozier with Michael Vlessides,9781982191009,9781982191009,9781982191009,Valid ISBN-13,Atria Books,2023-06-13,2023,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9781982191009.jpg,https://amzn.to/3qdn7wS,['2023 Releases'],False,LeadershipNow,,,
BOOK01915,602,Right Kind of Wrong,The Science of Failing Well,Amy C. Edmondson,9781982195069,9781982195069,9781982195069,Valid ISBN-13,Atria Books,2023-09-05,2023,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9781982195069.jpg,https://amzn.to/3OL5YEZ,['2023 Releases'],False,LeadershipNow,,,
BOOK01916,929,Live Life in Crescendo,Your Most Important Work is Always Ahead of You,Stephen R. Covey and Cynthia Covey,9781982195472,9781982195472,9781982195472,Valid ISBN-13,Simon & Schuster,2022-09-27,2022,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9781982195472.jpg,https://amzn.to/3vXBxQY,['2022 Releases'],False,LeadershipNow,,,
BOOK01917,1038,Make No Small Plans,"Lessons on Thinking Big, Chasing Dreams, and Building Community","Elliott Bisnow, Brett Leve, Jeff Rosenthal and Jeremy Schwartz",9781984822642,9781984822642,9781984822642,Valid ISBN-13,Currency,2022-04-12,2022,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9781984822642.jpg,https://amzn.to/3muhANJ,['2022 Releases'],False,LeadershipNow,,,
BOOK01918,1071,Influence Is Your Superpower,"The Science of Winning Hearts, Sparking Change, and Making Good Things Happen",Zoe Chance,9781984854339,9781984854339,9781984854339,Valid ISBN-13,Random House,2022-02-01,2022,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9781984854339.jpg,https://amzn.to/3o0JmSN,['2022 Releases'],False,LeadershipNow,,,
BOOK01919,68,Strong Ground,"The Lessons of Daring Leadership, the Tenacity of Paradox, and the Wisdom of the Human Spirit",Brené Brown,9781984855749,9781984855749,9781984855749,Valid ISBN-13,Random House,2025-09-23,2025,Hardcover,448.0,,https://www.leadershipnow.com/leadershop/images/9781984855749.jpg,https://amzn.to/4lC5dL7,['2025 Releases'],False,LeadershipNow,,,
BOOK01920,566,Make Possibilities Happen,How to Transform Ideas into Reality,Grace Hawthorne with Stanford d.school - Designed by Celia Leung,9781984858122,9781984858122,9781984858122,Valid ISBN-13,Ten Speed Press,2023-11-28,2023,Paperback,144.0,,https://www.leadershipnow.com/leadershop/images/9781984858122.jpg,https://amzn.to/45zOkJ8,['2023 Releases'],False,LeadershipNow,,,
BOOK01921,402,Assembling Tomorrow,A Guide to Designing a Thriving Future from the Stanford d.school,Scott Doorley and Carissa Carter,9781984858184,9781984858184,9781984858184,Valid ISBN-13,Ten Speed Press,2024-06-18,2024,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9781984858184.jpg,https://amzn.to/4fRMHLT,['2024 Releases'],False,LeadershipNow,,,
BOOK01922,717,The New China Playbook,Beyond Socialism and Capitalism,Keyu Jin,9781984878281,9781984878281,9781984878281,Valid ISBN-13,Viking,2023-05-16,2023,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9781984878281.jpg,https://amzn.to/3TqCvQX,['2023 Releases'],False,LeadershipNow,,,
BOOK01923,801,Unscripted,The Epic Battle for a Media Empire and the Redstone Family Legacy,James B Stewart and Rachel Abrams,9781984879424,9781984879424,9781984879424,Valid ISBN-13,Penguin Press,2023-02-14,2023,Hardcover,416.0,,https://www.leadershipnow.com/leadershop/images/9781984879424.jpg,https://amzn.to/3AttNtq,['2023 Releases'],False,LeadershipNow,,,
BOOK01924,1109,Stewards of the Future,A Guide for Competent Boards,Helle Bank Jorgensen,9781988025766,9781988025766,9781988025766,Valid ISBN-13,Barlow Publishing,2022-01-12,2022,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9781988025766.jpg,https://amzn.to/3rZg7Tf,['2022 Releases'],False,LeadershipNow,,,
BOOK01925,546,Collaborative Advantage,How Open Organizations Thrive in Volatility,Oliver Gassmann and Raphael Bömelburg,9783031363054,9783031363054,9783031363054,Valid ISBN-13,Palgrave Macmillan,2023-12-20,2023,Hardcover,204.0,,https://www.leadershipnow.com/leadershop/images/9783031363054.jpg,https://amzn.to/49wY5ef,['2023 Releases'],False,LeadershipNow,,,
BOOK01926,89,Leading Organizational Transformation,"Embracing Liberation, Vitality, and Expression to Build a Success-Capable Organization",Alejandro Reyes,9783031897627,9783031897627,9783031897627,Valid ISBN-13,Palgrave Macmillan,2025-08-23,2025,Paperback,402.0,,https://www.leadershipnow.com/leadershop/images/9783031897627.jpg,https://amzn.to/43mTpa0,['2025 Releases'],False,LeadershipNow,,,
BOOK01927,879,When McKinsey Comes to Town,The Hidden Influence of the World's Most Powerful Consulting Firm,Walt Bogdanich and Michael Forsythe,978385546232,978385546232,978385546232,Invalid length,Doubleday,2022-10-04,2022,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/978385546232.jpg,https://amzn.to/3QHTdK0,['2022 Releases'],False,LeadershipNow,,,
BOOK01928,584,"Remove, Replace, Restart",The Essential Maintenance Manual for Your Engine for Success,Christian Greiser,9783967391763,9783967391763,9783967391763,Valid ISBN-13,Gabal Verlag Gmbh,2023-10-10,2023,Paperback,216.0,,https://www.leadershipnow.com/leadershop/images/9783967391763.jpg,https://amzn.to/3RYhE8Z,['2023 Releases'],False,LeadershipNow,,,
BOOK01929,481,The Art of Slicing Work,How To Navigate Unpredictable Projects,Anton Skornyakov,9783982609225,9783982609225,9783982609225,Valid ISBN-13,Agile.Coach Gmbh & Co. Kg,2024-03-21,2024,Hardcover,190.0,,https://www.leadershipnow.com/leadershop/images/9783982609225.jpg,https://amzn.to/43DSMXV,['2024 Releases'],False,LeadershipNow,,,
BOOK01930,637,Family Reins,The Extraordinary Rise and Epic Fall of an American Dynasty,Billy Busch,9788200798827,9788200798827,9788200798827,Invalid check digit,Blackstone Publishing,2023-08-01,2023,Hardcover,242.0,,https://www.leadershipnow.com/leadershop/images/9788200798827.jpg,https://amzn.to/3C2cZd6,['2023 Releases'],False,LeadershipNow,,,
BOOK01931,560,Areté,Activate Your Heroic Potential,Brian Johnson,9788212414074,9788212414074,9788212414074,Invalid check digit,Heroic Blackstone,2023-11-14,2023,Hardcover,1001.0,,https://www.leadershipnow.com/leadershop/images/9788212414074.jpg,https://amzn.to/45E32je,['2023 Releases'],False,LeadershipNow,,,
BOOK01932,474,Become a Super Leader,The 4 Essential Anchors for Mastering Influential Leadership,Gary C Laney,9788218394301,9788218394301,9788218394301,Invalid check digit,Success Masters LLC,2024-03-12,2024,Paperback,244.0,,https://www.leadershipnow.com/leadershop/images/9788218394301.jpg,https://amzn.to/3TN1YWI,['2024 Releases'],False,LeadershipNow,,,
BOOK01933,407,Leadership Legacy,"Discover, Create, Live Your Best Life!",Kerry Fierke,9788350934663,9788350934663,9788350934663,Invalid check digit,BookBaby,2024-05-01,2024,Paperback,178.0,,https://www.leadershipnow.com/leadershop/images/9788350934663.jpg,https://amzn.to/3PsRJEl,['2024 Releases'],False,LeadershipNow,,,
BOOK01934,678,Leadership by Example,Be a role model who inspires greatness in others,Frank Sonnenberg,9788370856235,9788370856235,9788370856235,Invalid check digit,Independently published,2023-06-05,2023,Hardcover,277.0,,https://www.leadershipnow.com/leadershop/images/9788370856235.jpg,https://amzn.to/3qYFCFS,['2023 Releases'],False,LeadershipNow,,,
BOOK01935,760,Profit with Presence,The Twelve Pillars of Mindful Leadership,Eric J. Holsapple,9788886450101,9788886450101,9788886450101,Invalid check digit,Greenleaf Book Group Press,2023-03-07,2023,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9788886450101.jpg,https://amzn.to/3VQ7KFt,['2023 Releases'],False,LeadershipNow,,,
BOOK01936,680,Leading with Significance,"How to Create a Magnetic, People-First Culture",Joey Havens,9788886450484,9788886450484,9788886450484,Invalid check digit,Greenleaf Book Group Press,2023-06-06,2023,Hardcover,200.0,,https://www.leadershipnow.com/leadershop/images/9788886450484.jpg,https://amzn.to/3J9Ygjd,['2023 Releases'],False,LeadershipNow,,,
BOOK01937,615,Fixing Work,A Tale about Designing Jobs Employees Love,David G. Henkin and Thomas Bertels,9788886450774,9788886450774,9788886450774,Invalid check digit,Greenleaf Book Group Press,2023-09-12,2023,Hardcover,232.0,,https://www.leadershipnow.com/leadershop/images/9788886450774.jpg,https://amzn.to/43AqWKm,['2023 Releases'],False,LeadershipNow,,,
BOOK01938,525,How to Make a Few Billion Dollars,,Brad Jacobs,9788886451740,9788886451740,9788886451740,Invalid check digit,Greenleaf Book Group Press,2024-01-16,2024,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9788886451740.jpg,https://amzn.to/3ROW32l,['2024 Releases'],False,LeadershipNow,,,
BOOK01939,905,A New Kind of Diversity,Making the Different Generations on Your Team a Competitive Advantage,Tim Elmore,9788887100005,9788887100005,9788887100005,Invalid check digit,Maxwell Leadership,2022-10-25,2022,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9788887100005.jpg,https://amzn.to/3S8DAfq,['2022 Releases'],False,LeadershipNow,,,
BOOK01940,598,Becoming More,You Can't Get to Better Until You Get to Different,Dianna Kokoszka,9788887100067,9788887100067,9788887100067,Invalid check digit,Maxwell Leadership,2023-10-31,2023,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9788887100067.jpg,https://amzn.to/44QQsMF,['2023 Releases'],False,LeadershipNow,,,
BOOK01941,761,The 16 Undeniable Laws of Communication,Apply Them and Make the Most of Your Message,John C. Maxwell,9788887100081,9788887100081,9788887100081,Invalid check digit,Maxwell Leadership,2023-03-07,2023,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9788887100081.jpg,https://amzn.to/3izVVEQ,['2023 Releases'],False,LeadershipNow,,,
BOOK01942,734,Rebel Leadership,Why It Pays to Break the Rules to Be Successful in Business and Life,Luis Urdaneta,9788887100128,9788887100128,9788887100128,Invalid check digit,Maxwell Leadership,2023-04-11,2023,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9788887100128.jpg,https://amzn.to/3H7Ut6K,['2023 Releases'],False,LeadershipNow,,,
BOOK01943,410,High Road Leadership,Bringing People Together in a World That Divides,John C. Maxwell,9788887100340,9788887100340,9788887100340,Invalid check digit,Maxwell Leadership,2024-05-07,2024,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9788887100340.jpg,https://amzn.to/3WhKqUm,['2024 Releases'],False,LeadershipNow,,,
BOOK01944,578,Knowledge Mindfulness,The Interconnections That Help Leaders Transform Their Business and Life,Laila Marouf,9788887500249,9788887500249,9788887500249,Invalid check digit,ForbesBooks,2023-10-03,2023,Hardcover,231.0,,https://www.leadershipnow.com/leadershop/images/9788887500249.jpg,https://amzn.to/3Mf6CbQ,['2023 Releases'],False,LeadershipNow,,,
BOOK01945,623,"Results, Not Reports","Building Exceptional Organizations by Integrating Process, Performance, and People",Peter Follows,9788887500508,9788887500508,9788887500508,Invalid check digit,ForbesBooks,2023-09-19,2023,Hardcover,208.0,,https://www.leadershipnow.com/leadershop/images/9788887500508.jpg,https://amzn.to/3SbuzV3,['2023 Releases'],False,LeadershipNow,,,
BOOK01946,691,The Success Paradox,How to Surrender & Win in Business and in Life,Gary C. Cooper with Will T. Wilkinson,9788887500522,9788887500522,9788887500522,Invalid check digit,ForbesBooks,2023-06-13,2023,Hardcover,220.0,,https://www.leadershipnow.com/leadershop/images/9788887500522.jpg,https://amzn.to/405YwYA,['2023 Releases'],False,LeadershipNow,,,
BOOK01947,622,Get It Together,A Winning Formula for Success from the Boss You Need,Puja Rios,9788887501147,9788887501147,9788887501147,Invalid check digit,ForbesBooks,2023-09-19,2023,Hardcover,174.0,,https://www.leadershipnow.com/leadershop/images/9788887501147.jpg,https://amzn.to/46TIzb3,['2023 Releases'],False,LeadershipNow,,,
BOOK01948,479,The CQ Edge,"How to Ignite Confidence, Eliminate Anxiety and Maximize Your Communication Intelligence",Su Bridgman,9788887501567,9788887501567,9788887501567,Invalid check digit,ForbesBooks,2024-03-19,2024,Hardcover,328.0,,https://www.leadershipnow.com/leadershop/images/9788887501567.jpg,https://amzn.to/44hYjUr,['2024 Releases'],False,LeadershipNow,,,
BOOK01949,357,Leading What Matters Most,A Business Parable on Unlocking Human Potential,Phil Geldart,9788887502472,9788887502472,9788887502472,Invalid check digit,ForbesBooks,2024-08-13,2024,Hardcover,192.0,,https://www.leadershipnow.com/leadershop/images/9788887502472.jpg,https://amzn.to/4cZiCJS,['2024 Releases'],False,LeadershipNow,,,
BOOK01950,510,deComplify,"How Simplicity Drives Stability, Innovation and Transformation",Gary S. Michel,9788887503417,9788887503417,9788887503417,Invalid check digit,ForbesBooks,2024-01-02,2024,Hardcover,176.0,,https://www.leadershipnow.com/leadershop/images/9788887503417.jpg,https://amzn.to/3TqMUOK,['2024 Releases'],False,LeadershipNow,,,
BOOK01951,454,Self Less,"Lessons Learned from A Life Devoted to Servant Leadership, in Five Acts",Len Jessup,9788887504476,9788887504476,9788887504476,Invalid check digit,ForbesBooks,2024-04-16,2024,Hardcover,120.0,,https://www.leadershipnow.com/leadershop/images/9788887504476.jpg,https://amzn.to/44TEOSf,['2024 Releases'],False,LeadershipNow,,,
BOOK01952,415,Get Clear Career Assessment,Find the Work You're Wired to Do,Ken Coleman,9788887820231,9788887820231,9788887820231,Invalid check digit,Ramsey Press,2024-05-07,2024,Hardcover,160.0,,https://www.leadershipnow.com/leadershop/images/9788887820231.jpg,https://amzn.to/3xQIIyZ,['2024 Releases'],False,LeadershipNow,,,
BOOK01953,506,The 80/20 CEO,Take Command of Your Business in 100 Days,Bill Canady,9788888242469,9788888242469,9788888242469,Invalid check digit,Koehler Books,2024-02-27,2024,Paperback,260.0,,https://www.leadershipnow.com/leadershop/images/9788888242469.jpg,https://amzn.to/3vBnfsO,['2024 Releases'],False,LeadershipNow,,,
BOOK01954,491,Passion Struck,Twelve Powerful Principles to Unlock Your Purpose and Ignite Your Most Intentional Life,John R. Miles,9788888451403,9788888451403,9788888451403,Invalid check digit,Post Hill Press,2024-02-06,2024,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9788888451403.jpg,https://amzn.to/47xFTip,['2024 Releases'],False,LeadershipNow,,,
BOOK01955,404,The Gouge!,How to Be Smarter Than the Situation You Are In,Admiral Bob Harward,9788888453124,9788888453124,9788888453124,Invalid check digit,Post Hill Press,2024-06-25,2024,Hardcover,176.0,,https://www.leadershipnow.com/leadershop/images/9788888453124.jpg,https://amzn.to/3UB8vTm,['2024 Releases'],False,LeadershipNow,,,
BOOK01956,386,The Soil of Leadership,Cultivating the Conditions for Transformation,Britt Yamamoto,9788891380554,9788891380554,9788891380554,Invalid check digit,Amplify Publishing,2024-07-30,2024,Hardcover,248.0,,https://www.leadershipnow.com/leadershop/images/9788891380554.jpg,https://amzn.to/3L3guEG,['2024 Releases'],False,LeadershipNow,,,
BOOK01957,426,The Virtue Proposition,"Five Virtues That Will Transform Leadership, Team Performance, and You",Sig Berg,9788891380592,9788891380592,9788891380592,Invalid check digit,Amplify Publishing Group,2024-05-14,2024,Hardcover,216.0,,https://www.leadershipnow.com/leadershop/images/9788891380592.jpg,https://amzn.to/44ppIDT,['2024 Releases'],False,LeadershipNow,,,
BOOK01958,279,The Purposeful Decision Maker,A Guide to Making Great Decisions in Life and Business,Pádraig Ó Céidigh,9788891381322,9788891381322,9788891381322,Invalid check digit,Amplify Publishing,2024-11-12,2024,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9788891381322.jpg,https://amzn.to/3Z3Bvap,['2024 Releases'],False,LeadershipNow,,,
BOOK01959,405,Brilliant Leadership,Patterns for Creating High-Impact Teams,Suzanne Martin,9788891381346,9788891381346,9788891381346,Invalid check digit,Amplify Publishing,2024-06-25,2024,Hardcover,200.0,,https://www.leadershipnow.com/leadershop/images/9788891381346.jpg,https://amzn.to/3ylQ4uF,['2024 Releases'],False,LeadershipNow,,,
BOOK01960,319,The Reset Mindset,"Get Unstuck, Focus on What Matters Most, and Reach Your Goals Faster",Penny Zenker,9788891382299,9788891382299,9788891382299,Invalid check digit,Amplify Publishing,2024-09-03,2024,Hardcover,192.0,,https://www.leadershipnow.com/leadershop/images/9788891382299.jpg,https://amzn.to/3XiZsJC,['2024 Releases'],False,LeadershipNow,,,
BOOK01961,384,The Turnaround Leader,Rebuilding Great Organizations in the Face of Adversity,Wes Wheeler,9788891880344,9788891880344,9788891880344,Invalid check digit,Advantage Media Group,2024-07-30,2024,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9788891880344.jpg,https://amzn.to/3W7TE5a,['2024 Releases'],False,LeadershipNow,,,
BOOK01962,884,The Unconventional Entrepreneur,Launch a Successful Business & Live The Worklife Dream,Alexandra Nicole Nolan,9788985071313,9788985071313,9788985071313,Invalid check digit,Susan Schadt Press,2022-10-04,2022,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9788985071313.jpg,https://amzn.to/3BTGnms,['2022 Releases'],False,LeadershipNow,,,
BOOK01963,731,The Nine,The Tectonic Forces Reshaping the Workplace,Phil Simon,9788985814767,9788985814767,9788985814767,Invalid check digit,Racket Publishing,2023-04-04,2023,Paperback,284.0,,https://www.leadershipnow.com/leadershop/images/9788985814767.jpg,https://amzn.to/3mhateu,['2023 Releases'],False,LeadershipNow,,,
BOOK01964,915,Executive Presence,"Step Into Your Power, Convey Confidence, & Lead With Conviction",Joel A. Garfinkle,9788985936605,9788985936605,9788985936605,Invalid check digit,JAG Press,2022-09-10,2022,Paperback,330.0,,https://www.leadershipnow.com/leadershop/images/9788985936605.jpg,https://amzn.to/3Fi8luc,['2022 Releases'],False,LeadershipNow,,,
BOOK01965,933,The Conscious Workplace,Fortify Your Culture to Thrive in Any Crisis,Shaara Roman,9788986128702,9788986128702,9788986128702,Invalid check digit,Bedgebury Press,2022-09-27,2022,Paperback,306.0,,https://www.leadershipnow.com/leadershop/images/9788986128702.jpg,https://amzn.to/3DFb3IZ,['2022 Releases'],False,LeadershipNow,,,
BOOK01966,759,Life on the X,"A Navy SEAL's Guide to Meeting Any Challenge with Courage, Confidence, and Readiness",Stephen Drum,9788986304502,9788986304502,9788986304502,Invalid check digit,Drum House Publishing,2023-03-07,2023,Paperback,160.0,,https://www.leadershipnow.com/leadershop/images/9788986304502.jpg,https://amzn.to/3IKhn4l,['2023 Releases'],False,LeadershipNow,,,
BOOK01967,893,The Shortcut,The Fastest Way to Achieve Your Goals,Ruben Gonzalez,9788986518800,9788986518800,9788986518800,Invalid check digit,Olympia Press,2022-10-15,2022,Paperback,192.0,,https://www.leadershipnow.com/leadershop/images/9788986518800.jpg,https://amzn.to/3kqxx9P,['2022 Releases'],False,LeadershipNow,,,
BOOK01968,482,Conquer Your Culture,"CEOs’ Simple, Proven Guide to an Exceptional and Inspiring Company Environment",David Komar,9788987216415,9788987216415,9788987216415,Invalid check digit,Culture Guide,2024-03-26,2024,Paperback,141.0,,https://www.leadershipnow.com/leadershop/images/9788987216415.jpg,https://amzn.to/3QlXTXv,['2024 Releases'],False,LeadershipNow,,,
BOOK01969,794,Strategy Realized - The Business Hierarchy of Needs,Turning Strategy Into Results,Jim Gitney,9788987262603,9788987262603,9788987262603,Invalid check digit,Winning Edge Group LLC,2023-02-07,2023,Hardcover,174.0,,https://www.leadershipnow.com/leadershop/images/9788987262603.jpg,https://amzn.to/3LSmQbF,['2023 Releases'],False,LeadershipNow,,,
BOOK01970,653,The 9th Stratum,Your Guide to High Performance,Aaron Salko,9788988492818,9788988492818,9788988492818,Invalid check digit,9th Stratum Publishing,2023-08-25,2023,Paperback,258.0,,https://www.leadershipnow.com/leadershop/images/9788988492818.jpg,https://amzn.to/3tlmUcX,['2023 Releases'],False,LeadershipNow,,,
BOOK01971,485,Can't Tame a Mongoose,Memoir of a Genomics Entrepreneur,Stan Rose,9788988611202,9788988611202,9788988611202,Invalid check digit,Miles Pond Press,2024-03-26,2024,Hardcover,290.0,,https://www.leadershipnow.com/leadershop/images/9788988611202.jpg,https://amzn.to/3WL6Ptw,['2024 Releases'],False,LeadershipNow,,,
BOOK01972,693,Meta-Leadership,The New Leader's Skill Set For The World of AI and Web3,Andrea Iorio,9788988668404,9788988668404,9788988668404,Invalid check digit,Webook Publishing,2023-06-19,2023,Hardcover,190.0,,https://www.leadershipnow.com/leadershop/images/9788988668404.jpg,https://amzn.to/45pNTRX,['2023 Releases'],False,LeadershipNow,,,
BOOK01973,536,Get Scalable,The Operating System Your Business Needs To Run and Scale Without You,Ryan Deiss,9788988673729,9788988673729,9788988673729,Invalid check digit,Scalable Company,2023-12-05,2023,Paperback,212.0,,https://www.leadershipnow.com/leadershop/images/9788988673729.jpg,https://amzn.to/3S4ZO46,['2023 Releases'],False,LeadershipNow,,,
BOOK01974,313,Burned Out to Lit Up,Ditch the Grind and Reclaim Your Life,Cara E. Houser,9788988925200,9788988925200,9788988925200,Invalid check digit,Parliament Press,2024-10-24,2024,Paperback,176.0,,https://www.leadershipnow.com/leadershop/images/9788988925200.jpg,https://amzn.to/4bQf3Ej,['2024 Releases'],False,LeadershipNow,,,
BOOK01975,503,Tell Me My Story,Challenging the Narrative of Service Before Self,Dimple D Dhabalia,9788988958208,9788988958208,9788988958208,Invalid check digit,Ambika Media,2024-02-21,2024,Paperback,280.0,,https://www.leadershipnow.com/leadershop/images/9788988958208.jpg,https://amzn.to/3vTcYs7,['2024 Releases'],False,LeadershipNow,,,
BOOK01976,469,Synergea,"A Blueprint for Building Effective, Globally Distributed Teams in the New Era of Software Development",Andy Hilliard,9788989865413,9788989865413,9788989865413,Invalid check digit,"Accelerance, Inc.",2024-03-05,2024,Paperback,240.0,,https://www.leadershipnow.com/leadershop/images/9788989865413.jpg,https://amzn.to/4cu7PHD,['2024 Releases'],False,LeadershipNow,,,
BOOK01977,303,The Seven Frequencies of Communication,The Hidden Language of Human Connection,Erwin Raphael McManus,9788991045612,9788991045612,9788991045612,Invalid check digit,Erwin McManus Publishing,2024-10-15,2024,Hardcover,160.0,,https://www.leadershipnow.com/leadershop/images/9788991045612.jpg,https://amzn.to/3Ze99ua,['2024 Releases'],False,LeadershipNow,,,
BOOK01978,970,Why Innovation Fails,And How to Succeed in Seven Steps,Joachim De Vos,9789401478465,9789401478465,9789401478465,Valid ISBN-13,Lannoo Publishers,2022-07-27,2022,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9789401478465.jpg,https://amzn.to/3LAjXJc,['2022 Releases'],False,LeadershipNow,,,
BOOK01979,349,AI Snake Oil,"What Artificial Intelligence Can Do, What It Can’t, and How to Tell the Difference",Arvind Narayanan and Sayash Kapoor,9790691249131,9790691249131,9790691249131,Invalid check digit,Princeton University Press,2024-09-24,2024,Hardcover,360.0,,https://www.leadershipnow.com/leadershop/images/9790691249131.jpg,https://amzn.to/498LQVk,['2024 Releases'],False,LeadershipNow,,,
BOOK01980,377,Front-Line Leadership,How to Eliminate Complacency and Build All-In Engagement,Patrick Nelson,9791394240753,9791394240753,9791394240753,Invalid check digit,Wiley,2024-07-11,2024,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9791394240753.jpg,https://amzn.to/4f6KLju,['2024 Releases'],False,LeadershipNow,,,
BOOK01981,147,The New Emotional Intelligence,,Travis Bradberry,979218589660,979218589660,979218589660,Invalid length,Bruyere Publishing,2025-05-13,2025,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/979218589660.jpg,https://amzn.to/4juExM6,['2025 Releases'],False,LeadershipNow,,,
BOOK01982,10,Human Edge in the AI Age,Eight Timeless Mantras For Success,Nitin Seth,9798216391746,9798216391746,9798216391746,Valid ISBN-13,Bloomsbury Academic,2025-12-11,2025,Hardcover,496.0,,https://www.leadershipnow.com/leadershop/images/9798216391746.jpg,https://amzn.to/47YrQpJ,['2025 Releases'],False,LeadershipNow,,,
BOOK01983,52,Read Your Mind,Proven Habits for Success from the World's Greatest Mentalist,Oz Pearlman,9798217059041,9798217059041,9798217059041,Valid ISBN-13,Viking,2025-10-28,2025,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9798217059041.jpg,https://amzn.to/4algqOv,['2025 Releases'],False,LeadershipNow,,,
BOOK01984,277,Influence Elevated,Maximizing Your Connection Monday to Monday,Stacey Hanke,9798218491598,9798218491598,9798218491598,Valid ISBN-13,Stacey Hanke Inc.,2024-11-12,2024,Hardcover,260.0,,https://www.leadershipnow.com/leadershop/images/9798218491598.jpg,https://amzn.to/4fh9Tn4,['2024 Releases'],False,LeadershipNow,,,
BOOK01985,307,Creating Excellence,"Insights Into Leadership, Life and Legacy",Bentley Nettles,9798218509224,9798218509224,9798218509224,Valid ISBN-13,Boop Hill Enterprises,2024-10-17,2024,Paperback,140.0,,https://www.leadershipnow.com/leadershop/images/9798218509224.jpg,https://amzn.to/40wkh5J,['2024 Releases'],False,LeadershipNow,,,
BOOK01986,223,Build Something,A journey of hard-won lessons and impactful outcomes,Michael Cerdá,9798218584894,9798218584894,9798218584894,Valid ISBN-13,Build Something,2025-02-26,2025,Hardcover,356.0,,https://www.leadershipnow.com/leadershop/images/9798218584894.jpg,https://amzn.to/4j32LwZ,['2025 Releases'],False,LeadershipNow,,,
BOOK01987,14,Break The Mold,"How To Achieve Transformational Change, Scale, And Growth Simultaneously",Alan Whitman,9798218759681,9798218759681,9798218759681,Valid ISBN-13,BooksBaby,2025-12-16,2025,Hardcover,280.0,,https://www.leadershipnow.com/leadershop/images/9798218759681.jpg,https://amzn.to/4rrN8Ug,['2025 Releases'],False,LeadershipNow,,,
BOOK01988,92,Visualize,"Think, Feel, Perform Like the Top 1%",Maya Raichoora,9798318601132,9798318601132,9798318601132,Valid ISBN-13,Hay House LLC,2025-08-26,2025,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9798318601132.jpg,https://amzn.to/4nfBYQk,['2025 Releases'],False,LeadershipNow,,,
BOOK01989,79,Curative Culture,Stepping Away from a Toxic Workplace,Douglas K Shaw,9798319152701,9798319152701,9798319152701,Valid ISBN-13,Independently published,2025-08-01,2025,Paperback,352.0,,https://www.leadershipnow.com/leadershop/images/9798319152701.jpg,https://amzn.to/4msG1HV,['2025 Releases'],False,LeadershipNow,,,
BOOK01990,462,Professional Careers by Design,A Handbook For the Bespoke Life,Sharon Hull,9798350922622,9798350922622,9798350922622,Valid ISBN-13,BookBaby,2024-04-30,2024,Paperback,276.0,,https://www.leadershipnow.com/leadershop/images/9798350922622.jpg,https://amzn.to/451RWVu,['2024 Releases'],False,LeadershipNow,,,
BOOK01991,434,Always Squeezing Lemons,Taking Responsibility to Define Your Own Success,Kayla Logue,9798350947748,9798350947748,9798350947748,Valid ISBN-13,BookBaby,2024-05-28,2024,Paperback,196.0,,https://www.leadershipnow.com/leadershop/images/9798350947748.jpg,https://amzn.to/3yOuQWk,['2024 Releases'],False,LeadershipNow,,,
BOOK01992,378,Reflecting on History,How the Industrial Revolution Created Our Way of Life,Peter Spitz,9798350959703,9798350959703,9798350959703,Valid ISBN-13,Book Baby,2024-07-16,2024,Paperback,226.0,,https://www.leadershipnow.com/leadershop/images/9798350959703.jpg,https://amzn.to/3yNHxBh,['2024 Releases'],False,LeadershipNow,,,
